Population,Ageclass,Origin,med.surv,lcl.surv,ucl.surv
central and eastern Med,adult,wild,0.894750196403483,0.838058142795709,0.933771015223988
central and eastern Med,juvenile,captive,0.372410205212718,0.216315671910007,0.50536259499629
central and eastern Med,juvenile,wild,0.565459413062125,0.420593705703184,0.687367119495571
western Europe,adult,wild,0.940831264575847,0.89424987333961,0.968006406395442
western Europe,juvenile,wild,0.744727223289079,0.599498792688635,0.860967514203923
