species,study.name,population,id,tag,id.tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,transmitter.mass.grams.binned,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,fate.at.annual.stage,comments
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Agri,130662,Agri_130662,6/22/13 1:00,7/15/14,7/19/14 14:00,40.08083,43.667,39.78467,43.24817,Turkey,Turkey,388.875,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Microwave 45g Argos/GPS Solar PTTs,backpack,45,40-48g,0.00013069,3.458333333,Turkey,Turkey,322,N,12,66,adult,central & eastern,tx failure,breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Aras,118176,Aras_118176,8/18/12 13:00,2/4/13,2/4/13 1:00,40.12183,43.5835,10.1725,40.24533,Turkey,Ethiopia,169.5,unknown,26,unknown,Y,N,N,unknown,NA,Microwave 45g Argos/GPS Solar PTTs,backpack,45,40-48g,0.067342128,1,Turkey,Ethiopia,163,N,5,31,adult,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Arpacay,118174,Arpacay_118174,8/20/12 17:00,9/25/12,9/26/12 0:00,40.123,43.60117,33.23983,44.96333,Turkey,Iraq,35.33333333,confirmed dead,26,unknown,Y,N,N,resighted / recaptured,"emaciation on migration, although potentially poisoned or collision. Not entirely sure",Microwave 45g Argos/GPS Solar PTTs,backpack,45,40-48g,0.788844137,1.1,Turkey,Iraq,29,N,1,27,adult,central & eastern,dead,fall migration,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Igdir,118175,Igdir_118175,8/22/12 5:00,2/10/15,2/11/15 0:00,40.12167,43.5835,4.7795,42.7135,Turkey,Ethiopia,901.875,confirmed dead,54,unknown,Y,N,N,transmitter recovered,poisoning,Microwave 45g Argos/GPS Solar PTTs,backpack,45,40-48g,0.217724868,1,Turkey,Ethiopia,854,N,29,83,adult,central & eastern,dead,non-breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Logiya,118174,Logiya_118174,12/1/13 5:00,10/30/20,10/31/20 0:00,11.71533,40.974,11.00967,41.21317,Ethiopia,NA,2524.833333,alive,30,unknown,Y,N,N,active,NA,Microwave 45g Argos/GPS Solar PTTs,backpack,45,40-48g,0.013176134,1.004166667,Ethiopia,Ethiopia,2242,N,82,112,adult,central & eastern,alive,NA,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Gurman,114,Gurman_114,7/24/17 12:12,11/4/18,11/4/18 3:27,43.00113,47.20156,13.88479,43.77549,Russia,Yemen,467.6354167,alive,1,unknown,Y,N,N,active,NA,Aquila 33,backpack,33,30-40g,0.287990286,0.998055556,Russia,Yemen,449,N,15,16,juvenile,central & eastern,alive,NA,Tagged in the nest
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Kapchug,115,Kapchug_115,7/23/17 10:37,9/25/17,9/25/17 2:59,42.98421,47.18025,38.96566,48.78752,Russia,Azerbaijan,63.68194444,unknown,1,unknown,Y,N,N,unknown,NA,Aquila 33,backpack,33,30-40g,0.559050955,1.005763889,Russia,Azerbaijan,31,N,2,3,juvenile,central & eastern,unknown,fall migration,Tagged in the nest
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Malysh,116,Malysh_116,7/23/17 8:18,10/14/17,10/15/17 0:00,42.98465,47.18038,21.25267,40.69912,Russia,Saudi Arabia,91.06944444,confirmed dead,1,unknown,Y,N,N,resighted / recaptured,Collision with wires on power line and delivered to a rehabilitation center,Aquila 33,backpack,33,30-40g,1.044099857,1.339652778,Russia,Saudi Arabia,62,N,2,3,juvenile,central & eastern,dead,fall migration,Tagged in the nest
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Sarygush,117,Sarygush_117,7/23/17 8:18,9/16/17,9/17/17 0:00,42.98449,47.18051,38.61449,44.75547,Russia,Iraq,68.12152778,confirmed dead,1,unknown,Y,N,N,resighted / recaptured,Caught by poachers and sold in the market,Aquila 33,backpack,33,30-40g,1.164792727,0.998402778,Russia,Iran (Islamic Republic of),38,N,1,2,juvenile,central & eastern,dead,fall migration,Tagged in the nest
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Ardahan,210,Ardahan_210,6/22/13 1:14,9/16/14,9/17/14 0:27,40.07148,43.66676,18.66377,41.71488,Turkey,Saudi Arabia,451.9668403,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Microwave 30g GSM,backpack,30,30-40g,2.281651043,1.000780093,Turkey,Saudi Arabia,449,N,14,68,adult,central & eastern,tx failure,fall migration,GSM transmitter went offline in area previosuly known to loose signal
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Cabuk,132087,Cabuk_132087,7/1/14 3:00,12/7/15,12/8/15 2:00,40.0833,43.6676,11.0731,40.3362,Turkey,Ethiopia,523.9583218,likely dead,13,unknown,Y,N,N,inferred from transmissions,unknown,Northstar 30g Argos/GPS Solar PTTs,backpack,30,30-40g,0.173287127,1,Turkey,Ethiopia,522,N,17,30,adult,central & eastern,dead,non-breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Haydi,132084,Haydi_132084,6/9/14 2:46,4/14/16,4/15/16 8:00,40.0813,43.6665,1.6534,37.8023,Turkey,Kenya,674.9681944,likely dead,24,unknown,Y,N,N,inferred from transmissions,unknown,Northstar 30g Argos/GPS Solar PTTs,backpack,30,30-40g,0,1.033333333,Turkey,Kenya,668,N,22,46,adult,central & eastern,dead,non-breeding,"tried to get Kenyan colleagues to track down tag, but were unable"
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Iste,132086,Iste_132086,6/10/14 2:36,6/19/20,6/22/20 16:00,40.0831,43.6674,39.7931,42.5251,Turkey,Turkey,2201.225035,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Northstar 30g Argos/GPS Solar PTTs,backpack,30,30-40g,0.029909796,5.058267361,Turkey,Turkey,2087,N,72,126,adult,central & eastern,tx failure,breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Serhat,10007,Serhat_10007,6/17/14 15:59,10/30/14,10/30/14 1:12,40.19459,43.63137,10.5359,40.455,Turkey,Ethiopia,134.3840278,unknown,54,unknown,Y,N,N,unknown,NA,Turkish home made,backpack,30,30-40g,0.233944036,0.919791667,Turkey,Ethiopia,124,N,4,58,adult,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Tuzluca,209,Tuzluca_209,6/22/13 1:14,10/4/16,10/5/16 0:29,40.081,43.66704,21.3274,40.15558,Turkey,Saudi Arabia,1200.968542,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Microwave 30g GSM,backpack,30,30-40g,1.811149488,1.001743056,Turkey,Saudi Arabia,1193,N,39,93,adult,central & eastern,tx failure,fall migration,GSM transmitter went offline in area previosuly known to loose signal
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Armenia2,48500703868,Armenia2_48500703868,7/22/15 5:01,10/18/15,10/18/15 0:01,39.491799,46.35705,7.746899,43.0665,Armenia,Ethiopia,87.79166667,unknown,25,unknown,Y,N,N,unknown,NA,Ecotone Saker-M 19g Solar GSM,backpack,19,16-25g,0.439060229,1,Armenia,Ethiopia,89,N,2,27,adult,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Armenia3,48500704009,Armenia3_48500704009,7/24/15 0:02,11/6/15,11/7/15 0:02,39.5061,46.345799,6.094516,44.7678,Armenia,Ethiopia,105,unknown,54,unknown,Y,N,N,unknown,NA,Ecotone Saker-M 19g Solar GSM,backpack,19,16-25g,0.268570708,1.125138889,Armenia,Ethiopia,90,N,3,57,adult,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Orada,48500703778,Orada_48500703778,7/21/15 12:08,2/10/17,2/10/17 0:00,39.51133,46.39868,9.370999,40.44212,Armenia,Ethiopia,569.4944444,unknown,13,unknown,Y,N,N,unknown,NA,Ecotone Saker-M 19g Solar GSM,backpack,19,16-25g,0.086907761,1.000069444,Armenia,Ethiopia,571,N,18,31,adult,central & eastern,unknown,non-breeding,NA
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Agata,119157,Agata_119157,8/26/15 8:00,8/29/15,8/30/15 0:00,37.39733,13.36967,37.84917,12.596,Italy,Italy,8,likely dead,3,F,Y,Y,N,terminated over water,Drop in the sea,Microwave Solar Argos/GPS PTT,backpack,NA,unknown,0.491562866,1,Italy,Italy,4,Y,0,3,juvenile,central & eastern,dead,fall migration,NA
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Karel,119158,Karel_119158,9/10/15 15:00,10/19/15,10/20/15 8:00,39.1015,16.88783,36.75033,15.0645,Italy,Italy,38.70833333,likely transmitter failure,3,M,Y,Y,N,inferred from transmissions,NA,Microwave Solar Argos/GPS PTT,backpack,NA,unknown,0.572826814,0.995833333,Italy,Italy,40,Y,1,4,juvenile,central & eastern,tx failure,fall migration,NA
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Sara,23306,Sara_23306,8/26/15 20:00,10/30/20,10/31/20 0:00,39.9165,18.3045,17.46217,7.46717,Italy,NA,1891.416667,alive,3,F,Y,Y,N,active,NA,Microwave Solar Argos/GPS PTT,backpack,NA,unknown,0.037878003,1,Italy,Niger,1886,Y,62,65,adult,central & eastern,alive,NA,NA
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Aneta,48500502206,Aneta_48500502206,9/7/15 0:01,9/24/15,9/24/15 0:00,39.10625,16.891933,36.762,14.844466,Italy,Egypt,25.99930556,likely dead,3,F,Y,Y,N,terminated over water,Drop in the sea,Ecotone Saker,backpack,35,30-40g,0.363247062,1,Italy,Italy,18,Y,0,3,juvenile,central & eastern,dead,fall migration,NA
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Carmen,48500501963,Carmen_48500501963,9/7/15 0:01,10/17/15,10/17/15 0:00,39.106233,16.891899,36.840683,14.599466,Italy,Italy,110.9993056,likely dead,3,F,Y,Y,N,terminated over water,Drop in the sea,Ecotone Saker,backpack,35,30-40g,0.410932861,1,Italy,NA,41,Y,1,4,juvenile,central & eastern,dead,fall migration,looks to have died at see and tx floated long after
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Tobia,48500501945,Tobia_48500501945,9/7/15 0:01,9/10/19,10/31/20 0:00,39.1062,16.8919,36.58628,10.34988,Italy,Mali,1464.165972,unknown,3,M,Y,Y,N,unknown,NA,Ecotone Saker,backpack,35,30-40g,0.536854224,0.9875,Italy,Tunisia,1452,Y,48,51,adult,central & eastern,unknown,spring migration,NA
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Birba,200140,Birba_200140,8/15/20 6:25,10/29/20,10/31/20 0:00,42.71598053,11.51457214,15.50557327,-5.099406719,Italy,Mali,80.99572917,alive,2,F,y,y,N,active,NA,Ornitela OT25,backpack,25,16-25g,0.0733281,1.000097222,Italy,Mali,81,Y,2,4,juvenile,central & eastern,alive,NA,
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Clint,190554,Clint_190554,8/15/20 7:10,10/11/20,10/31/20 0:00,42.72044373,11.51776505,20.27434158,0.804103315,Italy,Mali,63.94658565,alive,2,M,y,y,N,active,NA,Ornitela OT25,backpack,25,16-25g,0.174194995,2.279277778,Italy,Mali,49,Y,2,4,juvenile,central & eastern,alive,NA,
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Diego,190555,Diego_190555,7/29/19 0:05,10/30/20,10/31/20 0:00,40.64505386,16.6617775,37.80241776,12.68621635,Italy,Italy,459.2289931,alive,13,M,y,y,N,active,NA,Ornitela OT25,backpack,25,16-25g,0.00147634,1.000709491,Italy,Italy,456,Y,15,28,adult,central & eastern,alive,NA,
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Jane,190556,Jane_190556,7/29/19 4:30,10/29/20,10/31/20 0:00,40.6451,16.66189,16.80556,-7.318429,Italy,NA,458.0821528,alive,13,F,y,y,N,active,NA,Ornitela OT25,backpack,25,16-25g,0.141314743,1.000251157,Italy,Mauritania,446,Y,15,28,adult,central & eastern,alive,NA,
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Apollo,16093,Apollo_16093,7/24/17 23:09,9/26/17,9/27/17 4:48,40.24658966,16.10240936,34.53761673,9.782464981,Italy,Algeria,64.23530093,unknown,15,M,Y,Y,N,unknown,NA,Ornitela 2G,backpack,25,16-25g,0.25023193,1.000833333,Italy,Tunisia,60,Y,2,17,juvenile,central & eastern,unknown,fall migration,NA
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Fabio,190557,Fabio_190557,8/15/20 7:22,10/9/20,10/9/20 12:35,42.72046,11.51778,36.83753,14.68614,Italy,Italy,82.1174537,likely dead,26,M,y,y,N,terminated over water,drop in the sea,Ornitela OT25,backpack,25,16-25g,0.558089196,1.001378472,Italy,Italy,51,Y,2,28,adult,central & eastern,dead,fall migration,Looks to have died at see and then floated long after
Neophron percnopterus,"Project Egyptian vulture, CERM Endangered Raptors Centre, Italy",italy,Kate,190557,Kate_190557,7/29/19 0:07,12/26/19,12/27/19 0:00,40.64519,16.66182,37.18958,13.96676,Italy,Italy,150.2581019,confirmed dead,13,F,y,y,N,carcass found,unknown,Ornitela OT25,backpack,25,16-25g,0.143108487,1.700236111,Italy,Italy,143,Y,4,17,juvenile,central & eastern,dead,non-breeding,
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Francesca,190554,Francesca_190554,7/29/19 0:04,8/22/19,8/25/19 0:00,40.64525,16.66168,40.21984,18.18204,Italy,Italy,24.1683912,confirmed dead,25,F,y,y,N,recaptured,human imprinting,Ornitela OT25,backpack,25,16-25g,0.232112274,0.998167824,Italy,Italy,25,Y,0,25,adult,central & eastern,dead,fall migration,"Too tame with humans, recaptured and returned to captivity"
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Zoe,202342,Zoe_202342,8/15/20 7:27,9/5/20,9/7/20 0:00,42.72146,11.51639,41.45144,14.39996,Italy,Italy,30.8806713,confirmed dead,13,F,y,y,N,recaptured,exhaustion,Ornitela OT25,backpack,25,16-25g,0.341049131,0.99500926,Italy,Italy,29,Y,1,14,juvenile,central & eastern,dead,breeding,"Found exhaused, recaptured and returned to captivity"
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Beatrice,AF5AF11F,Beatrice_AF5AF11F,8/15/19 8:42,8/19/19,10/31/20 0:00,40.6772,16.5969,40.6395,16.659,Italy,Italy,7.647430556,unknown,26,F,Y,Y,N,unknown,unknown,Milsar GsmRadio Tag-M9,backpack,16,16-25g,0.009268982,0.993185442,Italy,Italy,9,Y,0,26,adult,central & eastern,unknown,breeding,NA
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Bianca_IHB,AF5AF11F,Bianca_IHB_AF5AF11F,8/16/18 8:59,9/11/18,9/12/18 5:00,40.6451833,16.66185,34.319513,9.58834,Italy,Italy,27.83403935,confirmed dead,2,F,Y,Y,N,carcass found,shot / persecuted,Milsar GsmRadio Tag-M9,backpack,16,16-25g,0.762305986,1.000019676,Italy,NA,24,Y,0,2,juvenile,central & eastern,dead,fall migration,X rays revealed many gunshot in the carcass
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Clara_IHC,NA,Clara_IHC_NA,8/16/18 9:30,9/7/18,9/8/18 6:00,40.64519,16.6618667,37.6823367,12.6137,Italy,Tunisia,22.85444444,confirmed dead,2,F,Y,Y,N,carcass found,poisoning,Milsar GsmRadio Tag-M9,backpack,16,16-25g,0.638680971,1.004190972,Italy,Italy,23,Y,0,2,juvenile,central & eastern,dead,fall migration,"Probably poisoned. The carcass showed clear signs of convulsions (fethers abraded, turned nek and open beak)"
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Leonardo,B15AF11F,Leonardo_B15AF11F,8/15/19 0:38,9/13/19,10/31/20 0:00,40.645,16.6618,20.5821,5.12621,Italy,Mali,28.99387731,unknown,2,M,y,y,N,unknown,NA,Milsar GsmRadio Tag-M9,backpack,16,16-25g,3.453639634,1.130170139,Italy,Algeria,30,Y,0,2,juvenile,central & eastern,unknown,fall migration,NA
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Lucrezia,B05AF11F,Lucrezia_B05AF11F,8/15/19 0:10,6/15/20,6/16/20 0:00,40.6451,16.6619,40.605,16.807,Italy,Italy,373.1806944,confirmed dead,26,F,y,y,N,carcass found,probably elettrocuted,Milsar GsmRadio Tag-M9,backpack,16,16-25g,0.24822912,0.97140162,Italy,Italy,306,Y,10,36,adult,central & eastern,dead,breeding,"The carcass was found at the foot of an electric pole, with burned grass"
Neophron percnopterus,"LIFE Egyptian Vulture, CERM ISPRA, Italy",italy,Noe,AC5AF11F,Noe_AC5AF11F,8/15/19 0:12,10/4/19,10/4/19 0:00,40.6451,16.6618,36.7934,15.0629,Italy,Libya,52.30423611,likely dead,2,M,y,y,N,terminated over water,drop in the sea,Milsar GsmRadio Tag-M9,backpack,16,16-25g,0.116538907,1.000024306,Italy,Italy,50,Y,1,3,juvenile,central & eastern,dead,non-breeding,Looks to have died at see and then floated long after; indecipoherable lat long in data provided
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,00 White 2013,3515,00 White 2013_3515,4/4/14 5:00,10/18/19,10/31/20 0:00,32.752136,35.0134302,14.4080894,29.381788,Israel,Sudan,2023.312407,confirmed transmitter failure,11,unknown,Y,Y,N,resighted / recaptured,NA,"e-obs, Bird Solar GPS-GSM, 48g",backpack,48,40-48g,0.046469762,1.10062963,Israel,Sudan,1949,Y,66,77,adult,central & eastern,tx failure,non-breeding,"Transmitter fell, seen alive June 2020"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,18 White,3516,18 White_3516,4/22/14 4:00,4/26/14,4/27/14 4:00,32.7534508,35.0138107,32.7702775,34.9914223,Israel,Israel,5,unknown,11,unknown,Y,Y,N,unknown,NA,"e-obs, Bird Solar GPS-GSM, 48g",backpack,48,40-48g,0.020109449,1,Israel,Israel,5,Y,0,11,juvenile,central & eastern,unknown,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,19 White,3517,19 White_3517,4/22/14 4:00,8/25/14,8/26/14 0:00,32.7534673,35.0137975,19.5421079,41.3889553,Israel,Saudi Arabia,127,likely dead,10,unknown,Y,Y,N,inferred from transmissions,unknown,"e-obs, Bird Solar GPS-GSM, 48g",backpack,48,40-48g,0.620276005,1,Israel,Saudi Arabia,124,Y,4,14,juvenile,central & eastern,dead,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A02 Green 2013,3514,A02 Green 2013_3514,4/4/14 5:00,4/23/17,4/24/17 5:00,32.7520933,35.0134463,33.2331372,35.5365667,Israel,Lebanon,1116,unknown,10,unknown,Y,Y,N,unknown,NA,"e-obs, Bird Solar GPS-GSM, 48g",backpack,48,40-48g,0.963723177,1,Israel,Lebanon,1107,Y,36,46,adult,central & eastern,unknown,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A17 Green,17113,A17 Green_17113,4/16/17 0:05,7/3/17,7/4/17 0:06,32.55931854,34.93855286,32.55893326,34.93917465,Israel,Israel,79.00068287,confirmed dead,23,unknown,Y,Y,N,transmitter recovered,Hit a train when feeding on a dead boer,Ornitela OT-30,legloop,30,30-40g,0.000557883,1.000002315,Israel,Israel,79,Y,2,25,adult,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A25 Green,171087,A25 Green_171087,12/13/17 0:05,4/21/18,4/22/18 2:37,32.75230026,35.01338959,32.75220108,35.0137291,Israel,Lebanon,130.1057292,unknown,21,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,0.002168162,0.999170139,Israel,Israel,130,Y,4,25,adult,central & eastern,unknown,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A26 Green,171080,A26 Green_171080,12/13/17 4:06,10/30/20,10/31/20 0:00,32.75217819,35.01340485,15.35956955,33.46871185,Israel,NA,1051.949502,alive,7,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.030906167,1.000111111,Israel,Sudan,871,Y,34,41,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A46 Green,17112,A46 Green_17112,4/16/17 0:05,5/10/18,5/11/18 1:40,32.55895233,34.93920135,37.73613739,41.32781982,Israel,Turkey,390.0661458,confirmed dead,24,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,30-40g,0.48546366,0.998334491,Israel,Turkey,390,Y,12,36,adult,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,A47 Green,171082,A47 Green_171082,12/13/17 4:05,8/23/18,8/24/18 2:32,32.7522583,35.01337051,12.97405624,43.71961975,Israel,Ethiopia,253.9352546,unknown,7,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,1.015137198,1.000331019,Israel,Yemen,254,Y,8,15,juvenile,central & eastern,unknown,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,C39 Blue,17111,C39 Blue_17111,4/16/17 0:05,7/22/18,7/23/18 2:20,32.55890274,34.93943405,32.55886078,34.93918991,Israel,Israel,463.0940509,confirmed dead,24,unknown,Y,Y,N,transmitter recovered,Hit a train when feeding on a dead boer,Ornitela OT-30,legloop,30,30-40g,0.000124782,1.000471065,Israel,Israel,463,Y,15,39,adult,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,EV10,17113,EV10_17113,7/15/17 0:05,8/21/17,8/22/17 0:07,32.47179,34.98392,21.93007,32.24762,Israel,Sudan,38.00115741,confirmed transmitter failure,8,unknown,Y,Y,N,resighted / recaptured,NA,Ornitela OT-30,legloop,30,30-40g,1.739887777,1.000070602,Israel,Sudan,38,Y,1,9,juvenile,central & eastern,tx failure,fall migration,"Transmitter stopped working, bird seen alive summer 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Blue,180323,H42 Blue_180323,12/13/18 15:05,1/12/19,1/13/19 3:55,32.75046,35.0175,30.19907,38.70304,Israel,Saudi Arabia,30.53461806,likely dead,6,unknown,Y,Y,N,inferred from transmissions,unknown,Ornitela OT-30,legloop,30,30-40g,0.502657175,0.998774306,Israel,Saudi Arabia,31,Y,0,6,juvenile,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Green,171086,H42 Green_171086,12/13/17 4:06,10/30/20,10/31/20 0:00,32.75216,35.01342,18.27009,35.72333,Israel,NA,1051.94456,alive,20,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.097224054,1.00015625,Israel,Sudan,930,Y,34,54,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H50 Green,171084,H50 Green_171084,12/13/17 4:06,8/7/18,8/8/18 2:43,32.75217,35.01344,28.69043,33.55215,Israel,Egypt,237.9425,confirmed dead,7,unknown,Y,Y,N,transmitter recovered,"Found in a drinking pool, possibly drowned after exhaustion",Ornitela OT-30,legloop,30,30-40g,1.049433331,1.001331019,Israel,Egypt,238,Y,7,14,juvenile,central & eastern,dead,fall migration,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H54 Green,180324,H54 Green_180324,12/22/18 4:09,9/13/20,10/31/20 0:00,32.75208,35.01376,32.75244,35.01249,Israel,Egypt,630.9288542,alive,20,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.408602484,1.001199074,Israel,Israel,629,Y,20,40,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H57 Green,180325,H57 Green_180325,12/23/18 4:10,4/3/19,4/4/19 6:17,32.75209,35.01348,37.44422,36.87462,Israel,Turkey,102.0884838,confirmed dead,19,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,30-40g,0.581934917,1.012849537,Israel,Turkey,97,Y,3,22,adult,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H60 Blue,16124,H60 Blue_16124,12/13/17 5:22,9/20/19,10/31/20 0:00,32.75218,35.01342,23.15402,39.69158,Israel,Saudi Arabia,645.9107755,confirmed transmitter failure,19,unknown,Y,Y,N,resighted / recaptured,NA,Ornitela OT-30,legloop,30,30-40g,1.370825009,5.238512731,Israel,Saudi Arabia,436,Y,21,40,adult,central & eastern,tx failure,fall migration,"Transmitter stopped working, bird seen alive May 2020"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H70 Green,180326,H70 Green_180326,12/22/18 4:10,10/30/20,10/31/20 0:00,32.75211,35.01352,15.3251,33.9758,Israel,NA,677.9448264,alive,19,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,30-40g,0.176678419,1.000152778,Israel,Sudan,675,Y,22,41,adult,central & eastern,alive,NA,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H73 Blue,180327,H73 Blue_180327,12/24/18 4:10,3/28/19,3/29/19 3:02,32.75222,35.01353,36.82848,35.58697,Israel,Turkey,94.95304398,confirmed dead,20,unknown,Y,Y,N,transmitter recovered,"Unknown, awaiting details from Turkish authorities",Ornitela OT-30,legloop,30,30-40g,0.539186104,0.998715278,Israel,Turkey,95,Y,3,23,adult,central & eastern,dead,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H81 Green,171081,H81 Green_171081,10/25/17 9:12,6/26/19,10/31/20 0:00,32.75348,35.014,30.82332,35.92252,Israel,Jordan,608.7034375,unknown,6,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,30-40g,0.775138653,1.001954861,Israel,Jordan,538,Y,20,26,adult,central & eastern,unknown,breeding,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H92 Green,180320,H92 Green_180320,12/23/18 4:10,3/17/19,3/18/19 3:22,32.75223,35.01348,32.75438,35.00495,Israel,Israel,84.96701389,confirmed transmitter failure,8,unknown,Y,Y,N,resighted / recaptured,NA,Ornitela OT-30,legloop,30,30-40g,0.001818908,0.999138889,Israel,Israel,72,Y,2,10,juvenile,central & eastern,tx failure,breeding,"Transmitter fell, seen alive March 2019"
