pop,Ageclass,Origin,med.surv,lcl.surv,ucl.surv
Caucasus/Middle East,adult,wild,0.945828458449961,0.906025967908742,0.970007517248541
Caucasus/Middle East,juvenile,captive,0.394113791387779,0.236740318048452,0.575602155504944
Caucasus/Middle East,juvenile,wild,0.622616272506498,0.472517130717151,0.767277235692205
Italy/Balkans,adult,wild,0.93557854790463,0.890398510664229,0.965028192883558
Italy/Balkans,juvenile,captive,0.33776663041621,0.194188649764949,0.524375319145807
Italy/Balkans,juvenile,wild,0.573530614516037,0.416746489831635,0.717504089501682
western Europe,adult,wild,0.95808690508787,0.934517589807194,0.976218209481408
western Europe,juvenile,captive,0.457538819767508,0.311672590210293,0.629766529045322
western Europe,juvenile,wild,0.670897584571226,0.550304612806437,0.782917825095957
