Population,Ageclass,Origin,med.surv,lcl.surv,ucl.surv
Balkans/Italy,adult,wild,0.911787570663962,0.852611652193887,0.946879252107734
Balkans/Italy,juvenile,captive,0.307097473902866,0.102435642576066,0.525219107564382
Balkans/Italy,juvenile,wild,0.473660436199722,0.212426015978318,0.67430158714418
Caucasus/Middle East,adult,wild,0.911787570663962,0.852611652193887,0.946879252107734
Caucasus/Middle East,juvenile,captive,0.437757425366613,0.236950043750925,0.608965190614682
Caucasus/Middle East,juvenile,wild,0.590971621251823,0.417463393116501,0.717659254041968
western Europe,adult,wild,0.971852685416952,0.950744090070407,0.984376700060989
western Europe,juvenile,wild,0.855399711104907,0.763709508974189,0.910886211120914
