"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","parameter","model"
0.729057864205166,0.0983656189161795,0.530082459125964,0.66312114225573,0.737886139318578,0.802575366109901,0.895806000571742,1.05611744819382,52,0,1,"mean.phi[1]","m10"
0.76538427987863,0.115655381844109,0.533266273805122,0.677478540351674,0.774570368694043,0.856957968000881,0.956293640021054,1.01728839952836,146,0,1,"mean.phi[2]","m10"
0.672645631428015,0.105203757994459,0.509222187067622,0.583726626243203,0.659491471744606,0.755041487507882,0.875001835183214,1.0488551844688,59,0,1,"mean.phi[3]","m10"
1.05569182648333,0.542479740838562,0.120475347973805,0.677235213005531,1.03501057606376,1.40246949863459,2.15147047641216,1.07355147474096,44,0,1,"lp.mean[1]","m10"
1.32589044638789,0.76391246850185,0.133261960501418,0.742208544624599,1.23430045998665,1.79025062862237,3.08559505352423,1.02357878725842,130,0,1,"lp.mean[2]","m10"
0.771291427097268,0.530451526237107,0.0368929337610933,0.338090629150603,0.661029194616694,1.12568386867068,1.94592799312311,1.05908579623081,54,0,1,"lp.mean[3]","m10"
0.0630374109090743,0.00559074227676471,0.0528883562635893,0.0593915591108479,0.0627462167408666,0.066738783239882,0.0741761725033765,1.00051809990499,800,0,1,"p.seen.alive","m10"
0.410865653698665,0.0113779158980639,0.389415360484372,0.402938692078444,0.41037668357404,0.4182634198341,0.433198734578515,1.00209029879654,615,0,1,"p.found.dead","m10"
0.0731646090591808,0.0103603433616912,0.054392794200311,0.0659466353897025,0.0726546492863324,0.0801757830962399,0.0942898283893771,1.00390984816625,574,0,1,"b.phi.age","m10"
-0.572975565426343,0.159055083054765,-0.893460880287844,-0.67651677054817,-0.572858455217079,-0.459723592056399,-0.279938430799862,0.998989942886689,800,0,1,"b.phi.lat","m10"
0.00363761354570201,0.0316376250415044,-0.0529786627918219,-0.0187590094253332,0.00163839269695615,0.0224816157014942,0.0726232120660314,0.998892019915876,800,1,0.51625,"b.phi.free","m10"
2.41766341966059,0.622313078685573,1.08013665171406,2.01512609125452,2.42095183472025,2.85552204488676,3.57104026728937,1.04016550953099,78,0,1,"b.phi.pop[1]","m10"
0.644669578449327,0.573345121254298,-0.461335059032037,0.257305970669309,0.661543212002097,1.07719564683388,1.66834797508333,1.07394758339559,42,1,0.86125,"b.phi.pop[2]","m10"
1.3710901012464,0.608833481237212,0.137562587701886,0.957279564462066,1.38241127665198,1.80996002479616,2.42278398043976,1.06776834609596,46,0,0.99,"b.phi.pop[3]","m10"
1.45123788018213,0.866865178156188,-0.160294810772683,0.875058970592267,1.4421257274782,2.00580779990894,3.25798761313779,1.02580533953579,123,1,0.9575,"b.phi.pop[4]","m10"
3903.95800020967,8.78586387975708,3888.56350935965,3897.9772507975,3902.81674313888,3909.48509651539,3922.64164583119,1.00782600961488,317,0,1,"deviance","m10"
