species,study.name,population,migrant,id,start.date,end.date,tag,id.tag,fate,fate.final,end.country,end.lat,end.long,how.fate.determined.clean,cause.of.death,mortality.date,start.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,n.locs,start.lat,start.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,H73 Blue,12/24/18 4:10,3/29/19 3:02,180327,H73 Blue_180327,confirmed dead,confirmed dead,Turkey,37.01908875,35.53696823,transmitter recovered,"Unknown, awaiting details from Turkish authorities",3/29/19 3:02,Israel,unknown,577,immature,20,Y,N,96,32.75222015,35.01353073,94.95304398,y,0.541408,60165.60789,0.998719907,98,found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,H81 Green,10/25/17 9:12,5/30/19 1:53,171081,H81 Green_171081,unknown,unknown,Turkey,36.94350815,34.68184662,unknown,NA,5/30/19 1:53,Israel,unknown,155,juv,6,Y,N,511,32.753479,35.01400375,581.6948032,y,1.913213,212611.5392,0.996924769,88.2,"Last location hostile but with very poor GSM cover, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,H92 Green,12/23/18 4:10,3/18/19 3:22,180320,H92 Green_180320,confirmed transmitter failure,confirmed transmitter failure,Israel,32.75212097,35.01334763,resighted / recaptured,NA,3/18/19 3:22,Israel,unknown,223,juv,8,Y,N,73,32.7522316,35.01348495,84.96701389,y,0.001807,200.799628,0.999152778,42.8,"transmission ceased abruptly, bird seen alive later","Age units are days, transmitter fell, seen alive March 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,H94 Blue,12/13/17 4:06,5/17/19 2:07,171085,H94 Blue_171085,confirmed dead,confirmed dead,Turkey,36.40061188,33.67343903,transmitter recovered,Electrocuted,5/17/19 2:07,Israel,unknown,545,immature,19,Y,N,521,32.75212479,35.01343918,519.9177315,y,1.346377,149620.1747,1.001606481,96.1,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,R0,4/5/16 2:36,10/1/16 4:05,16013,R0_16013,unknown,unknown,Egypt,29.45985413,33.30299377,unknown,NA,10/1/16 4:05,Israel,unknown,299,juv,10,Y,N,179,32.55883789,34.93921661,179.0618403,y,0.08167,9075.836762,1.100430556,56.9,Last location in a house,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,R1,4/5/16 2:40,5/4/18 6:40,16012,R1_16012,unknown,unknown,Sudan,14.22767544,24.59109688,unknown,NA,5/4/18 6:40,Israel,unknown,324,immature,11,Y,N,639,32.55897522,34.93922043,759.1668981,y,0.818445,90952.12562,1.183425926,75.8,unknown,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,R2,4/5/16 2:41,12/6/17 5:00,16015,R2_16015,confirmed transmitter failure,confirmed transmitter failure,Sudan,11.31221867,26.67757416,resighted / recaptured,NA,12/6/17 5:00,Israel,unknown,305,immature,11,Y,N,386,32.55886841,34.93929672,610.0966667,y,0.249409,27716.33169,0.999216435,83.6,still transmitting,"Age units are days, transmitter fell, seen alive June 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,R3,4/5/16 2:41,4/14/16 2:49,16011,R3_16011,confirmed dead,confirmed dead,Israel,32.55176544,34.95930481,transmitter recovered,Probably snake bite,4/14/16 2:49,Israel,unknown,293,juv,10,Y,N,10,32.56093979,34.93896103,9.005555556,y,0.03385,3761.653129,1.000416667,70.3,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,R4,4/5/16 2:40,5/25/16 1:52,16014,R4_16014,unknown,unknown,Turkey,36.21194458,36.59433746,unknown,NA,5/25/16 1:52,Israel,unknown,292,juv,10,Y,N,51,32.55524826,34.93397522,49.96659722,y,0.202438,22496.53006,0.9990625,99.8,"Last location hostile, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,White 08,3/15/13 15:32,8/19/13 3:22,119246,White 08_119246,confirmed dead,confirmed dead,Israel,32.79932,35.16793,transmitter recovered,Killed by Bonnelie's eagle,8/16/13 0:00,Israel,unknown,392,immature,14,Y,N,158,32.85542,33.88082,156.4932755,y,0.034366,3819.026182,1.004166667,NA,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,White 12,3/13/13 13:00,8/31/15 8:00,119245,White 12_119245,confirmed dead,confirmed dead,Egypt,26.80067,34.04067,transmitter recovered,NA,8/30/15 0:00,Israel,unknown,370,immature,13,Y,N,902,32.75817,35.008,900.7916667,y,0.749404,83279.71404,1,NA,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,X34 Blue,4/16/17 3:34,8/25/18 3:30,16126,X34 Blue_16126,unknown,unknown,Saudi Arabia,19.09997559,41.41659164,unknown,NA,8/25/18 3:30,Israel,unknown,660,immature,22,Y,N,496,32.55898666,34.93927383,495.9977431,y,1.725952,191801.546,1.000162037,99.8,"Stopped transmitting on route to a potential no-GSM cover area, did not return after migration, might return next year",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,X86 Blue,12/24/18 4:11,1/3/19 4:14,180321,X86 Blue_180321,confirmed dead,confirmed dead,Israel,32.69799423,34.99830246,transmitter recovered,Electrocuted,1/3/19 4:14,Israel,unknown,219,juv,8,Y,N,11,32.75218201,35.01345825,10.00262731,y,0.031212,3468.552362,1.00027662,23.8,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Y,Yellow 04,11/14/13 6:00,4/29/15 0:20,119246,Yellow 04_119246,unknown,unknown,Israel,32.7568,35.00227,unknown,NA,4/29/15 0:20,Israel,unknown,297,juv,10,Y,N,532,32.75283,35.0115,530.7642593,y,0.55766,61971.6337,1.024065972,NA,transmission ceased abruptly in a very good GSM cover area,Age units are days
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Y,Amud H08 Blue,8/20/18 14:46,5/30/19 2:03,180318,Amud H08 Blue_180318,alive,alive,Israel,32.9209938,35.5478096,active,NA,5/30/19 2:03,Israel,unknown,ad,adult,54,N,Y,284,32.88889694,35.49689102,282.4706944,y,0.058568,6508.567263,0.983549769,90.4,still transmitting,"Found not flying, treated for a week at the Is Israel Wildlife Hospital and released. Migrated 2018 and returned to the same area in 2019, seen in a nest with two chicks."
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Y,Gamla 2018 H36 Green,7/11/18 13:14,11/8/18 5:44,180319,Gamla 2018 H36 Green_180319,unknown,unknown,Sudan,10.14315987,29.12295341,unknown,NA,11/8/18 5:44,Syrian Arab Republic,unknown,juv,juvenile,1,N,N,73,32.89871979,35.76559448,119.6876968,y,0.887648,98642.49338,1.008082176,98.2,transmission ceased in a no-GSM wintering area,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Y,Gamla 2018 J4107,7/11/18 12:04,5/29/19 5:08,180322,Gamla 2018 J4107_180322,alive,alive,Chad,15.66723537,23.67345619,active,NA,5/29/19 5:08,Syrian Arab Republic,unknown,juv,juvenile,1,N,N,302,32.89861298,35.76422882,321.7116551,y,1.511098,167925.2674,1.793453704,85.3,still transmitting,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Y,Tlalim C48 Blue,3/18/19 11:30,5/30/19 2:11,171405,Tlalim C48 Blue_171405,alive,alive,Israel,31.01068306,34.88015747,active,NA,5/30/19 2:11,Israel,unknown,ad,adult,54,N,Y,74,30.8218708,34.83675003,72.61133102,y,0.000862,95.799337,0.999690972,100,still transmitting,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Y,Gurman,7/24/17 12:12,11/4/18 3:27,114,Gurman_114,likely transmitter failure,likely transmitter failure,Yemen,13.88479,43.77549,inferred from transmissions,NA,11/4/18 3:27,Russia,unknown,juv,juvenile,1,N,N,449,43.00113,47.20156,467.6354167,y,0.28799,32003.7845,0.998055556,NA,1 sensor failed while another continued to transmit data.,Tagged in the nest
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Y,Kapchug,7/23/17 10:37,9/25/17 2:59,115,Kapchug_115,unknown,unknown,Azerbaijan,38.96566,48.78752,unknown,NA,9/25/17 2:59,Russia,unknown,juv,juvenile,1,N,N,31,42.98421,47.18025,63.68194444,y,0.559051,62126.21453,1.005763889,NA,unknown,Tagged in the nest
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Y,Malysh,7/23/17 8:18,10/22/17 9:58,116,Malysh_116,confirmed dead,confirmed dead,Saudi Arabia,21.26675,40.70254,resighted / recaptured,Collision with wires on power line and delivered to a rehabilitation center,10/15/17 0:00,Russia,unknown,juv,juvenile,1,N,N,69,42.98465,47.18038,91.06944444,y,0.011963,1329.44649,1.097013889,NA,resighted / recaptured,Tagged in the nest
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Y,Sarygush,7/23/17 8:18,9/29/17 11:13,117,Sarygush_117,confirmed dead,confirmed dead,Iraq,34.69167,44.03076,resighted / recaptured,Caught by poachers and sold in the market,9/17/17 0:00,Russia,unknown,juv,juvenile,1,N,N,47,42.98449,47.18051,68.12152778,y,0.87076,96765.8235,1.739444444,NA,resighted / recaptured,Tagged in the nest
Neophron percnopterus,ISPRA,italy,Y,Binca_IHB,8/16/18 8:59,9/12/18 5:00,AF5AF11F,Bianca_IHB_AF5AF11F,confirmed dead,confirmed dead,Tunisia,34.52296,9.9781167,carcass found,poisoning,9/13/18 15:00,Italy,F,juv,juvenile,2,Y,N,25,40.6451833,16.66185,26.83435185,y,1.062956,118124.1381,1,NA,retrieved transmitter and carcass,"Probably poisoned. The carcass showed clear signs of convulsions (fethers abraded, turned nek and open beak)"
Neophron percnopterus,ISPRA,italy,Y,Clara_IHC,8/16/18 9:30,9/8/18 6:00,B05AF11F,Clara_IHC_B05AF11F,confirmed dead,confirmed dead,Italy,37.7127983,12.6724333,carcass found,shot / persecuted,9/8/18 6:00,Italy,F,juv,juvenile,2,Y,N,24,40.64519,16.6618667,22.85444444,y,0.679749,75539.18532,0.999971065,NA,retrieved transmitter and carcass,X rays revealed many gunshot in the carcass
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Y,NeoPer_Bruco,7/20/17 6:00,1/4/18 6:00,48505470927,NeoPer_Bruco_48505470927,unknown,likely dead,Mali,13.897483,-9.689316,unknown,NA,1/4/18 6:00,Spain,M,4th yr,immature,37,N,N,164,41.195016,-6.680866,168,y,0.066386,7377.289511,1,NA,unknown,Fate unknown - data stopped transmitting in south-central Mali
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Y,NeoPer_Douro,6/13/17 6:00,5/10/19 6:01,48797733050,NeoPer_Douro_48797733050,confirmed transmitter failure,confirmed transmitter failure,Spain,41.00625,-6.436266,resighted / recaptured,NA,5/10/19 6:01,Spain,M,ad,adult,54,N,N,689,40.9598,-6.833833,696.0006944,y,0.121964,13553.6684,1.510277778,NA,Transmitter detached due to harness failure_Bird was seen incubating at nest several days later identified by colour ring,Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Y,NeoPer_Faia,6/13/17 8:00,5/29/19 6:00,48505476460,NeoPer_Faia_48505476460,alive,alive,Spain,40.962883,-6.871649,active,NA,5/29/19 6:00,Portugal,F,ad,adult,54,N,N,716,40.926366,-6.943999,714.9166667,y,0.071187,7910.842932,0.987569444,NA,still transmitting,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Y,NeoPer_Poiares,6/1/17 12:34,11/18/17 6:59,48797733001,NeoPer_Poiares_48797733001,likely transmitter failure,likely dead,Mali,14.0555,-11.874966,inferred from transmissions,NA,11/18/17 6:59,Portugal,F,ad,adult,54,N,Y,171,40.898099,-6.9674,169.7673611,y,2.887946,320931.6343,14.685625,NA,two isolated GPS locations from April 2018 indciated the bird was close to the 2017 nest site after several months of no data_Bird never resighted so fate is unknown,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. 
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Y,NeoPer_Rupis,7/15/16 6:00,5/30/19 5:59,48511694900,NeoPer_Rupis_48511694900,alive,alive,Spain,41.447649,-6.339049,active,NA,5/30/19 5:59,Spain,unknown,3rd yr,immature,25,N,N,1004,41.477116,-6.270032,1048.999306,y,0.018979,2109.110869,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Akaga,5/16/18 0:15,5/30/19 6:19,171362,Akaga_171362,alive,alive,Ethiopia,12.42877293,40.21025467,active,NA,5/30/19 6:19,Bulgaria,unknown,2nd yr,immature,11,Y,N,380,41.59421539,25.64131165,379.2530556,y,0.243611,27071.96954,1.015836806,99.1,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Anna,8/10/18 0:53,9/15/18 0:01,171348,Anna_171348,confirmed dead,confirmed dead,Turkey,37.2335434,34.84251404,resighted / recaptured,exhaustion,9/15/18 0:01,Bulgaria,F,juv,juvenile,2,Y,N,35,41.63582993,25.85588837,35.96383102,y,1.281916,142456.8154,0.999230324,87.3,recaptured,"would have died of exhaustion, but recaptured"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Aoos,4/17/15 17:00,5/27/19 8:17,118154,Aoos_118154,alive,alive,Albania,40.13586,20.5388,active,NA,5/27/19 8:17,Albania,F,ad,adult,54,N,N,1159,40.13267,20.54217,1500.637303,y,0.253558,28177.3902,2.04171875,NA,still transmitting,"tagged in Greece, but bred in Albania"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Arda,8/13/12 0:41,3/5/13 2:00,118147,Arda_118147,likely dead,likely dead,Sudan,10.79567,28.50933,inferred from transmissions,unknown,1/1/13 0:00,Bulgaria,unknown,juv,juvenile,2,N,N,156,41.644,25.878,204.0548611,y,0.220703,24526.25854,5.4,NA,static transmissions,The bird died on 29.12.2012. Since then it is transmitting from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Y,Ardi,1/24/19 14:29,5/30/19 1:13,182265,Ardi_182265,likely dead,likely dead,Saudi Arabia,20.23863792,43.19859695,inferred from transmissions,NA,2/10/19 0:00,Ethiopia,unknown,ad,adult,54,N,N,127,11.79798126,41.05654526,125.4472569,y,0.000379,42.165297,0.999767361,100,static transmissions for 1 month,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Asparuh,8/4/13 12:06,9/12/13 3:00,131250,Asparuh_131250,confirmed dead,confirmed dead,NA,33.7705,20.83933,terminated over water,drowned,9/10/13 0:00,Bulgaria,unknown,juv,juvenile,2,N,N,32,41.6,25.985,38.62083333,y,1.32431,147167.8688,1.004166667,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Belgin,8/9/18 1:56,9/18/18 0:17,171346,Belgin_171346,likely dead,likely dead,Turkey,36.2170105,29.85806656,inferred from transmissions,drowned,9/18/18 0:17,Bulgaria,unknown,juv,juvenile,2,N,N,41,41.63591003,25.85634422,39.93148148,y,0.783055,87019.29815,0.999296296,98.1,ceased near sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Berenice,8/2/13 3:00,9/9/13 12:00,130672,Berenice_130672,confirmed dead,confirmed dead,NA,33.83567,23.2085,terminated over water,drowned,9/9/13 12:00,Greece,unknown,juv,juvenile,2,N,N,37,39.8,21.68933,38.375,y,0.758757,84319.12367,1.247013889,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Blanka,8/2/18 6:02,10/19/18 0:02,171345,Blanka_171345,confirmed dead,confirmed dead,Ethiopia,11.90906811,41.59094238,carcass found,probably injured by people/animals and suffered to death,10/9/18 0:00,Bulgaria,F,juv,juvenile,2,Y,N,79,41.64996719,25.84464073,77.7497338,y,0.001756,195.163438,1.000011574,100,retrieved transmitter and carcass,The bird died on 21.10 in the morning
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Boris,7/21/15 4:00,5/30/19 4:00,149505,Boris_149505,alive,alive,Bulgaria,41.61667,25.65183,active,NA,5/30/19 4:00,Bulgaria,M,ad,adult,54,N,N,1410,41.59483,25.64133,1409,y,0.015276,1697.645114,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Boyana,5/16/18 0:16,5/30/19 3:09,171357,Boyana_171357,alive,alive,Chad,13.17770863,17.37357903,active,NA,5/30/19 3:09,Bulgaria,F,2nd yr,immature,11,Y,N,380,41.59446335,25.64115906,379.1201852,y,0.049384,5487.978824,0.999862269,93,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Castor,5/14/14 11:00,2/15/16 1:00,135955,Castor_135955,unknown,unknown,Ethiopia,6.76017,42.83233,unknown,unknown,2/15/16 1:00,Greece,unknown,ad,adult,54,N,Y,643,40.62333,21.51933,641.5833333,y,0.010792,1199.343384,1,NA,unknown,tagged after found disorientated due to lead poisoning
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Dobromir,8/16/12 18:00,9/24/16 2:00,118150,Dobromir_118150,unknown,unknown,Sudan,14.50783,30.302,unknown,shot,9/24/16 2:00,Bulgaria,unknown,juv,juvenile,2,N,N,1492,43.14567,27.63883,1499.333333,y,0.583418,64834.06861,1,NA,unknown,probably killed but no evidence could be obtained. Last locations from inside a village
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Elodie,8/28/16 6:44,9/13/17 3:00,135956,Elodie_135956,confirmed dead,confirmed dead,Niger,15.01317,7.67117,transmitter recovered,shot,9/13/17 3:00,Bulgaria,F,juv,juvenile,2,Y,N,379,43.1555,26.27962,380.8441204,y,0.011898,1322.255508,1.114600694,NA,retrieved transmitter and asked locals,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Ertale,1/26/19 9:05,5/30/19 0:32,182252,Ertale_182252,alive,alive,Turkey,39.50958633,32.15328979,active,NA,5/30/19 0:32,Ethiopia,unknown,ad,adult,54,N,N,125,11.54074192,40.81601715,123.6433333,y,0.321795,35760.4721,0.999230324,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Heracles,8/22/13 7:00,9/13/13 3:00,130676,Heracles_130676,confirmed dead,confirmed dead,NA,36.212,21.18317,terminated over water,drowned,9/10/13 0:00,Greece,unknown,juv,juvenile,2,N,N,23,39.79217,21.55817,21.83333333,y,0.540687,60085.48605,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Ibrahim,8/2/13 14:00,9/25/13 4:00,131248,Ibrahim_131248,likely dead,likely transmitter failure,NA,34.99567,25.18817,inferred from transmissions,unknown,9/25/13 4:00,Bulgaria,unknown,juv,juvenile,2,N,N,42,41.618,25.6495,53.58333333,y,0.275758,30644.38802,0.996875,NA,ceased near sea,Not clear if the bird really died or the transmitter failed. 
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Ikaros,8/12/12 19:00,9/11/12 6:00,118145,Ikaros_118145,confirmed dead,confirmed dead,NA,33.834,22.25767,terminated over water,drowned,9/7/12 0:00,Greece,unknown,juv,juvenile,2,N,N,26,39.80383,21.68783,29.45833333,y,0.831511,92404.15541,1.316666667,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Iliaz,8/30/12 6:00,5/30/19 12:00,118153,Iliaz_118153,alive,alive,Bulgaria,41.2745,25.19317,active,NA,5/30/19 12:00,Bulgaria,unknown,juv,juvenile,2,N,N,2448,41.44,25.56833,2464.25,y,0.045374,5042.344764,1.108333333,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Ilin,8/19/13 7:47,10/27/13 17:00,130675,Ilin_130675,confirmed dead,confirmed dead,The former Yugoslav Republic of Macedonia,41.98833,21.4495,carcass found,predation,10/27/13 17:00,The former Yugoslav Republic of Macedonia,unknown,juv,juvenile,2,N,N,24,41.762,21.735,69.38402778,y,0.157076,17455.56073,5.603055556,NA,found carcass,"Found dead near the nest, killed by predator"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Ilina,8/5/13 9:00,10/2/13 6:00,130674,Ilina_130674,confirmed dead,confirmed dead,NA,36.37,27.46383,carcass found,predation,9/25/13 0:00,The former Yugoslav Republic of Macedonia,unknown,juv,juvenile,2,N,N,48,41.769,21.72467,57.875,y,0.571089,63463.98473,0.998402778,NA,found feathers,Most probably killed by Bonneli's eagle
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Jenny,7/30/15 10:00,5/28/19 2:00,149507,Jenny_149507,alive,alive,Bulgaria,41.59167,25.44517,active,NA,5/28/19 2:00,Bulgaria,F,ad,adult,54,N,N,1391,41.58367,25.65033,1397.666667,y,0.018659,2073.528351,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Katerina,8/9/13 13:49,8/31/14 7:00,130671,Katerina_130671,likely dead,likely dead,Egypt,31.15617,29.964,inferred from transmissions,drowned,10/1/13 0:00,Greece,unknown,juv,juvenile,2,N,N,67,41.161,26.237,386.7159722,y,0.121516,13503.83883,1.370833333,NA,ceased near sea,Bird drowned on the 18/9/2013 although carcass likely washed up on beach in Egypt on the 10/10/2013. Contacted locals to try to find it. Claimed they never did but a year later there were some fixes from Alexandria!!
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Lazaros,6/23/12 22:00,3/31/13 10:00,108050,Lazaros_108050,confirmed dead,confirmed dead,Greece,41.05583,24.14917,carcass found,poisoning,3/31/13 10:00,Greece,F,ad,adult,54,N,Y,282,39.789,21.7325,280.5,y,2.339852,260023.0908,1.016666667,NA,carcass retrieved,Tagged after being found poisoned in Meteora; poisoned again one year later
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Levkipos,8/7/12 16:00,6/19/15 2:00,118146,Levkipos_118146,likely dead,likely transmitter failure,Sudan,10.86567,26.57283,inferred from transmissions,unknown,2/1/15 0:00,Greece,unknown,juv,juvenile,2,N,N,1009,41.089,26.13933,1045.416667,y,0.000056,6.256506,0.994929398,NA,static transmissions for months,The bird died on 26.01.2015. Since then transmitter was sending signal from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Lomets,8/26/16 12:00,9/14/16 2:00,118149,Lomets_118149,confirmed dead,confirmed dead,Cyprus,34.9825,32.51567,terminated over water,drowned,9/14/16 2:00,Bulgaria,M,juv,juvenile,2,Y,N,20,43.648,26.05967,18.58333333,y,1.543771,171556.1315,1,NA,ceased over sea,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Macedonia,8/10/11 5:00,9/18/11 5:00,61952,Macedonia_61952,confirmed dead,confirmed dead,NA,33.55417,22.33083,terminated over water,drowned,9/17/11 0:00,The former Yugoslav Republic of Macedonia,unknown,juv,juvenile,2,N,N,36,41.18317,21.717,39,y,1.210416,134511.1574,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Maria,8/7/16 7:27,10/18/16 2:00,149504,Maria_149504,likely dead,likely dead,Saudi Arabia,27.6115,35.71333,inferred from transmissions,unknown,10/8/16 0:00,Bulgaria,unknown,juv,juvenile,2,N,N,62,41.75681,25.36315,71.77260417,y,0.130663,14520.33042,1,NA,static transmission for >10 days,The bird died on 10.10.2016. Since then transmitter was sending signal from the same location
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Odiseas,9/11/12 14:00,9/16/12 10:00,118149,Odiseas_118149,confirmed dead,confirmed dead,Greece,41.09317,26.24183,carcass found,exhaustion,9/16/12 10:00,Greece,unknown,juv,juvenile,3,N,Y,6,41.10467,26.24133,4.833333333,y,0.0027,300.042711,0.972222222,NA,carcass retrieved,Found dead near Dadia; This individual was rescued before tagging; Probable reason of death - bad physical condition
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Panteley,5/16/18 0:28,5/30/19 1:16,171360,Panteley_171360,alive,alive,Bulgaria,41.59857941,23.84302521,active,NA,5/30/19 1:16,Bulgaria,M,2nd yr,immature,11,Y,N,379,41.59446335,25.64143372,379.0337847,y,0.783109,87025.34462,0.997462963,91.8,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Paschalis,8/13/13 0:47,3/2/14 3:00,130670,Paschalis_130670,confirmed dead,confirmed dead,Niger,14.21717,9.96533,transmitter recovered,hunting,2/15/14 0:00,Greece,unknown,juv,juvenile,2,N,N,197,41.158,25.834,201.0923611,y,0.043287,4810.388401,1,NA,"tag retrieved, asked locals",Killed by Nigerian hunter on 27.2.2014; exported to be sold in Nigeria
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Polya,5/16/18 0:14,5/30/19 1:56,171356,Polya_171356,alive,alive,Sudan,16.45769691,33.92584229,active,NA,5/30/19 1:56,Bulgaria,F,2nd yr,immature,11,Y,N,380,41.59454346,25.64137459,379.0704282,y,0.142734,15861.74873,0.99962037,83.8,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Red Cliff,8/28/13 15:00,9/21/13 2:00,130673,Red Cliff_130673,confirmed dead,confirmed dead,NA,36.49417,22.364,terminated over water,drowned,9/21/13 2:00,Albania,unknown,juv,juvenile,2,N,N,22,40.10867,20.08083,23.45833333,y,0.876272,97378.40516,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Regina,8/27/16 4:00,9/8/16 2:00,149506,Regina_149506,likely dead,likely dead,NA,36.2745,30.43483,inferred from transmissions,drowned,9/8/16 2:00,Bulgaria,F,juv,juvenile,2,Y,N,13,43.64817,26.0595,11.91666667,y,1.198749,133214.5732,1,NA,ceased near sea,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Y,Sanie,8/1/13 2:00,10/3/16 1:00,131249,Sanie_131249,unknown,unknown,Ethiopia,13.04167,40.399,unknown,unknown,10/3/16 1:00,Bulgaria,unknown,juv,juvenile,2,N,N,1152,41.6415,25.88183,1158.958333,y,0.469944,52223.93772,1,NA,unknown,Since 04.10 the transmitter sending signal from the same location
