mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,overlap0,f,parameter,model
0.0790265168858121,0.00573525581203955,0.0682205572949397,0.0751767633815813,0.0788293947418351,0.0826206167773663,0.0902634885380705,1.00140121184767,750,0,1,p.seen.alive,cont_age
27.7836986138545,18.4319334325623,5.41553123203165,13.1902726698568,23.0068439748285,38.7040609326911,73.0867650751758,1.0029055665612,750,0,1,base.obs,cont_age
-3.94876319355955,0.236373584711658,-4.43457241157569,-4.1012192578547,-3.95053971311761,-3.78515362204335,-3.51603239748198,1.00876594040835,205,0,1,base.fail,cont_age
0.380297701907769,0.0879721911041063,0.198489523493609,0.322366586871464,0.387211135418235,0.443411940517352,0.542977419180628,1.01322793094413,153,0,1,base.recover,cont_age
-0.225389482661981,0.101441027512395,-0.420686633516833,-0.291372756863032,-0.224502744191133,-0.149810460116076,-0.0461019418464142,0.999762374407156,750,0,0.997333333333333,beta2,cont_age
0.527977149009407,0.177393538615406,0.189058152982881,0.405550475255369,0.531456546467671,0.648021031595864,0.882789966388655,1.0190817681444,102,0,0.998666666666667,beta3,cont_age
-0.0214076557890404,0.00269626427590653,-0.0264333240406383,-0.0232135017614295,-0.0216159135194937,-0.0197639092164242,-0.0156775720833368,1.01584936010591,127,0,1,beta4,cont_age
0.933411484598082,0.0146432203146196,0.9051055636435,0.922742224409576,0.933961786455603,0.94421284987479,0.960700328466135,1.01810379443757,115,0,1,mean.phi,cont_age
2.66572375128214,0.246050873895164,2.25528687378315,2.48020236635224,2.64920204579999,2.82880810701758,3.19644725158572,1.02490493293559,101,0,1,lp.mean,cont_age
-0.828267019988649,0.247337766048844,-1.28597802744811,-0.993373612269496,-0.838631843128364,-0.656581010965073,-0.319545724136817,1.0011384715501,750,0,1,b.phi.mig,cont_age
-0.383246146006944,0.252281662413053,-0.894839212517878,-0.547273288449001,-0.376704691869395,-0.210862991038535,0.0939574907141193,1.0143729924156,142,1,0.941333333333333,b.phi.capt,cont_age
0.646655447282087,0.310390020931371,0.0781686784153535,0.424436049831427,0.640959604967648,0.850040269634087,1.25238757600601,1.00252983371831,465,0,1,b.phi.pop,cont_age
0.0549720667463816,0.00698213632964775,0.0414637413372298,0.0503870922327995,0.0549795411263407,0.0593126059824859,0.0691895329892607,0.998411454402791,750,0,1,b.phi.age,cont_age
6299.64876670004,2.72188907685825,6295.37745415229,6297.81955885932,6299.232986386,6301.01313846417,6305.77909732963,1.00160499727864,750,0,1,deviance,cont_age
