Population,Ageclass,Origin,med.surv,lcl.surv,ucl.surv
central and eastern,adult,captive,0.865461291787428,0.776341867671004,0.918140989921724
central and eastern,adult,wild,0.896536939584378,0.830149160982217,0.934494976984679
central and eastern,juvenile,captive,0.503303842180271,0.324775819451778,0.645880200330404
central and eastern,juvenile,wild,0.591616776783085,0.433203578000255,0.71770914490394
western Europe,adult,wild,0.947242630569673,0.900747335519523,0.973020756932408
western Europe,juvenile,wild,0.766372916421786,0.622288083491029,0.873608875642107
