species,study.name,id,tag,id.tag,fate,how.fate.determined.clean,how.fate.determined,comments,sex,age.at.deployment,captive.raised,rehabilitated,n.locs,start.date,end.date,start.lat,start.long,end.lat,end.long,deployment.duration,cause.of.death,start.country,end.country,age.at.deployment.month,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,mean.battery.charge.percent.last10fixes
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,A17 Green,17113,A17 Green_17113,confirmed dead,transmitter recovered,Found,Age units are days,unknown,663,Y,N,80,4/16/17 0:05,7/4/17 0:06,32.55931854,34.93855286,32.5566864,34.93691635,79.00068287,Hit a train when feeding on a dead boer,Israel,Israel,23,0.010246836,1.000002315,100
Cathartes aura,Vulture Movements,VAM_TV,614,VAM_TV_614,likely dead,inferred from transmissions,last location in middle of Hwy 331,"bird and transmitter NOT found at last location, unknown fate of both",unknown,3rd yr,N,N,768,4/19/16 0:22,5/28/18 0:20,30.52316,-86.49572,30.7399,-86.18094,768.9983912,suspected vehicle collision,United States,United States,22,0.050882404,1.00121412,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,Segev-Shalom 2019 I00,190588,Segev-Shalom 2019 I00_190588,likely dead,static transmission,"Transmitted from same location in SA-Iraq border for a few weeks, after roosting on what seems like a military antena","Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released.",unknown,3rd yr,N,Y,9,4/18/19 7:40,4/26/19 3:09,30.7135601,35.41505814,29.00510406,41.50872803,7.811944444,NA,Jordan,Saudi Arabia,22,1.083355214,0.978616255,95.77777778
Cathartes aura,Vulture Movements,VAT_TV,615,VAT_TV_615,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from last location, refurbished",unknown,3rd yr,N,N,212,4/19/16 0:01,11/29/16 0:18,30.52321,-86.49575,29.65289,-82.28752,224.0116898,suspected vehicle collision,United States,United States,22,0.000250494,0.998834491,NA
Cathartes aura,Vulture Movements,MEV_TV,68355,MEV_TV_68355,confirmed dead,carcass found,transmitter recovered from dead bird,"bird and transmitter NOT found at last location, unknown fate of both",unknown,3rd yr,N,N,149,4/5/07 15:00,8/31/07 9:00,32.461,-80.70883,32.394,-80.91833,147.75,unknown,United States,United States,22,0.069072852,1,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,X34 Blue,16126,X34 Blue_16126,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Age units are days,unknown,660,Y,N,496,4/16/17 3:34,8/25/18 3:30,32.55898666,34.93927383,19.09997559,41.41659164,495.9977431,NA,Israel,Saudi Arabia,22,1.725951569,1.000162037,99.8
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,A25 Green,171087,A25 Green_171087,likely dead,inferred from transmissions,"Last location very hostile, no data for a long period",Age units are days,unknown,582,Y,N,131,12/13/17 0:05,4/22/18 2:37,32.75230026,35.01338959,32.75218964,35.0135231,130.1057292,NA,Israel,Israel,21,0.071662937,0.998981481,99.5
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H42 Green,171086,H42 Green_171086,alive,active,still transmitting,Age units are days,unknown,570,Y,N,427,12/13/17 4:06,5/30/19 2:08,32.75216293,35.01342392,31.48824501,35.31668472,532.9183218,NA,Israel,Palestine,20,1.172744919,1.00050463,82.3
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H73 Blue,180327,H73 Blue_180327,likely dead,inferred from transmissions,GPS on roads after a few days on the ground,Age units are days,unknown,577,Y,N,96,12/24/18 4:10,3/29/19 3:02,32.75222015,35.01353073,37.01908875,35.53696823,94.95304398,NA,Israel,Turkey,20,0.541408177,0.998719907,98
Cathartes aura,Vulture Movements,HAL_TV,121789,HAL_TV_121789,confirmed dead,carcass found,transmitter recovered from dead bird,bird and transmitter recovered from underneath powerline,unknown,3rd yr,N,N,497,2/2/13 15:00,6/13/14 0:00,24.57317,-81.67367,24.67983,-81.35533,495.375,suspected electrocution,United States,NA,20,0.02490577,1,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H54 Green,180324,H54 Green_180324,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Age units are days,unknown,551,Y,N,147,12/22/18 4:09,5/20/19 5:29,32.75208282,35.01375961,36.32237244,40.25368881,149.0554282,NA,Israel,Syrian Arab Republic,20,1.137203486,1.000888889,100
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H60 Blue,16124,H60 Blue_16124,alive,active,still transmitting,Age units are days,unknown,550,Y,N,360,12/13/17 5:22,5/30/19 1:33,32.75217819,35.01341629,33.0796051,35.67793655,532.8411921,NA,Israel,Syrian Arab Republic,19,0.003782417,0.999958333,87.4
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H70 Green,180326,H70 Green_180326,alive,active,still transmitting,Age units are days,unknown,543,Y,N,156,12/22/18 4:10,5/30/19 1:19,32.75210953,35.0135231,39.93067551,40.65314484,158.8810069,NA,Israel,Turkey,19,0.860195262,0.99847338,97.9
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Fentale,182251,Fentale_182251,alive,active,NA,NA,unknown,3rd yr,N,N,102,1/22/19 9:02,5/3/19 1:42,9.062495232,39.91034317,11.77626705,40.90812683,100.694375,NA,Ethiopia,Ethiopia,19,0.325844133,0.999403935,100
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H94 Blue,171085,H94 Blue_171085,confirmed dead,transmitter recovered,Found,Age units are days,unknown,545,Y,N,521,12/13/17 4:06,5/17/19 2:07,32.75212479,35.01343918,36.40061188,33.67343903,519.9177315,Electrocuted,Israel,Turkey,19,1.346376923,1.001606481,96.1
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H57 Green,180325,H57 Green_180325,confirmed dead,transmitter recovered,Found,Age units are days,unknown,549,Y,N,98,12/23/18 4:10,4/4/19 6:17,32.75209427,35.01347733,37.7419548,36.8273735,102.0884838,Electrocuted,Israel,Turkey,19,0.648799665,1.010130787,79.4
Cathartes aura,Vulture Movements,VLP_TV,615,VLP_TV_615,confirmed dead,resighted / recaptured,bird and tag photographed on roadside,"bird and transmitter found by passing motorist, called number on back of tag; tag, transmitter, and wings sent (for pentosidine sampling)",unknown,2nd yr,N,N,858,12/8/16 0:18,4/17/19 1:13,27.85224,-82.53398,39.18355,-82.75388,860.0380556,suspected vehicle collision,NA,United States,18,0.099545519,1.003574074,NA
Cathartes aura,Vulture Movements,JTA_TV,111943,JTA_TV_111943,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from carcass at last location adjacent to road, transmitter destroyed by apparent impact",unknown,2nd yr,N,N,246,12/13/13 11:00,8/15/14 0:00,24.5975,-81.7025,42.46983,-76.414,244.5416667,suspected vehicle collision,NA,United States,18,0.036674372,1,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Mille,132085,Mille_132085,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,2nd yr,N,N,556,11/26/13 8:48,6/19/15 8:01,9.4482,40.3726,13.2598,37.02,569.9672917,NA,Ethiopia,Ethiopia,17,0.499958568,47.08060069,NA
Cathartes aura,Vulture Movements,LMV_TV,454,LMV_TV_454,alive,active,still transmitting,NA,unknown,2nd yr,N,N,1580,11/20/14 0:48,5/30/19 0:03,24.59759,-81.70256,40.34871,-81.97946,1651.96875,NA,NA,United States,17,0.056403652,1.00456713,NA
Cathartes aura,Vulture Movements,LCV_TV,280,LCV_TV_280,confirmed dead,transmitter recovered,transmitter recovered from beach,"likely a condition known as ""fall out"" with last location at sea, trying to head somewhere over water and becoming exhausted by head winds and dropping to water, transmitter washed up on beach of Summerland Key, recovered, refurbished",unknown,2nd yr,N,N,296,11/18/14 14:57,11/29/16 0:15,24.59751,-81.70262,29.65303,-82.2877,741.3873611,unknown,NA,United States,17,0.000143823,1.000696759,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,White 08,119246,White 08_119246,confirmed dead,transmitter recovered,Found,Age units are days,unknown,392,Y,N,158,3/15/13 15:32,8/19/13 3:22,32.85542,33.88082,32.79932,35.16793,156.4932755,Killed by Bonnelie's eagle,NA,Israel,14,0.034366012,1.004166667,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Orada,48500703778,Orada_48500703778,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,2nd yr,N,N,571,7/21/15 12:08,2/10/17 0:00,39.511333,46.398683,9.370999,40.442116,569.4944444,NA,Armenia,Ethiopia,13,0.086909171,1.000069444,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Cabuk,132087,Cabuk_132087,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,2nd yr,N,N,511,7/1/14 3:00,12/8/15 2:00,40.0833,43.6676,11.0695,40.364,524.9583218,NA,Turkey,Ethiopia,13,0.230214599,6.71734375,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,White 12,119245,White 12_119245,confirmed dead,transmitter recovered,Found,Age units are days,unknown,370,Y,N,902,3/13/13 13:00,8/31/15 8:00,32.75817,35.008,26.80067,34.04067,900.7916667,NA,Israel,Egypt,13,0.749403517,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Akaga,171362,Akaga_171362,alive,active,still transmitting,NA,unknown,2nd yr,Y,N,380,5/16/18 0:15,5/30/19 6:19,41.59421539,25.64131165,12.42877293,40.21025467,379.2530556,NA,Bulgaria,Ethiopia,11,0.243610697,1.015836806,99.1
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,00 White 2013,3515,00 White 2013_3515,alive,active,still transmitting,Age units are days,unknown,312,Y,N,1764,4/4/14 5:00,5/30/19 5:10,32.752136,35.0134302,34.4206595,38.2444062,1882.007222,NA,Israel,Syrian Arab Republic,11,0.394036008,0.999320602,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Boyana,171357,Boyana_171357,alive,active,still transmitting,NA,F,2nd yr,Y,N,380,5/16/18 0:16,5/30/19 3:09,41.59446335,25.64115906,13.17770863,17.37357903,379.1201852,NA,Bulgaria,Chad,11,0.049384303,0.999862269,93
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Polya,171356,Polya_171356,alive,active,still transmitting,NA,F,2nd yr,Y,N,380,5/16/18 0:14,5/30/19 1:56,41.59454346,25.64137459,16.45769691,33.92584229,379.0704282,NA,Bulgaria,Sudan,11,0.142734043,0.99962037,83.8
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Panteley,171360,Panteley_171360,alive,active,still transmitting,NA,M,2nd yr,Y,N,379,5/16/18 0:28,5/30/19 1:16,41.59446335,25.64143372,41.59857941,23.84302521,379.0337847,NA,Bulgaria,Bulgaria,11,0.783109069,0.997462963,91.8
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Andi,182261,Andi_182261,alive,active,still transmitting,NA,M,2nd yr,Y,N,16,5/15/19 1:04,5/30/19 0:05,41.59440231,25.64131165,41.5983963,25.63884735,14.95892361,NA,Bulgaria,Bulgaria,11,0.000241632,1.00002662,81.4
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Fer,182253,Fer_182253,alive,active,still transmitting,NA,unknown,2nd yr,Y,N,16,5/15/19 1:04,5/30/19 0:00,41.59442902,25.64137077,41.5982132,25.63885498,14.9552662,NA,Bulgaria,Bulgaria,11,0.000589221,0.999997685,92.4
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,R2,16015,R2_16015,alive,resighted / recaptured,Seen,"Age units are days, transmitter fell, seen alive June 2019",unknown,305,Y,N,386,4/5/16 2:41,12/6/17 5:00,32.55886841,34.93929672,11.31221867,26.67757416,610.0966667,NA,Israel,Sudan,11,0.249409075,0.999216435,83.6
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,18 White,3516,18 White_3516,likely dead,inferred from transmissions,"Last location hostile and with good GSM cover, no data for a long period",Age units are days,unknown,302,Y,N,6,4/22/14 4:00,4/27/14 4:00,32.7534508,35.0138107,32.7645128,35.0122282,5,NA,Israel,Israel,11,0.09545146,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Sharka,182256,Sharka_182256,confirmed dead,carcass found,carcass found,Killed by predator 3 days after the release,unknown,2nd yr,Y,N,2,5/15/19 1:04,5/16/19 1:03,41.59423447,25.64156151,41.59809494,25.6211338,0.999247685,killed by predator,Bulgaria,Bulgaria,11,0.011521697,0.983831019,99
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,R1,16012,R1_16012,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Age units are days,unknown,324,Y,N,639,4/5/16 2:40,5/4/18 6:40,32.55897522,34.93922043,14.22767544,24.59109688,759.1668981,NA,Israel,Sudan,11,0.818444727,1.183425926,75.8
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,Yellow 04,119246,Yellow 04_119246,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Age units are days,unknown,297,Y,N,532,11/14/13 6:00,4/29/15 0:20,32.75283,35.0115,32.7568,35.00227,530.7642593,NA,Israel,Israel,10,0.557659939,1.024065972,NA
Cathartes aura,Vulture Movements,VAJ_TV,613,VAJ_TV_613,alive,active,still transmitting,NA,unknown,2nd yr,N,N,1134,4/19/16 0:00,5/30/19 0:04,30.52352,-86.49591,30.72155,-86.4449,1136.002674,NA,United States,United States,10,0.189580585,1.00080787,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,R3,16011,R3_16011,confirmed dead,transmitter recovered,Found,Age units are days,unknown,293,Y,N,10,4/5/16 2:41,4/14/16 2:49,32.56093979,34.93896103,32.55176544,34.95930481,9.005555556,Probably snake bite,Israel,Israel,10,0.033849733,1.000416667,70.3
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,A02 Green 2013,3514,A02 Green 2013_3514,likely dead,inferred from transmissions,"Last location very hostile, no data for a long period",Age units are days,unknown,298,Y,N,1117,4/4/14 5:00,4/24/17 5:00,32.7520933,35.0134463,32.7527297,35.0125028,1116,NA,Israel,Israel,10,0.963721353,0.999972222,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,R0,16013,R0_16013,likely dead,inferred from transmissions,Last location in a house,Age units are days,unknown,299,Y,N,179,4/5/16 2:36,10/1/16 4:05,32.55883789,34.93921661,29.45985413,33.30299377,179.0618403,NA,Israel,Egypt,10,0.081670117,1.100430556,56.9
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,R4,16014,R4_16014,likely dead,inferred from transmissions,"Last location very hostile, no data for a long period",Age units are days,unknown,292,Y,N,51,4/5/16 2:40,5/25/16 1:52,32.55524826,34.93397522,36.21194458,36.59433746,49.96659722,NA,Israel,Turkey,10,0.202438,0.9990625,99.8
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,19 White,3517,19 White_3517,likely dead,inferred from transmissions,Same location for 4 months,Age units are days,unknown,297,Y,N,126,4/22/14 4:00,8/27/14 4:00,32.7534673,35.0137975,18.1764597,42.0374481,127,NA,Israel,Saudi Arabia,10,0.650900669,1,NA
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),Baronnies_2019_Imm_wild_OR181635_5T,181635,Baronnies_2019_Imm_wild_OR181635_5T_181635,alive,active,still transmitting,"born wild, found weakened in Baronnies in autumn 2018. kept in rehabilitation whole winter. released in Baronnies in April 2019",unknown,juv,N,Y,60,4/1/19 17:25,5/30/19 3:36,44.43438339,5.322945118,43.85716248,5.932906628,58.42417824,NA,France,France,10,0.193764003,0.997450231,74.2
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),Causses_2018_Imm_wild_OR171075_4X,171075,Causses_2018_Imm_wild_OR171075_4X_171075,alive,active,still transmitting,"born wild in Gorges de la Dourbie, found weakened in Sept 2017. released in sept 2017, found again. Kept in captivity and rehabilitated the whole winter 2017-2018. released 05/04/2018. recovered again in Dourbie Canyon on 16 May 2018.",unknown,juv,N,Y,421,4/5/18 12:00,5/30/19 3:33,44.20375443,3.255665064,36.43340302,-5.97423315,419.6479167,NA,France,Spain,10,0.065523571,1.000688657,67.6
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,X86 Blue,180321,X86 Blue_180321,confirmed dead,transmitter recovered,Found,Age units are days,unknown,219,Y,N,11,12/24/18 4:11,1/3/19 4:14,32.75218201,35.01345825,32.69799423,34.99830246,10.00262731,Electrocuted,Israel,Israel,8,0.031212227,1.00027662,23.8
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H92 Green,180320,H92 Green_180320,confirmed transmitter failure,resighted / recaptured,"transmission ceased abruptly, bird seen alive later","Age units are days, transmitter fell, seen alive March 2019",unknown,223,Y,N,73,12/23/18 4:10,3/18/19 3:22,32.7522316,35.01348495,32.75212097,35.01334763,84.96701389,NA,Israel,Israel,8,0.001806922,0.999152778,42.8
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,EV10,17113,EV10_17113,alive,resighted / recaptured,Seen,"Age units are days, transmitter stopped working, bird seen alive summer 2019",unknown,224,Y,N,39,7/15/17 0:05,8/22/17 0:07,32.4717865,34.98392487,18.05933762,31.1617775,38.00115741,NA,Israel,Sudan,8,1.746055422,1.000130787,96.1
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,A26 Green,171080,A26 Green_171080,alive,active,still transmitting,Age units are days,unknown,208,Y,N,356,12/13/17 4:06,5/30/19 2:17,32.75217819,35.01340485,29.94383049,33.7244606,532.9246412,NA,Israel,Egypt,7,1.604659956,0.996923611,91.6
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Qero,182266,Qero_182266,alive,active,still transmitting,NA,M,2nd yr,N,N,129,1/22/19 12:00,5/30/19 1:37,8.905138016,39.77139664,10.7673769,40.65172958,127.5673148,NA,Ethiopia,Ethiopia,7,0.011428282,0.999905093,100
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Alimerah,182254,Alimerah_182254,alive,active,still transmitting,NA,unknown,2nd yr,N,N,126,1/25/19 7:55,5/30/19 1:33,11.67359829,40.97370148,11.78143692,41.03799057,124.7345833,NA,Ethiopia,Ethiopia,7,0.052352636,0.999767361,100
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Chuupa,182258,Chuupa_182258,alive,active,NA,NA,unknown,2nd yr,N,N,84,1/20/19 9:16,5/19/19 8:05,8.856550217,39.91941833,10.44137192,41.90215683,118.9508218,NA,Ethiopia,Ethiopia,7,0.303855511,4.684927083,100
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H50 Green,171084,H50 Green_171084,confirmed dead,transmitter recovered,Found,Age units are days,unknown,207,Y,N,239,12/13/17 4:06,8/8/18 2:43,32.75217056,35.01344299,28.13488197,34.36839676,237.9425,"Found in a drinking pool, possibly drowned after exhaustion",Israel,Egypt,7,1.065836951,1.001391204,99.4
Neophron percnopterus,McGrady.Meyburg,70107,12,70107_12,alive,active,still transmitting,NA,unknown,2nd yr,N,N,501,1/13/18 2:00,5/30/19 0:00,23.33967,58.45383,22.71133,59.0225,501.9166667,NA,Oman,Oman,7,0.050907882,0.995833333,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,A47 Green,171082,A47 Green_171082,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Age units are days,unknown,182,Y,N,255,12/13/17 4:05,8/24/18 2:32,32.7522583,35.01337051,13.0051918,43.67879105,253.9352546,NA,Israel,Yemen,7,1.230514113,1.000892361,99.7
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H81 Green,171081,H81 Green_171081,alive,active,still transmitting,Age units are days,unknown,155,Y,N,511,10/25/17 9:12,5/30/19 1:53,32.753479,35.01400375,36.94350815,34.68184662,581.6948032,NA,Israel,Turkey,6,1.913213044,0.996924769,88.2
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,H42 Blue,180323,H42 Blue_180323,likely dead,static transmission,"Same location for a long period, was searched for 4 months after disapearnace with nothing found",Age units are days,unknown,171,Y,N,32,12/13/18 15:05,1/13/19 3:55,32.75046158,35.01750183,30.20084763,38.76715088,30.53461806,NA,Israel,Saudi Arabia,6,0.510122943,0.998751157,36.9
Neophron percnopterus,Released Egyptian Vultures in Italy,Carmen,48500501963,Carmen_48500501963,confirmed dead,terminated over water,stopped at sea,looks to have died at see and tx floated long after,unknown,juv,Y,N,111,9/7/15 0:01,12/26/15 0:01,39.106233,16.891899,31.709233,25.805033,110,NA,Italy,NA,3,0.198258349,0.999930556,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,Karel,119158,Karel_119158,likely dead,terminated over water,"stopped at sea, but near shore, so not confirmed mortality",,M,juv,Y,N,42,9/8/15 12:12,10/20/15 8:00,38.997,16.881,36.75667,15.063,41.82449074,NA,Italy,Italy,3,0.638094238,1.018538194,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,Aneta,48500502206,Aneta_48500502206,confirmed dead,terminated over water,stopped at sea,NA,unknown,juv,Y,N,27,9/7/15 0:01,10/3/15 0:00,39.10625,16.891933,33.028566,21.455933,25.99930556,NA,Italy,NA,3,0.832991257,1.000208333,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Odiseas,118149,Odiseas_118149,confirmed dead,carcass found,carcass retrieved,Found dead near Dadia; This individual was rescued before tagging; Probable reason of death - bad physical condition,unknown,juv,N,Y,6,9/11/12 14:00,9/16/12 10:00,41.10467,26.24133,41.09317,26.24183,4.833333333,exhaustion,Greece,Greece,3,0.002699974,0.972222222,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,Tobia,48500501945,Tobia_48500501945,alive,active,still transmitting,NA,unknown,juv,Y,N,1349,9/7/15 0:01,5/30/19 5:00,39.1062,16.891899,37.492649,14.568049,1361.207639,NA,Italy,Italy,3,0.64467288,1.020833333,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,Agata,119157,Agata_119157,confirmed dead,terminated over water,stopped at sea,,F,juv,Y,N,10,8/26/15 8:00,9/4/15 8:00,37.39733,13.36967,36.8275,13.1485,9,NA,Italy,NA,2,0.351860268,1.002444444,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Volen,118148,Volen_118148,confirmed dead,resighted / recaptured,NA,Last locations are from a roosting site in Egypt. No more locations after that. The bird might have died or the transmitter failed,unknown,juv,N,N,773,8/16/12 16:00,9/28/14 4:00,43.18,27.43567,28.74617,31.9875,772.5,NA,Bulgaria,Egypt,2,2.219518674,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Ibrahim,131248,Ibrahim_131248,confirmed dead,resighted / recaptured,transmission ended,Not clear if the bird really died or the transmitter failed. ,unknown,juv,N,N,42,8/2/13 14:00,9/25/13 4:00,41.618,25.6495,34.99567,25.18817,53.58333333,unknown,Bulgaria,NA,2,0.275757577,0.996875,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Iliaz,118153,Iliaz_118153,alive,active,still transmitting,NA,unknown,juv,N,N,2448,8/30/12 6:00,5/30/19 12:00,41.44,25.56833,41.2745,25.19317,2464.25,NA,Bulgaria,Bulgaria,2,0.045374206,1.108333333,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,Sara,23306,Sara_23306,alive,active,still transmitting,,F,juv,Y,N,1372,8/26/15 20:00,5/30/19 4:00,39.9165,18.3045,40.6455,16.641,1372.333333,NA,Italy,Italy,2,0.336433504,1,NA
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,BatuecasP,17022,BatuecasP_17022,alive,active,still transmitting,Nonmigratory,F,juv,N,N,667,8/1/17 0:02,5/30/19 0:43,41.06285477,-6.766503334,40.84054947,-6.53962183,667.0288079,NA,Spain,Spain,2,0.050645663,1.0008125,100
Cathartes aura,Turkey Vulture Acopian Center USA GPS,David,127778,David_127778,alive,active,NA,NA,unknown,juv,N,N,1650,8/10/13 1:00,5/17/19 0:00,53.00467,-106.313,52.217,-103.38083,2105.958333,NA,Canada,Canada,2,1.196733118,3.383333333,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Elodie,135956,Elodie_135956,confirmed dead,transmitter recovered,retrieved transmitter and asked locals,NA,F,juv,Y,N,379,8/28/16 6:44,9/13/17 3:00,43.1555,26.27962,15.01317,7.67117,380.8441204,shot,Bulgaria,Niger,2,0.011898491,1.114600694,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Paschalis,130670,Paschalis_130670,confirmed dead,transmitter recovered,"tag retrieved, asked locals",Killed by Nigerian hunter on 27.2.2014; exported to be sold in Nigeria,unknown,juv,N,N,197,8/13/13 0:47,3/2/14 3:00,41.158,25.834,14.21717,9.96533,201.0923611,hunting,Greece,Niger,2,0.043286916,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Ricky,127779,Ricky_127779,confirmed dead,transmitter recovered,transmitter recovered,NA,unknown,juv,N,N,176,8/9/13 23:00,2/27/14 1:00,53.005,-106.31233,10.44183,-85.39833,201.0833333,unknown,Canada,Costa Rica,2,0.029298198,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Zikmund,171349,Zikmund_171349,confirmed dead,resighted / recaptured,recaptured,would have died due to too strong affinity to humans,F,juv,Y,N,27,8/10/18 2:49,9/11/18 0:19,41.63608551,25.85622025,40.96373749,25.64482498,31.89597222,human imprinting,Bulgaria,Greece,2,0.100827491,1.000032407,67.3
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Anna,171348,Anna_171348,confirmed dead,resighted / recaptured,recaptured,"would have died of exhaustion, but recaptured",F,juv,Y,N,35,8/10/18 0:53,9/15/18 0:01,41.63582993,25.85588837,37.2335434,34.84251404,35.96383102,exhaustion,Bulgaria,Turkey,2,1.281916487,0.999230324,87.3
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Belgin,171346,Belgin_171346,confirmed dead,inferred from transmissions,inferred from transmissions,track ends in sea,unknown,juv,N,N,41,8/9/18 1:56,9/18/18 0:17,41.63591003,25.85634422,36.2170105,29.85806656,39.93148148,drowned,Bulgaria,Turkey,2,0.783054659,0.999296296,98.1
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Maria,149504,Maria_149504,confirmed dead,inferred from transmissions,inferred from transmissions,The bird died on 10.10.2016. Since then transmitter was sending signal from the same location,unknown,juv,N,N,62,8/7/16 7:27,10/18/16 2:00,41.75681,25.36315,27.6115,35.71333,71.77260417,unknown,Bulgaria,Saudi Arabia,2,0.130663113,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Sanie,131249,Sanie_131249,confirmed dead,inferred from transmissions,inferred from transmissions,Since 04.10 the transmitter sending signal from the same location,unknown,juv,N,N,1152,8/1/13 2:00,10/3/16 1:00,41.6415,25.88183,13.04167,40.399,1158.958333,unknown,Bulgaria,Ethiopia,2,0.469944008,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Dobromir,118150,Dobromir_118150,confirmed dead,inferred from transmissions,inferred from transmissions,probably killed but no evidence could be obtained. Last locations from inside a village,unknown,juv,N,N,1492,8/16/12 18:00,9/24/16 2:00,43.14567,27.63883,14.50783,30.302,1499.333333,shot,Bulgaria,Sudan,2,0.583417938,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Lomets,118149,Lomets_118149,confirmed dead,inferred from transmissions,inferred from transmissions,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population,M,juv,Y,N,20,8/26/16 12:00,9/14/16 2:00,43.648,26.05967,34.9825,32.51567,18.58333333,drowned,Bulgaria,Cyprus,2,1.54377053,1,NA
