species,study.name,id,tag,id.tag,fate,how.fate.determined.clean,how.fate.determined,comments,sex,age.at.deployment,captive.raised,rehabilitated,n.locs,start.date,end.date,start.lat,start.long,end.lat,end.long,deployment.duration,cause.of.death,start.country,end.country,age.at.deployment.month,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,mean.battery.charge.percent.last10fixes
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Tommy,139250,Tommy_139250,likely dead,static transmission,transmission from same location over 3 days before ceasing,NA,M,ad,N,N,194,8/4/14 18:00,2/13/15 18:00,46.732,-92.2015,14.6705,-91.97367,193,unknown,United States,Guatemala,54,0.075364007,1.0125,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Mark,85755,Mark_85755,likely dead,static transmission,transmission from same location over 30 days before ceasing,NA,unknown,ad,N,N,1124,10/19/09 16:45,5/25/14 0:00,40.6341,-76.0228,40.9021,-75.5325,1678.302072,unknown,United States,United States,54,0.000241045,1.399993056,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Ozzie,127781,Ozzie_127781,likely dead,static transmission,transmission from same location over 3 days before ceasing,NA,F,ad,N,N,337,6/4/13 13:00,5/12/14 16:00,53.0045,-106.313,53.00483,-106.31283,342.125,unknown,Canada,Canada,54,0.029092406,1.004166667,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,La Pampa,53797,La Pampa_53797,likely dead,static transmission,transmission from same location over 5 days before ceasing,NA,unknown,ad,N,N,607,2/1/11 16:58,10/1/12 0:40,-36.8985,-64.2321,-18.764,-53.3563,607.3208333,unknown,Argentina,Brazil,54,0.502996598,0.997986111,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Mary,85756,Mary_85756,likely dead,static transmission,transmission from same location over several months before ceasing,NA,unknown,ad,N,N,530,10/20/09 9:00,8/23/12 18:01,40.7809,-75.8612,40.792,-76.2446,1038.375162,unknown,United States,United States,54,0.000532591,10.48277778,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Domingo,84797,Domingo_84797,likely dead,static transmission,transmission from same location over 5 days before ceasing,NA,unknown,ad,N,N,462,2/5/11 14:20,5/29/12 0:00,-36.8453,-64.2324,-13.5841,-63.6679,478.4027778,unknown,Argentina,Bolivia,54,0.005742249,0.987847222,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Steamhouse 1,85753,Steamhouse 1_85753,likely dead,static transmission,transmission from same location over 1month before ceasing,NA,M,ad,N,N,905,5/22/09 15:25,3/17/12 21:01,52.3406,-107.2494,8.7276,-67.7973,1030.232905,NA,Canada,Venezuela,54,9.06E-05,2.425,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Sarkis,57955,Sarkis_57955,likely dead,static transmission,transmission from same location over several months before ceasing,NA,unknown,ad,N,N,490,2/20/06 3:00,2/8/08 3:00,33.765,-117.8061667,26.96567,-108.593,718,unknown,United States,Mexico,54,1.803352416,29.17083333,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Ava,135428,Ava_135428,confirmed dead,static transmission,transmission from same location over 2 month period,NA,F,ad,N,N,1443,5/15/14 16:00,6/29/18 0:00,33.38883,-112.68283,33.60833,-112.588,1505.333333,NA,United States,United States,54,0.000254907,2.433333333,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Linda,127775,Linda_127775,confirmed transmitter failure,resighted / recaptured,bird observed with unit on but missing antenna,NA,F,ad,N,N,193,5/26/13 15:00,4/2/14 16:00,32.88383,-112.03233,32.72617,-112.18583,311.0416667,NA,United States,United States,54,1.797342598,8.570833333,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,NeoPer_Douro,48797733050,NeoPer_Douro_48797733050,alive,resighted / recaptured,Transmitter detached due to harness failure_Bird was seen incubating at nest several days later identified by colour ring,Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/,unknown,ad,N,N,689,6/13/17 6:00,5/10/19 6:01,40.9598,-6.833833,41.00625,-6.436266,696.0006944,NA,Spain,Spain,54,0.121964477,1.510277778,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Leo,65545,Leo_65545,alive,resighted / recaptured,failed transmitter recovered from live bird,NA,unknown,ad,N,N,2276,6/16/07 20:00,3/22/14 2:00,53.533,-107.5308333,8.70217,-77.53633,2470.25,NA,Canada,Panama,54,3.468031154,7.25,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Butterball,42500,Butterball_42500,alive,resighted / recaptured,bird recaptured and transmitter removed,NA,unknown,ad,N,N,147,11/5/03 15:00,4/18/04 0:00,40.6375,-76.01933,40.65883,-75.92783,164.375,NA,United States,United States,54,0.016315092,1.0125,NA
Neophron percnopterus,McGrady.Meyburg,171329,9,171329_9,likely transmitter failure,inferred from transmissions,increasing interval between transmissions,NA,unknown,ad,N,N,289,1/20/18 0:17,2/8/19 2:47,23.285469,58.333851,23.276367,58.332546,384.1046296,NA,Oman,Oman,54,0.049147499,7.223090278,NA
Neophron percnopterus,McGrady.Meyburg,139,2,139_2,likely transmitter failure,inferred from transmissions,long interval between fixes preceeding going offline,gps ceased 13 Dec 2018,unknown,ad,N,N,296,1/23/18 12:24,12/12/18 12:28,23.522387,58.445302,23.339338,58.45815,323.0027778,NA,Oman,Oman,54,0.099233599,3.672847222,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,NeoPer_Poiares,48797733001,NeoPer_Poiares_48797733001,likely transmitter failure,inferred from transmissions,two isolated GPS locations from April 2018 indciated the bird was close to the 2017 nest site after several months of no data_Bird never resighted so fate is unknown,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. ,unknown,ad,N,Y,171,6/1/17 12:34,11/18/17 6:59,40.898099,-6.9674,14.0555,-11.874966,169.7673611,NA,Portugal,Mali,54,2.887945741,14.685625,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,NeoPer_Faia,48505476460,NeoPer_Faia_48505476460,alive,inferred from transmissions,still transmitting,NA,unknown,ad,N,N,716,6/13/17 8:00,5/29/19 6:00,40.926366,-6.943999,40.962883,-6.871649,714.9166667,NA,Portugal,Spain,54,0.071186766,0.987569444,NA
Cathartes aura,Vulture Movements,EMH_TV,121788,EMH_TV_121788,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitted statically, PA WS directed to last location to recover transmitter.",unknown,ad,N,N,759,2/1/13 16:00,11/30/16 0:00,24.57317,-81.67367,29.653,-82.28767,1397.333333,unknown,United States,United States,54,0.000721748,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Lazaros,108050,Lazaros_108050,confirmed dead,carcass found,carcass retrieved,Tagged after being found poisoned in Meteora; poisoned again one year later,F,ad,N,Y,282,6/23/12 22:00,3/31/13 10:00,39.789,21.7325,41.05583,24.14917,280.5,poisoning,Greece,Greece,54,2.33985216,1.016666667,NA
Cathartes aura,Vulture Movements,LEJ_TV,68352,LEJ_TV_68352,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from carcass, shot by BASH at MCAS Beaufort, SC while dispersing roost on red/white checkered tower at NW edge of base",unknown,ad,N,N,1251,9/19/06 16:00,3/20/10 0:00,32.454,-80.70217,32.445,-80.683,1277.333333,shot,United States,United States,54,0.037368106,1,NA
Cathartes aura,Vulture Movements,MET_TV,68359,MET_TV_68359,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from last location, refurbished",unknown,ad,N,N,559,4/5/07 16:00,10/26/08 0:00,32.46083,-80.70867,31.81633,-81.24117,569.3333333,unknown,United States,United States,54,0.150669951,1,NA
Cathartes aura,Vulture Movements,LEH_TV,68351,LEH_TV_68351,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from carcass at last location Edisto Island, SC",unknown,ad,N,N,727,9/8/06 16:00,10/4/08 0:00,32.4535,-80.71467,32.69667,-80.18217,756.3333333,unknown,United States,NA,54,0.044661431,1,NA
Cathartes aura,Vulture Movements,LEP_TV,68354,LEP_TV_68354,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from carcass at last location 13.25 miles W of Andrews, SC",unknown,ad,N,N,568,9/19/06 16:00,4/20/08 18:00,32.454,-80.70183,33.48783,-79.7895,579.0833333,unknown,United States,United States,54,4.80E-05,1.0625,NA
Cathartes aura,Vulture Movements,LEV_TV,68356,LEV_TV_68356,confirmed dead,carcass found,transmitter recovered from dead bird,transmitter retrieved from carcass in woods adjacent to I-95,unknown,ad,N,N,413,9/19/06 17:00,11/17/07 0:00,32.45383,-80.70233,32.58017,-80.9285,423.2916667,suspected vehicle collision,United States,United States,54,0.020934668,1,NA
Cathartes aura,Vulture Movements,LEM_TV,68353,LEM_TV_68353,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter recovered from carcass at last location along Hwy 252 N of Folkston, GA",unknown,ad,N,N,37,9/19/06 16:00,10/25/06 10:00,32.45383,-80.70217,31.623,-81.263,35.75,suspected vehicle collision,United States,United States,54,0.244499353,1,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees,Ossau_2018_Ad_wild_OR17996_PC0,17996,Ossau_2018_Ad_wild_OR17996_PC0_17996,alive,active,still transmitting,Adult caught in Ossau (Castet) 21/04/2018. age unknown,unknown,ad,N,N,307,4/21/18 3:44,5/30/19 5:59,43.06973267,-0.415683329,43.06936646,-0.424849987,404.0939468,NA,France,France,54,0.005852571,0.990020833,48.9
Neophron percnopterus,McGrady.Meyburg,171325,5,171325_5,alive,active,still transmitting,NA,unknown,ad,N,N,318,1/15/18 0:14,5/30/19 1:23,23.358963,58.591347,23.457968,58.624062,500.0477662,NA,Oman,Oman,54,0.004121055,1.399763889,NA
Neophron percnopterus,McGrady.Meyburg,171330,10,171330_10,alive,active,still transmitting,NA,unknown,ad,N,N,438,1/19/18 11:07,5/30/19 1:23,23.338934,58.449287,23.322981,58.418118,495.5939005,NA,Oman,Oman,54,0.032348589,1.0998125,NA
Neophron percnopterus,McGrady.Meyburg,171328,8,171328_8,alive,active,still transmitting,NA,unknown,ad,N,N,277,1/21/18 0:03,5/30/19 1:22,23.111874,58.837193,23.121912,58.852936,494.0545949,NA,Oman,Oman,54,0.0086408,1.499603009,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Gardon ,Gardon_2016_Ad_wild_MW707 ,707,Gardon_2016_Ad_wild_MW707 _707,alive,active,still transmitting,adult captured at breeding site in Gardon. born in 2009 in Herault and ringed in 2009.,unknown,7,N,N,925,3/29/16 6:46,5/30/19 1:16,44.2314,4.41436,44.37482,4.43738,1156.770405,NA,France,France,54,0.002468664,1.096199074,NA
Neophron percnopterus,McGrady.Meyburg,171326,6,171326_6,alive,active,still transmitting,NA,unknown,ad,N,N,465,1/22/18 0:24,5/30/19 0:01,23.377052,58.313049,23.330379,58.444141,492.9843634,NA,Oman,Oman,54,0.087555098,1.000053241,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Vaucluse,Provence_2016_Ad_wild_EO5018_Salome_8P,5018,Provence_2016_Ad_wild_EO5018_Salomé_8P_5018,alive,active,still transmitting,errant last point? has a straight shot from Africa back to France,unknown,ad,N,Y,835,9/30/16 8:32,5/29/19 6:02,43.8350705,5.3740319,43.6599439,5.0051528,970.8956481,NA,France,France,54,0.020415488,0.994827546,NA
Neophron percnopterus,McGrady.Meyburg,95784,15,95784_15,alive,active,still transmitting,Tag not performing well,unknown,ad,N,N,451,1/20/18 12:00,5/25/19 9:00,23.33417,58.46533,23.34517,58.46333,489.875,NA,Oman,Oman,54,0.154287938,1.141666667,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,75,176,75_176,alive,active,"Transmitter active and moving by ""end date""",NA,M,ad,N,N,783,7/9/13 15:31,8/31/15 0:22,33.26114,-81.73846,33.38986,-81.84455,782.3684144,NA,United States,United States,54,0.015513196,0.998978009,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,3,173,3_173,alive,active,"Transmitter active and moving by ""end date""",NA,F,ad,N,N,797,6/26/13 14:38,8/31/15 0:19,33.1638,-81.63956,33.15512,-81.57771,795.403206,NA,United States,United States,54,0.055600675,0.999696759,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,91,179,91_179,alive,active,"Transmitter active and moving by ""end date""",NA,M,ad,N,N,762,7/31/13 15:52,8/31/15 0:19,33.16277,-81.64166,33.20603,-81.2645,760.3518866,NA,United States,United States,54,0.196685745,1.000430556,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,6,171,6_171,alive,active,"Transmitter active and moving by ""end date""",NA,M,ad,N,N,806,6/17/13 13:19,8/31/15 0:14,33.16323,-81.63931,33.16438,-81.39533,804.4551968,NA,United States,United States,54,0.097690352,0.999496528,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,60,172,60_172,alive,active,"Transmitter active and moving by ""end date""",NA,M,ad,N,N,787,7/5/13 12:52,8/31/15 0:12,33.16302,-81.64008,33.1322,-81.40866,786.4719444,NA,United States,United States,54,0.132076693,0.999657407,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,123,178,123_178,alive,active,"Transmitter active and moving by ""end date""",NA,M,ad,N,N,493,4/23/14 19:44,8/31/15 0:09,33.25997,-81.73826,33.02271,-81.5056,494.1839236,NA,United States,United States,54,0.04680001,0.999747685,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,90,166,90_166,alive,active,"Transmitter active and moving by ""end date""",NA,M,ad,N,N,763,7/30/13 14:34,8/31/15 0:08,33.16219,-81.64264,32.53167,-81.15254,761.3988194,NA,United States,United States,54,0.05421192,1.00159375,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,1,163,1_163,alive,active,"Transmitter active and moving by ""end date""",NA,F,ad,N,N,797,6/26/13 14:07,8/31/15 0:00,33.16381,-81.63951,33.25171,-81.72544,795.4120255,NA,United States,United States,54,0.05677232,1.000306713,NA
Neophron percnopterus,McGrady.Meyburg,47638,11,47638_11,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,gps ceased 29 Sept 2018,unknown,ad,N,N,251,1/21/18 5:00,9/28/18 1:00,23.33067,58.45033,23.3345,58.47683,249.8333333,NA,Oman,Oman,54,0.007412928,1.029166667,NA
Neophron percnopterus,McGrady.Meyburg,171327,7,171327_7,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,Tag not performing well,unknown,ad,N,N,146,1/18/18 0:08,6/16/18 0:02,23.333981,58.459003,23.333454,58.458832,148.9958218,NA,Oman,Oman,54,0.205854357,1.000043981,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Queen Creek,175728,Queen Creek_175728,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,ad,N,N,73,9/18/18 0:00,11/30/18 0:00,33.29217,-111.07217,19.46017,-102.5695,73,NA,United States,Mexico,54,0.060856018,1.1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Irma,52067,Irma_52067,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving and transmitter was 11 years old,NA,unknown,ad,N,N,2645,9/6/04 17:00,9/23/15 14:00,40.778,-75.28533,40.61417,-75.184,4033.875,NA,United States,United States,54,0.063403291,1.129166667,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Halfway,135436,Halfway_135436,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,M,ad,N,N,241,11/16/14 17:00,7/14/15 2:00,-41.18667,-71.14433,-2.27083,-71.65817,239.375,NA,Argentina,Peru,54,0.00830268,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Johnny Yuma,136413,Johnny Yuma_136413,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,F,ad,N,N,139,5/17/14 15:00,10/2/14 21:00,33.38733,-112.683,22.186,-105.29717,138.25,NA,United States,Mexico,54,1.301830487,1.0125,NA
Cathartes aura,Black Vultures and Turkey Vultures Southeastern USA,13,180,13_180,likely transmitter failure,abrupt termination,"Transmission ceased at a point where the bird was clearly moving along a trajectory. There was no collection of stationary locations to suggest a specific drop point, thus we suspect transmitter failure.",NA,F,ad,N,N,177,6/27/13 18:49,12/20/13 0:14,33.22092,-81.5618,32.02984,-81.25777,175.2253472,NA,United States,United States,54,0.152141801,1.000201389,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Steamhouse 2,85754,Steamhouse 2_85754,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,F,ad,N,N,1614,5/23/09 2:20,12/1/13 0:01,52.3406,-107.2466,9.0316,-71.4067,1652.903449,NA,Canada,Venezuela,54,0.839410043,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,TK Red River,127773,TK Red River_127773,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,F,ad,N,N,139,5/24/13 20:00,10/9/13 0:00,32.88683,-112.03733,22.9985,-105.5965,137.1666667,NA,United States,Mexico,54,1.413462243,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Disney,52069,Disney_52069,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,ad,N,N,2487,9/19/04 21:00,10/17/11 0:00,40.3605,-75.71683,38.64267,-79.349,2583.125,NA,United States,United States,54,0.023580145,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Rosalie,57956,Rosalie_57956,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,tagged on migration,unknown,ad,N,N,1453,3/19/06 0:00,3/27/10 6:00,34.05166667,-116.5726667,44.163,-123.301,1469.25,NA,United States,United States,54,1.295539723,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Prado,57954,Prado_57954,likely transmitter failure,abrupt termination,"transmission ceased abruptly while bird was moving, increasing time between fixes",NA,unknown,ad,N,N,1165,11/2/05 15:00,7/7/09 0:00,33.9125,-117.6161667,33.6615,-117.82783,1342.375,NA,United States,United States,54,0.194293578,5.025,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Mac,65544,Mac_65544,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,ad,N,N,535,6/17/07 15:00,12/2/08 0:00,53.00466667,-106.313,9.97067,-83.08433,533.375,NA,Canada,Costa Rica,54,0.18285406,1,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Ranger,65543,Ranger_65543,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,ad,N,N,119,8/5/07 17:00,12/1/07 0:00,53.6255,-107.7613333,18.139,-95.988,117.2916667,NA,Canada,Mexico,54,0.558666106,1.008333333,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Schaumboch,42500,Schaumboch_42500,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving and transmitter was acting erratic,NA,unknown,ad,N,N,431,9/14/04 14:00,5/4/06 13:00,40.83283,-75.02,41.36,-73.58166667,596.9583333,NA,United States,United States,54,0.033552205,2.191666667,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,Sill,57952,Sill_57952,confirmed dead,abrupt termination,sudden transmission stop,last location on army base where ordinance had exploded,unknown,ad,N,N,134,6/19/05 17:00,10/30/05 0:00,51.59016667,-106.398,34.81666667,-98.74333333,132.2916667,exploded ordinance,Canada,United States,54,0.737397044,1,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,NeoPer_Bruco,48505470927,NeoPer_Bruco_48505470927,likely transmitter failure,inferred from transmissions,transmission ceased abruptly while bird was moving,Fate unknown - data stopped transmitting in south-central Mali,unknown,4th yr,N,N,164,7/20/17 6:00,1/4/18 6:00,41.195016,-6.680866,13.897483,-9.689316,168,NA,Spain,Mali,37,0.066385515,1,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,Lucy,182263,Lucy_182263,alive,active,still transmitting,NA,unknown,4th yr,N,N,127,1/24/19 8:32,5/30/19 1:31,11.87216854,40.87143326,12.84275627,40.98961258,125.7076505,NA,Ethiopia,Ethiopia,31,0.177620504,1.002706019,99.8
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Logiya,118174,Logiya_118174,alive,active,still transmitting,NA,unknown,3rd yr,N,N,1825,12/1/13 5:00,5/30/19 16:00,11.71533,40.974,39.08683,46.96567,2006.458333,NA,Ethiopia,Iran (Islamic Republic of),30,0.012450421,0.9875,NA
Cathartes aura,Vulture Movements,JPM_TV,111942,JPM_TV_111942,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitted statically, bird/transmitter found near gun range, may have been shot",unknown,3rd yr,N,N,1695,12/13/13 11:00,5/13/19 20:00,24.5975,-81.7025,29.5885,-82.34883,1977.375,unknown,NA,United States,30,0.000430666,4.0875,NA
Cathartes aura,Vulture Movements,JML_TV,281,JML_TV_281,confirmed dead,carcass found,transmitter recovered from dead bird,believed to be vehicle mortality due to last location,unknown,3rd yr,N,N,674,12/11/13 14:42,10/18/15 0:18,24.59744,-81.70249,29.65273,-82.28793,675.4000116,suspected vehicle collision,NA,United States,30,0.000252811,1.000260417,NA
Cathartes aura,Vulture Movements,JMX_TV,280,JMX_TV_280,confirmed dead,carcass found,transmitter recovered from dead bird,believed to be vehicle mortality due to last location,unknown,3rd yr,N,N,48,12/13/13 0:15,1/29/14 0:08,24.59422,-81.69966,24.57145,-81.79679,46.99513889,suspected vehicle collision,NA,NA,30,0.071808399,0.999444444,NA
Cathartes aura,Vulture Movements,LTH_TV,451,LTH_TV_451,likely dead,inferred from transmissions,"last location at Boca Grande Key off Key West, FL","transmitter stopped transmitting at edge of island, may have been ""fall out"" condition",unknown,3rd yr,N,N,88,11/20/14 1:05,2/15/15 0:02,24.59761,-81.70251,24.5802,-82.10631,86.95611111,unknown,NA,United States,29,0.03950207,1.00080787,NA
Cathartes aura,Vulture Movements,LVA_TV,452,LVA_TV_452,likely dead,inferred from transmissions,last location in Key West neighborhood,"transmitter stopped transmitting, search for it failed, may have been collision with aircraft approaching KW airport",unknown,3rd yr,N,N,20,11/20/14 0:56,12/9/14 0:06,24.5976,-81.70257,24.58095,-81.79809,18.96553241,unknown,NA,NA,29,0.027392444,1.002342593,NA
Cathartes aura,Vulture Movements,LMP_TV,453,LMP_TV_453,alive,active,still transmitting,NA,unknown,3rd yr,N,N,1651,11/20/14 1:07,5/30/19 0:00,24.59758,-81.70255,41.74949,-83.72422,1651.953704,NA,NA,United States,29,0.055295905,1.000109954,NA
Cathartes aura,Vulture Movements,ACT_TV,111943,ACT_TV_111943,confirmed dead,carcass found,transmitter recovered from dead bird,contacted owner of property to recover where last location was,unknown,3rd yr,N,N,169,11/15/12 15:00,5/5/13 0:00,30.49917,-86.53017,30.93067,-86.67983,170.375,unknown,United States,United States,29,0.000309839,1,NA
Cathartes aura,Vulture Movements,LXV_TV,68360,LXV_TV_68360,confirmed dead,carcass found,transmitter recovered from dead bird,"bird and transmitter recovered from underneath powerline, transformer shorted out",unknown,3rd yr,N,N,23,10/26/06 17:00,11/17/06 0:00,32.45333,-80.71483,32.445,-80.683,21.29166667,suspected electrocution,United States,United States,28,0.04183986,1,NA
Cathartes aura,Vulture Movements,LXE_TV,68359,LXE_TV_68359,confirmed dead,carcass found,transmitter recovered from dead bird,"found dead in fallow agriculture field SE of Homestead ARB, FL, may have been shot by FL WS BASH at HARB",unknown,3rd yr,N,N,17,10/26/06 17:00,11/11/06 21:00,32.4535,-80.7145,25.478,-80.37283,16.16666667,unknown,United States,United States,28,0.497086952,1.066666667,NA
Cathartes aura,Vulture Movements,LET_TV,68355,LET_TV_68355,confirmed dead,carcass found,transmitter recovered from dead bird,"transmitter retrieved from carcass in neighborhood woods, Beaufort, SC",unknown,3rd yr,N,N,35,9/19/06 17:00,10/23/06 13:00,32.45383,-80.702,32.413,-80.73733,33.83333333,unknown,United States,NA,27,0.01851648,1.154166667,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Aras,118176,Aras_118176,likely transmitter failure,abrupt termination,transmission ceased abruptly while bird was moving,NA,unknown,3rd yr,N,N,164,8/18/12 13:00,2/4/13 1:00,40.12183,43.5835,10.1725,40.24533,169.5,NA,Turkey,Ethiopia,26,0.067342128,1,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Arpacay,118174,Arpacay_118174,confirmed dead,resighted / recaptured,"bird died in captivity of falconer in Iraq, transmitter recovered",NA,unknown,3rd yr,N,N,30,8/20/12 17:00,9/26/12 1:00,40.123,43.60117,31.40283,45.07967,36.33333333,NA,Turkey,Iraq,26,0.847637371,1.125,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Armenia2,48500703868,Armenia2_48500703868,likely transmitter failure,abrupt termination,"transmission ceased abruptly while bird was moving, increasing time bewtween fixes",NA,unknown,3rd yr,N,N,89,7/22/15 5:01,10/18/15 0:01,39.491799,46.35705,7.746899,43.0665,87.79166667,NA,Armenia,Ethiopia,25,0.439060229,1,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,NeoPer_Rupis,48511694900,NeoPer_Rupis_48511694900,alive,inferred from transmissions,still transmitting,NA,unknown,3rd yr,N,N,1004,7/15/16 6:00,5/30/19 5:59,41.477116,-6.270032,41.447649,-6.339049,1048.999306,NA,Spain,Spain,25,0.018979113,1,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",Haydi,132084,Haydi_132084,likely dead,static transmission,static transmissions in Kenya,"tried to get Kenyan colleagues to track down tag, but were unable",unknown,3rd yr,N,N,671,6/9/14 2:46,4/27/16 8:00,40.0813,43.6665,1.6534,37.8024,688.2179051,NA,Turkey,Kenya,24,0.000190312,15.87281481,NA
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,Huebra,17021,Huebra_17021,confirmed transmitter failure,resighted / recaptured,NA,NA,M,3rd yr,N,N,655,6/15/17 14:57,4/16/19 4:48,41.05710983,-6.660486698,41.02622986,-6.678959846,669.5768056,NA,Spain,Spain,24,0.016092525,1.397221065,68.9
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,BatuecasA,17020,BatuecasA_17020,alive,active,still transmitting,NA,M,3rd yr,N,N,715,6/15/17 14:48,5/30/19 4:56,41.05353546,-6.663703442,41.06195831,-6.769111633,713.5889468,NA,Spain,Spain,24,0.003409319,0.999137731,91.4
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,C39 Blue,17111,C39 Blue_17111,confirmed dead,transmitter recovered,Found,Age units are days,unknown,701,Y,N,464,4/16/17 0:05,7/23/18 2:20,32.55890274,34.93943405,32.55898666,34.93889236,463.0940509,Hit a train when feeding on a dead boer,Israel,Israel,24,0.000161376,1.000453704,100
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,A46 Green,17112,A46 Green_17112,confirmed dead,transmitter recovered,Found,Age units are days,unknown,691,Y,N,391,4/16/17 0:05,5/11/18 1:40,32.55895233,34.93920135,37.73614502,41.33025742,390.0661458,Electrocuted,Israel,Turkey,24,0.477057465,0.998398148,97.1
