species,study.name,population,id,tag,id.tag,fate,fate.final,how.fate.determined.clean,cause.of.death,start.date,end.date,mortality.date,migrant,start.country,end.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,n.locs,start.lat,end.lat,start.long,end.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H70 Green,180326,H70 Green_180326,alive,alive,active,NA,12/22/18 4:10,5/30/19 1:19,5/30/19 1:19,Y,Israel,Turkey,unknown,543,immature,19,Y,N,156,32.75210953,39.93067551,35.0135231,40.65314484,158.8810069,y,0.860195,95591.77908,0.99847338,97.9,still transmitting,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H73 Blue,180327,H73 Blue_180327,confirmed dead,confirmed dead,transmitter recovered,"Unknown, awaiting details from Turkish authorities",12/24/18 4:10,3/29/19 3:02,3/29/19 3:02,Y,Israel,Turkey,unknown,577,immature,20,Y,N,96,32.75222015,37.01908875,35.01353073,35.53696823,94.95304398,y,0.541408,60165.60789,0.998719907,98,found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H81 Green,171081,H81 Green_171081,unknown,unknown,unknown,NA,10/25/17 9:12,5/30/19 1:53,5/30/19 1:53,Y,Israel,Turkey,unknown,155,juv,6,Y,N,511,32.753479,36.94350815,35.01400375,34.68184662,581.6948032,y,1.913213,212611.5392,0.996924769,88.2,"Last location hostile but with very poor GSM cover, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H92 Green,180320,H92 Green_180320,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,12/23/18 4:10,3/18/19 3:22,3/18/19 3:22,NA,Israel,Israel,unknown,223,juv,8,Y,N,73,32.7522316,32.75212097,35.01348495,35.01334763,84.96701389,y,0.001807,200.799628,0.999152778,42.8,"transmission ceased abruptly, bird seen alive later","Age units are days, transmitter fell, seen alive March 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H94 Blue,171085,H94 Blue_171085,confirmed dead,confirmed dead,transmitter recovered,Electrocuted,12/13/17 4:06,5/17/19 2:07,5/17/19 2:07,Y,Israel,Turkey,unknown,545,immature,19,Y,N,521,32.75212479,36.40061188,35.01343918,33.67343903,519.9177315,y,1.346377,149620.1747,1.001606481,96.1,Found,Age units are days
Cathartes aura,Vulture Movements,north america - eastern,HAL_TV,121789,HAL_TV_121789,confirmed dead,confirmed dead,carcass found,suspected electrocution,02/02/2013 15:00,6/13/14 0:00,NA,N,United States,NA,F,3rd yr,adult,20,N,N,497,24.57317,24.67983,-81.67367,-81.35533,495.375,y,0.024906,2767.728409,1,NA,transmitter recovered from dead bird,bird and transmitter recovered from underneath powerline
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Halfway,135436,Halfway_135436,unknown,unknown,unknown,NA,11/16/14 17:00,7/14/15 2:00,NA,Y,Argentina,Peru,M,ad,adult,54,N,N,241,-41.18667,-2.27083,-71.14433,-71.65817,239.375,y,0.008303,922.660223,1,NA,unknown,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Harriet,127780,Harriet_127780,likely dead,likely dead,inferred from transmissions,unknown,06/05/2013 01:00,04/03/2015 00:00,NA,Y,Canada,NA,M,ad,adult,54,N,N,659,53.00733,13.17233,-106.30933,-87.68467,666.9583333,y,1.419593,157756.5076,1.204166667,NA,"transmission from same location over 5 days before ceasing, last location was on island on migration",NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Haydi,132084,Haydi_132084,likely dead,likely dead,inferred from transmissions,NA,06/09/2014 02:46,4/27/16 8:00,01/01/2016 00:00,Y,Turkey,Kenya,unknown,3rd yr,immature,24,N,N,671,40.0813,1.6534,43.6665,37.8024,688.2179051,y,0.00019,21.148992,15.87281481,NA,static transmissions in Kenya,"tried to get Kenyan colleagues to track down tag, but were unable"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Heracles,130676,Heracles_130676,confirmed dead,confirmed dead,terminated over water,drowned,8/22/13 7:00,9/13/13 3:00,09/10/2013 00:00,Y,Greece,NA,unknown,juv,juvenile,2,N,N,23,39.79217,36.212,21.55817,21.18317,21.83333333,y,0.540687,60085.48605,1,NA,ceased over sea,track ends in sea
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,Huebra,17021,Huebra_17021,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,6/15/17 14:57,4/16/19 4:48,4/16/19 4:48,Y,Spain,Spain,M,3rd yr,immature,24,N,N,655,41.05710983,41.02622986,-6.660486698,-6.678959846,669.5768056,y,0.016093,1788.330118,1.397221065,68.9,resighted?,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ibrahim,131248,Ibrahim_131248,likely dead,likely transmitter failure,inferred from transmissions,unknown,08/02/2013 14:00,9/25/13 4:00,9/25/13 4:00,Y,Bulgaria,NA,unknown,juv,juvenile,2,N,N,42,41.618,34.99567,25.6495,25.18817,53.58333333,y,0.275758,30644.38802,0.996875,NA,ceased near sea,Not clear if the bird really died or the transmitter failed. 
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Igdir,118175,Igdir_118175,confirmed dead,confirmed dead,transmitter recovered,poisoning,8/22/12 5:00,03/01/2015 01:00,2/20/15 0:00,Y,Turkey,Ethiopia,unknown,ad,adult,54,N,N,874,40.12167,4.2755,43.5835,42.06417,920.8333333,y,0.157333,17484.12252,1,NA,bird / tag recovery,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ikaros,118145,Ikaros_118145,confirmed dead,confirmed dead,terminated over water,drowned,08/12/2012 19:00,09/11/2012 06:00,09/07/2012 00:00,Y,Greece,NA,unknown,juv,juvenile,2,N,N,26,39.80383,33.834,21.68783,22.25767,29.45833333,y,0.831511,92404.15541,1.316666667,NA,ceased over sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Iliaz,118153,Iliaz_118153,alive,alive,active,NA,8/30/12 6:00,5/30/19 12:00,5/30/19 12:00,Y,Bulgaria,Bulgaria,unknown,juv,juvenile,2,N,N,2448,41.44,41.2745,25.56833,25.19317,2464.25,y,0.045374,5042.344764,1.108333333,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ilin,130675,Ilin_130675,confirmed dead,confirmed dead,carcass found,predation,8/19/13 7:47,10/27/13 17:00,10/27/13 17:00,NA,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,unknown,juv,juvenile,2,N,N,24,41.762,41.98833,21.735,21.4495,69.38402778,y,0.157076,17455.56073,5.603055556,NA,found carcass,"Found dead near the nest, killed by predator"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ilina,130674,Ilina_130674,confirmed dead,confirmed dead,carcass found,predation,08/05/2013 09:00,10/02/2013 06:00,9/25/13 0:00,Y,The former Yugoslav Republic of Macedonia,NA,unknown,juv,juvenile,2,N,N,48,41.769,36.37,21.72467,27.46383,57.875,y,0.571089,63463.98473,0.998402778,NA,found feathers,Most probably killed by Bonneli's eagle
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Irma,52067,Irma_52067,unknown,unknown,unknown,NA,09/06/2004 17:00,9/23/15 14:00,NA,N,United States,United States,unknown,ad,adult,54,N,N,2645,40.778,40.61417,-75.28533,-75.184,4033.875,y,0.063403,7045.880922,1.129166667,NA,transmitter was 11 years old,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Iste,132086,Iste_132086,alive,alive,active,NA,06/10/2014 02:36,5/30/19 4:00,5/30/19 4:00,Y,Turkey,Turkey,unknown,ad,adult,54,N,N,1747,40.0831,39.8344,43.6674,42.5493,1815.05838,y,0.017269,1919.067432,1.298402778,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Jennie,127776,Jennie_127776,likely dead,likely dead,inferred from transmissions,unknown,5/24/13 19:00,12/07/2015 21:00,NA,N,United States,United States,F,ad,adult,54,N,N,773,32.88617,32.77333,-112.03617,-112.56283,927.0833333,y,0.000178,19.751891,6.5875,NA,transmission from same location over 3 months before ceasing,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Jenny,149507,Jenny_149507,alive,alive,active,NA,7/30/15 10:00,5/28/19 2:00,5/28/19 2:00,Y,Bulgaria,Bulgaria,F,ad,adult,54,N,N,1391,41.58367,41.59167,25.65033,25.44517,1397.666667,y,0.018659,2073.528351,1,NA,still transmitting,NA
Cathartes aura,Vulture Movements,north america - eastern,JML_TV,281,JML_TV_281,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,12/11/2013 14:42,10/18/15 0:18,NA,Y,United States,United States,F,3rd yr,adult,30,N,N,674,24.59744,29.65273,-81.70249,-82.28793,675.4000116,y,0.000253,28.094381,1.000260417,NA,transmitter recovered from dead bird,believed to be vehicle mortality due to last location
Cathartes aura,Vulture Movements,north america - eastern,JMX_TV,280,JMX_TV_280,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,12/13/13 0:15,1/29/14 0:08,NA,N,United States,United States,F,3rd yr,adult,30,N,N,48,24.59422,24.57145,-81.69966,-81.79679,46.99513889,y,0.071808,7979.923764,0.999444444,NA,transmitter recovered from dead bird,believed to be vehicle mortality due to last location
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Johnny Yuma,136413,Johnny Yuma_136413,unknown,unknown,unknown,NA,5/17/14 15:00,10/02/2014 21:00,NA,Y,United States,Mexico,F,ad,adult,54,N,N,139,33.38733,22.186,-112.683,-105.29717,138.25,y,1.30183,144669.8184,1.0125,NA,unknown,NA
Cathartes aura,Vulture Movements,north america - eastern,JPM_TV,111942,JPM_TV_111942,confirmed dead,confirmed dead,carcass found,unknown,12/13/13 11:00,5/13/19 20:00,NA,Y,United States,United States,F,3rd yr,adult,30,N,N,1695,24.5975,29.5885,-81.7025,-82.34883,1977.375,y,0.000431,47.859051,4.0875,NA,transmitter recovered from dead bird,"transmitted statically, bird/transmitter found near gun range, may have been shot"
Cathartes aura,Vulture Movements,north america - eastern,JTA_TV,111943,JTA_TV_111943,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,12/13/13 11:00,8/15/14 0:00,NA,Y,United States,United States,M,2nd yr,immature,18,N,N,246,24.5975,42.46983,-81.7025,-76.414,244.5416667,y,0.036674,4075.549612,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location adjacent to road, transmitter destroyed by apparent impact"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Julie,127777,Julie_127777,alive,alive,active,NA,5/22/13 14:00,5/30/19 0:00,NA,Y,United States,United States,F,ad,adult,54,N,N,2170,32.88683,32.774,-112.03733,-112.122,2198.416667,y,0.090937,10105.66938,1,NA,still transmitting,NA
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Kapchug,115,Kapchug_115,unknown,unknown,unknown,NA,7/23/17 10:37,9/25/17 2:59,9/25/17 2:59,Y,Russia,Azerbaijan,unknown,juv,juvenile,1,N,N,31,42.98421,38.96566,47.18025,48.78752,63.68194444,y,0.559051,62126.21453,1.005763889,NA,unknown,Tagged in the nest
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Karel,119158,Karel_119158,likely dead,likely transmitter failure,inferred from transmissions,unknown,09/08/2015 12:12,10/20/15 8:00,10/20/15 8:00,NA,Italy,Italy,M,juv,juvenile,3,Y,N,42,38.997,36.75667,16.881,15.063,41.82449074,y,0.638094,70910.13648,1.018538194,NA,"stopped at sea, but near shore, so not confirmed mortality",NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Katerina,130671,Katerina_130671,likely dead,likely dead,inferred from transmissions,drowned,08/09/2013 13:49,8/31/14 7:00,10/01/2013 00:00,Y,Greece,Egypt,unknown,juv,juvenile,2,N,N,67,41.161,31.15617,26.237,29.964,386.7159722,y,0.121516,13503.83883,1.370833333,NA,ceased near sea,Bird drowned on the 18/9/2013 although carcass likely washed up on beach in Egypt on the 10/10/2013. Contacted locals to try to find it. Claimed they never did but a year later there were some fixes from Alexandria!!
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,La Pampa,53797,La Pampa_53797,likely dead,likely dead,inferred from transmissions,unknown,02/01/2011 16:58,10/01/2012 00:40,NA,Y,Argentina,Brazil,unknown,ad,adult,54,N,N,607,-36.8985,-18.764,-64.2321,-53.3563,607.3208333,y,0.502997,55897.00594,0.997986111,NA,transmission from same location over 5 days before ceasing,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 01-Brieva-4404,4404,La Rioja 01-Brieva-4404_4404,unknown,unknown,unknown,NA,7/20/16 8:45,3/31/17 11:45,3/31/17 11:45,Y,Spain,Mauritania,M,juv,juvenile,1,N,N,209,42.16987,16.96502,-2.769862,-11.03883,254.1249653,y,0.216194146,,2.641667824,NA,transmitter ceased abruptly while bird was moving,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 02-Quel-4405,4405,La Rioja 02-Quel-4405_4405,unknown,unknown,unknown,NA,7/20/16 8:45,01/01/2018 06:31,01/01/2018 06:31,Y,Spain,Mauritania,M,juv,juvenile,1,N,N,459,42.16989,17.2961,-2.769875,-14.94369,529.9072569,y,0.030364907,,0.987541667,NA,transmitter ceased abruptly while bird was moving,little movement for last 6 months
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 03 - Lidia -REKI38,48797732417,La Rioja 03 - Lidia -REKI38_48797732417,alive,alive,active,NA,7/20/18 6:00,5/30/19 6:00,5/30/19 6:00,Y,Spain,Senegal,unknown,juv,juvenile,1,N,N,305,42.88157,14.99103,-2.632999,-15.7048,314,y,0.004405088,,1,NA,still active,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lazaros,108050,Lazaros_108050,confirmed dead,confirmed dead,carcass found,poisoning,6/23/12 22:00,3/31/13 10:00,3/31/13 10:00,Y,Greece,Greece,F,ad,adult,54,N,Y,282,39.789,41.05583,21.7325,24.14917,280.5,y,2.339852,260023.0908,1.016666667,NA,carcass retrieved,Tagged after being found poisoned in Meteora; poisoned again one year later
Cathartes aura,Vulture Movements,north america - eastern,LCV_TV,280,LCV_TV_280,confirmed dead,confirmed dead,transmitter recovered,unknown,11/18/14 14:57,11/29/16 0:15,NA,NA,United States,United States,F,2nd yr,immature,17,N,N,296,24.59751,29.65303,-81.70262,-82.2877,741.3873611,y,0.000144,15.982762,1.000696759,NA,transmitter recovered from beach,"likely a condition known as ""fall out"" with last location at sea, trying to head somewhere over water and becoming exhausted by head winds and dropping to water, transmitter washed up on beach of Summerland Key, recovered, refurbished"
Cathartes aura,Vulture Movements,north america - eastern,LEH_TV,68351,LEH_TV_68351,confirmed dead,confirmed dead,carcass found,unknown,09/08/2006 16:00,10/04/2008 00:00,NA,N,United States,NA,F,ad,adult,54,N,N,727,32.4535,32.69667,-80.71467,-80.18217,756.3333333,y,0.044661,4963.135504,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location Edisto Island, SC"
Cathartes aura,Vulture Movements,north america - eastern,LEJ_TV,68352,LEJ_TV_68352,confirmed dead,confirmed dead,carcass found,shot,9/19/06 16:00,3/20/10 0:00,NA,N,United States,United States,F,ad,adult,54,N,N,1251,32.454,32.445,-80.70217,-80.683,1277.333333,y,0.037368,4152.642884,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass, shot by BASH at MCAS Beaufort, SC while dispersing roost on red/white checkered tower at NW edge of base"
Cathartes aura,Vulture Movements,north america - eastern,LEM_TV,68353,LEM_TV_68353,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,9/19/06 16:00,10/25/06 10:00,NA,NA,United States,United States,F,ad,adult,54,N,N,37,32.45383,31.623,-80.70217,-81.263,35.75,y,0.244499,27170.7241,1,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location along Hwy 252 N of Folkston, GA"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Leo,135431,Leo_135431,alive,alive,active,NA,5/30/14 17:00,5/30/19 0:00,NA,Y,Canada,Canada,unknown,ad,adult,54,N,N,1813,53.659,53.65867,-107.55533,-107.5535,1825.291667,y,0.047176,5242.556414,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Leo,65545,Leo_65545,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,6/16/07 20:00,3/22/14 2:00,NA,Y,Canada,Panama,unknown,ad,adult,54,N,N,2276,53.533,8.70217,-107.5308333,-77.53633,2470.25,y,3.468031,385395.3661,7.25,NA,failed transmitter recovered from live bird,NA
Cathartes aura,Vulture Movements,north america - eastern,LEP_TV,68354,LEP_TV_68354,confirmed dead,confirmed dead,carcass found,unknown,9/19/06 16:00,4/20/08 18:00,NA,N,United States,United States,F,ad,adult,54,N,N,568,32.454,33.48783,-80.70183,-79.7895,579.0833333,y,0.000048,5.334144,1.0625,NA,transmitter recovered from dead bird,"transmitter recovered from carcass at last location 13.25 miles W of Andrews, SC"
Cathartes aura,Vulture Movements,north america - eastern,LET_TV,68355,LET_TV_68355,confirmed dead,confirmed dead,carcass found,unknown,9/19/06 17:00,10/23/06 13:00,NA,NA,United States,NA,M,3rd yr,adult,27,N,N,35,32.45383,32.413,-80.702,-80.73733,33.83333333,y,0.018516,2057.699389,1.154166667,NA,transmitter recovered from dead bird,"transmitter retrieved from carcass in neighborhood woods, Beaufort, SC"
Cathartes aura,Vulture Movements,north america - eastern,LEV_TV,68356,LEV_TV_68356,confirmed dead,confirmed dead,carcass found,suspected vehicle collision,9/19/06 17:00,11/17/07 0:00,NA,N,United States,United States,M,ad,adult,54,N,N,413,32.45383,32.58017,-80.70233,-80.9285,423.2916667,y,0.020935,2326.427786,1,NA,transmitter recovered from dead bird,transmitter retrieved from carcass in woods adjacent to I-95
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Levkipos,118146,Levkipos_118146,likely dead,likely transmitter failure,inferred from transmissions,unknown,08/07/2012 16:00,6/19/15 2:00,02/01/2015 00:00,Y,Greece,Sudan,unknown,juv,juvenile,2,N,N,1009,41.089,10.86567,26.13933,26.57283,1045.416667,y,0.000056,6.256506,0.994929398,NA,static transmissions for months,The bird died on 26.01.2015. Since then transmitter was sending signal from the same location
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Linda,127775,Linda_127775,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,5/26/13 15:00,04/02/2014 16:00,NA,Y,United States,United States,F,ad,adult,54,N,N,193,32.88383,32.72617,-112.03233,-112.18583,311.0416667,y,1.797343,199735.0882,8.570833333,NA,bird observed with unit on but missing antenna,NA
Cathartes aura,Vulture Movements,north america - eastern,LMP_TV,453,LMP_TV_453,alive,alive,active,NA,11/20/14 1:07,5/30/19 0:00,NA,Y,United States,United States,M,3rd yr,adult,29,N,N,1651,24.59758,41.74949,-81.70255,-83.72422,1651.953704,y,0.055296,6144.923331,1.000109954,NA,still transmitting,NA
Cathartes aura,Vulture Movements,north america - eastern,LMV_TV,454,LMV_TV_454,alive,alive,active,NA,11/20/14 0:48,5/30/19 0:03,NA,Y,United States,United States,M,2nd yr,immature,17,N,N,1580,24.59759,40.34871,-81.70256,-81.97946,1651.96875,y,0.056404,6268.025039,1.00456713,NA,still transmitting,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Logiya,118174,Logiya_118174,alive,alive,active,NA,12/01/2013 05:00,5/30/19 16:00,5/30/19 16:00,Y,Ethiopia,Iran (Islamic Republic of),unknown,3rd yr,immature,30,N,N,1825,11.71533,39.08683,40.974,46.96567,2006.458333,y,0.01245,1383.590385,0.9875,NA,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lomets,118149,Lomets_118149,confirmed dead,confirmed dead,terminated over water,drowned,8/26/16 12:00,9/14/16 2:00,9/14/16 2:00,Y,Bulgaria,Cyprus,M,juv,juvenile,2,Y,N,20,43.648,34.9825,26.05967,32.51567,18.58333333,y,1.543771,171556.1315,1,NA,ceased over sea,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population
Cathartes aura,Vulture Movements,north america - eastern,LTH_TV,451,LTH_TV_451,unknown,unknown,unknown,unknown,11/20/14 1:05,2/15/15 0:02,NA,NA,United States,United States,F,3rd yr,adult,29,N,N,88,24.59761,24.5802,-81.70251,-82.10631,86.95611111,y,0.039502,4389.786035,1.00080787,NA,unknown,"transmitter stopped transmitting at edge of island, may have been ""fall out"" condition"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Lucy,182263,Lucy_182263,alive,alive,active,NA,1/24/19 8:32,5/30/19 1:31,5/30/19 1:31,NA,Ethiopia,Ethiopia,unknown,4th yr,immature,31,N,N,127,11.87216854,12.84275627,40.87143326,40.98961258,125.7076505,y,0.177621,19738.61137,1.002706019,99.8,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Cathartes aura,Vulture Movements,north america - eastern,LVA_TV,452,LVA_TV_452,unknown,unknown,unknown,unknown,11/20/14 0:56,12/09/2014 00:06,NA,NA,United States,United States,F,3rd yr,adult,29,N,N,20,24.5976,24.58095,-81.70257,-81.79809,18.96553241,y,0.027392,3044.067517,1.002342593,NA,unknown,"transmitter stopped transmitting, search for it failed, may have been collision with aircraft approaching KW airport"
Cathartes aura,Vulture Movements,north america - eastern,LXE_TV,68359,LXE_TV_68359,confirmed dead,confirmed dead,carcass found,unknown,10/26/06 17:00,11/11/2006 21:00,NA,Y,United States,United States,unknown ,3rd yr,adult,28,N,N,17,32.4535,25.478,-80.7145,-80.37283,16.16666667,y,0.497087,55240.2788,1.066666667,NA,transmitter recovered from dead bird,"found dead in fallow agriculture field SE of Homestead ARB, FL, may have been shot by FL WS BASH at HARB"
Cathartes aura,Vulture Movements,north america - eastern,LXV_TV,68360,LXV_TV_68360,confirmed dead,confirmed dead,carcass found,suspected electrocution,10/26/06 17:00,11/17/06 0:00,NA,NA,United States,United States,unknown ,3rd yr,adult,28,N,N,23,32.45333,32.445,-80.71483,-80.683,21.29166667,y,0.04184,4649.579962,1,NA,transmitter recovered from dead bird,"bird and transmitter recovered from underneath powerline, transformer shorted out"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Mac,65544,Mac_65544,unknown,unknown,unknown,NA,6/17/07 15:00,12/02/2008 00:00,NA,Y,Canada,Costa Rica,unknown,ad,adult,54,N,N,535,53.00466667,9.97067,-106.313,-83.08433,533.375,y,0.182854,20320.20598,1,NA,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Macedonia,61952,Macedonia_61952,confirmed dead,confirmed dead,terminated over water,drowned,08/10/2011 05:00,9/18/11 5:00,9/17/11 0:00,Y,The former Yugoslav Republic of Macedonia,NA,unknown,juv,juvenile,2,N,N,36,41.18317,33.55417,21.717,22.33083,39,y,1.210416,134511.1574,1,NA,ceased over sea,track ends in sea
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Malcom,163489,Malcom_163489,alive,alive,active,NA,9/16/18 22:00,5/25/19 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,246,33.28283,33.20033,-111.1025,-111.12083,250.0833333,y,0.010383,1153.894921,1.1875,NA,still transmitting,NA
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Malysh,116,Malysh_116,likely dead,likely dead,inferred from transmissions,Collision with wires on power line and delivered to a rehabilitation center,7/23/17 8:18,10/22/17 9:58,10/15/17 0:00,Y,Russia,Saudi Arabia,unknown,juv,juvenile,1,N,N,69,42.98465,21.26675,47.18038,40.70254,91.06944444,y,0.011963,1329.44649,1.097013889,NA,static transmission for >10 days,Tagged in the nest
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Mandeb,127590,Mandeb_127590,confirmed dead,confirmed dead,transmitter recovered,unknown,12/31/14 16:46,4/16/15 18:27,NA,NA,Argentina,Argentina,unknown,ad,adult,54,N,N,84,-41.1386,-40.2389,-71.3369,-70.0759,106.0701389,y,0.192136,21351.66952,1.799375,NA,transmitter recovered,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Maria,149504,Maria_149504,likely dead,likely dead,inferred from transmissions,unknown,08/07/2016 07:27,10/18/16 2:00,10/08/2016 00:00,Y,Bulgaria,Saudi Arabia,unknown,juv,juvenile,2,N,N,62,41.75681,27.6115,25.36315,35.71333,71.77260417,y,0.130663,14520.33042,1,NA,static transmission for >10 days,The bird died on 10.10.2016. Since then transmitter was sending signal from the same location
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Mark,85755,Mark_85755,likely dead,likely dead,inferred from transmissions,unknown,10/19/09 16:45,5/25/14 0:00,NA,N,United States,United States,unknown,ad,adult,54,N,N,1124,40.6341,40.9021,-76.0228,-75.5325,1678.302072,y,0.000241,26.786849,1.399993056,NA,transmission from same location over 30 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Mary,85756,Mary_85756,likely dead,likely dead,inferred from transmissions,unknown,10/20/09 9:00,8/23/12 18:01,NA,N,United States,United States,unknown,ad,adult,54,N,N,530,40.7809,40.792,-75.8612,-76.2446,1038.375162,y,0.000533,59.185773,10.48277778,NA,transmission from same location over several months before ceasing,NA
Cathartes aura,Vulture Movements,north america - eastern,MET_TV,68359,MET_TV_68359,confirmed dead,confirmed dead,carcass found,unknown,04/05/2007 16:00,10/26/08 0:00,NA,N,United States,United States,unknown,ad,adult,54,N,N,559,32.46083,31.81633,-80.70867,-81.24117,569.3333333,y,0.15067,16743.65032,1,NA,transmitter recovered from dead bird,"transmitter recovered from last location, refurbished"
Cathartes aura,Vulture Movements,north america - eastern,MEV_TV,68355,MEV_TV_68355,confirmed dead,confirmed dead,carcass found,unknown,04/05/2007 15:00,8/31/07 9:00,NA,N,United States,United States,unknown,3rd yr,adult,22,N,N,149,32.461,32.394,-80.70883,-80.91833,147.75,y,0.069073,7675.927897,1,NA,transmitter recovered from dead bird,"bird and transmitter NOT found at last location, unknown fate of both"
Cathartes aura,Vulture Movements,north america - eastern,MEX_TV,68360,MEX_TV_68360,unknown,unknown,unknown,unknown,04/05/2007 15:00,9/20/10 0:00,NA,N,United States,United States,unknown,ad,adult,54,N,N,1247,32.461,32.44517,-80.70867,-80.68283,1263.375,y,0.071536,7949.669277,1,NA,unknown,"bird and transmitter NOT found at last location, unknown fate of both"
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",horn of africa,Mille,132085,Mille_132085,likely transmitter failure,likely dead,inferred from transmissions,NA,11/26/13 8:48,6/19/15 8:01,6/19/15 8:01,N,Ethiopia,Ethiopia,unknown,2nd yr,immature,17,N,N,556,9.4482,13.2598,40.3726,37.02,569.9672917,y,0.499959,55559.39575,47.08060069,NA,>400 days between fixes at different locations,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
