species,study.name,population,id,tag,id.tag,fate,fate.final,how.fate.determined.clean,cause.of.death,start.date,end.date,mortality.date,migrant,start.country,end.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,n.locs,start.lat,end.lat,start.long,end.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Armenia3,48500704009,Armenia3_48500704009,unknown,unknown,unknown,NA,7/24/15 0:02,11/07/2015 00:02,11/07/2015 00:02,Y,Armenia,Ethiopia,unknown,ad,adult,54,N,N,91,39.5061,6.093983,46.345799,44.76245,106,y,0.268751,29865.7479,1.2,NA,unknown,NA
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Arpacay,118174,Arpacay_118174,confirmed dead,confirmed dead,resighted / recaptured,"emaciation on migration, although potentially poisoned or collision. Not entirely sure",8/20/12 17:00,9/26/12 1:00,9/26/12 0:00,Y,Turkey,Iraq,unknown,3rd yr,immature,26,N,N,30,40.123,31.40283,43.60117,45.07967,36.33333333,y,0.847637,94196.24576,1.125,NA,"bird died in captivity of falconer in Iraq, transmitter recovered",NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Artful_Dodger,163485,Artful_Dodger_163485,alive,alive,active,NA,06/07/2018 02:00,5/30/19 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,358,47.0105,46.96967,-124.147,-123.89633,356.9166667,y,0.048978,5442.87208,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Asparuh,131250,Asparuh_131250,confirmed dead,confirmed dead,terminated over water,drowned,08/04/2013 12:06,09/12/2013 03:00,09/10/2013 00:00,Y,Bulgaria,NA,unknown,juv,juvenile,2,N,N,32,41.6,33.7705,25.985,20.83933,38.62083333,y,1.32431,147167.8688,1.004166667,NA,ceased over sea,track ends in sea
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Ava,135428,Ava_135428,likely dead,likely dead,inferred from transmissions,NA,5/15/14 16:00,6/29/18 0:00,NA,Y,United States,United States,F,ad,adult,54,N,N,1443,33.38883,33.60833,-112.68283,-112.588,1505.333333,y,0.000255,28.327305,2.433333333,NA,transmission from same location over 2 month period,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Bariloche1,136416,Bariloche1_136416,confirmed dead,confirmed dead,transmitter recovered,unknown,11/14/14 18:00,12/16/14 0:00,NA,NA,Argentina,Argentina,F,ad,adult,54,N,N,33,-41.18733,-42.16967,-71.14433,-70.65533,31.25,y,0.361381,40159.57522,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Bariloche2,135434,Bariloche2_135434,alive,alive,active,NA,11/14/14 18:00,5/30/19 0:00,NA,Y,Argentina,Brazil,M,ad,adult,54,N,N,1657,-41.18717,-10.90517,-71.14417,-62.27717,1657.25,y,0.097971,10887.27717,1,NA,still transmitting,NA
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),western europe,Baronnies_2019_Imm_wild_OR181635_5T,181635,Baronnies_2019_Imm_wild_OR181635_5T_181635,alive,alive,active,NA,04/01/2019 17:25,5/30/19 3:36,5/30/19 3:36,NA,France,France,unknown,2nd yr,immature,22,N,Y,60,44.43438339,43.85716248,5.322945118,5.932906628,58.42417824,y,0.193764,21532.60613,0.997450231,74.2,still transmitting,"born wild, found weakened in Baronnies in autumn 2018. kept in rehabilitation whole winter. released in Baronnies in April 2019"
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,BatuecasA,17020,BatuecasA_17020,alive,alive,active,NA,6/15/17 14:48,5/30/19 4:56,5/30/19 4:56,Y,Spain,Spain,M,3rd yr,immature,24,N,N,715,41.05353546,41.06195831,-6.663703442,-6.769111633,713.5889468,y,0.003409,378.870802,0.999137731,91.4,still transmitting,NA
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,BatuecasP,17022,BatuecasP_17022,alive,alive,active,NA,08/01/2017 00:02,5/30/19 0:43,5/30/19 0:43,N,Spain,Spain,F,juv,juvenile,2,N,N,667,41.06285477,40.84054947,-6.766503334,-6.53962183,667.0288079,y,0.050646,5628.151238,1.0008125,100,still transmitting,Nonmigratory
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Belgin,171346,Belgin_171346,likely dead,likely dead,inferred from transmissions,drowned,08/09/2018 01:56,9/18/18 0:17,9/18/18 0:17,Y,Bulgaria,Turkey,unknown,juv,juvenile,2,N,N,41,41.63591003,36.2170105,25.85634422,29.85806656,39.93148148,y,0.783055,87019.29815,0.999296296,98.1,ceased near sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Berenice,130672,Berenice_130672,confirmed dead,confirmed dead,terminated over water,drowned,08/02/2013 03:00,09/09/2013 12:00,09/09/2013 12:00,Y,Greece,NA,unknown,juv,juvenile,2,N,N,37,39.8,33.83567,21.68933,23.2085,38.375,y,0.758757,84319.12367,1.247013889,NA,ceased over sea,track ends in sea
Neophron percnopterus,ISPRA,italy,Binca_IHB,AF5AF11F,Bianca_IHB_AF5AF11F,confirmed dead,confirmed dead,carcass found,NA,8/16/18 8:59,09/12/2018 05:00,09/12/2018 05:00,Y,Italy,Italy,F,juv,juvenile,2,Y,N,25,40.6451833,36.7739717,16.66185,12.0043667,26.83435185,y,1.062956,118124.1381,1,NA,retrieved transmitter and carcass,"Probably poisoned. The carcass showed clear signs of convulsions (fethers abraded, turned nek and open beak)"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Black Knight,120507,Black Knight_120507,alive,alive,active,NA,5/15/13 21:53,5/17/19 20:34,NA,Y,United States,United States,unknown,ad,adult,54,N,N,887,41.8189,41.6763,-76.4188,-75.3394,2192.945556,y,0.022135,2459.869621,4.816766204,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Blanka,171345,Blanka_171345,confirmed dead,confirmed dead,carcass found,probably injured by people/animals and suffered to death,08/02/2018 06:02,10/19/18 0:02,10/09/2018 00:00,Y,Bulgaria,Ethiopia,F,juv,juvenile,2,Y,N,79,41.64996719,11.90906811,25.84464073,41.59094238,77.7497338,y,0.001756,195.163438,1.000011574,100,retrieved transmitter and carcass,The bird died on 21.10 in the morning
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Blizzard,57953,Blizzard_57953,confirmed dead,confirmed dead,transmitter recovered,collision with vehicle,6/22/05 16:00,10/06/2005 00:00,NA,Y,Canada,United States,unknown,ad,adult,54,N,N,107,53.03467,48.031,-106.375,-100.226,105.3333333,y,0.814354,90497.5691,1,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Boneyard1,135427,Boneyard1_135427,likely dead,likely dead,inferred from transmissions,unknown,5/14/14 0:00,04/04/2016 04:00,NA,Y,United States,Mexico,F,ad,adult,54,N,N,633,33.389,17.44583,-112.68267,-98.85983,691.1666667,y,0.005415,601.755231,2.716666667,NA,transmission from same location over 1 month period,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Boris,149505,Boris_149505,alive,alive,active,NA,7/21/15 4:00,5/30/19 4:00,5/30/19 4:00,Y,Bulgaria,Bulgaria,M,ad,adult,54,N,N,1410,41.59483,41.61667,25.64133,25.65183,1409,y,0.015276,1697.645114,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Boyana,171357,Boyana_171357,alive,alive,active,NA,5/16/18 0:16,5/30/19 3:09,5/30/19 3:09,Y,Bulgaria,Chad,F,2nd yr,immature,11,Y,N,380,41.59446335,13.17770863,25.64115906,17.37357903,379.1201852,y,0.049384,5487.978824,0.999862269,93,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Butterball,42500,Butterball_42500,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,11/05/2003 15:00,4/18/04 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,147,40.6375,40.65883,-76.01933,-75.92783,164.375,y,0.016315,1813.063544,1.0125,NA,"bird recaptured and transmitter removed to put on another bird -- bird in good condition. Will classify as ""transmitter failur""",why was this bird recaptured? Would it have died in the wild?
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,C39 Blue,17111,C39 Blue_17111,confirmed dead,confirmed dead,transmitter recovered,Hit a train when feeding on a dead boer,4/16/17 0:05,7/23/18 2:20,7/23/18 2:20,Y,Israel,Israel,unknown,701,immature,24,Y,N,464,32.55890274,32.55898666,34.93943405,34.93889236,463.0940509,y,0.000161,17.933392,1.000453704,100,Found,Age units are days
Neophron percnopterus,"Egyptian Vulture (Neophron percnopterus), Turkey, Armenia, Ethiopia ",caucasus,Cabuk,132087,Cabuk_132087,likely transmitter failure,likely dead,inferred from transmissions,NA,07/01/2014 03:00,12/08/2015 02:00,12/08/2015 02:00,Y,Turkey,Ethiopia,unknown,2nd yr,immature,13,N,N,511,40.0833,11.0695,43.6676,40.364,524.9583218,y,0.230215,25583.28796,6.71734375,NA,"long gap in trasnmission, during which time bird moved",NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Calm_Lady,144304,Calm_Lady_144304,alive,alive,active,NA,5/19/16 13:54,5/30/19 0:45,NA,Y,United States,United States,M,ad,adult,54,N,N,1097,33.4278,33.7384,-112.6963,-113.1779,1105.45213,y,0.135836,15095.15823,0.99558912,NA,still transmitting,NA
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,Camaces,17017,Camaces_17017,unknown,unknown,unknown,NA,7/31/17 12:29,09/11/2017 02:12,09/11/2017 02:12,Y,Spain,Morocco,F,juv,juvenile,1,N,N,26,41.00911331,34.08429718,-6.743571758,-5.792381763,41.57116898,y,1.175786,130662.7836,0.997916667,100,unknown,The animal was in a very bad body condition when it was marked. Surely this prevented him from surviving the conditions of the migratory trip when crossing the desert. The team responsible for marking has always ruled out any relationship with that power line.
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Captain Haddock,163488,Captain Haddock_163488,alive,alive,active,NA,1/22/17 19:00,5/30/19 0:00,NA,Y,United States,Canada,unknown,ad,adult,54,N,N,837,33.42833,48.55383,-112.696,-123.46867,857.2083333,y,0.021387,2376.692313,1.05,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Car Talk,135430,Car Talk_135430,likely dead,likely dead,inferred from transmissions,NA,5/17/14 18:00,5/29/19 0:00,NA,Y,United States,United States,F,ad,adult,54,N,N,1640,33.3895,32.0275,-112.683,-112.1525,1837.25,y,0.000102,11.335056,1.004166667,NA,static transmissions for months,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Carmen,48500501963,Carmen_48500501963,confirmed dead,confirmed dead,terminated over water,unknown,09/07/2015 00:01,12/26/15 0:01,10/17/15 0:00,Y,Italy,Italy,F,juv,juvenile,3,Y,N,111,39.106233,31.709233,16.891899,25.805033,110,y,0.198258,22032.05381,0.999930556,NA,stopped at sea,looks to have died at see and tx floated long after
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Castagnino,163486,Castagnino_163486,alive,alive,active,NA,11/24/17 19:00,5/30/19 0:00,NA,Y,Argentina,Chile,unknown,ad,adult,54,N,N,552,-41.128,-35.95617,-71.24983,-71.59767,551.2083333,y,0.039635,4404.510162,1,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Castor,135955,Castor_135955,unknown,unknown,unknown,unknown,5/14/14 11:00,2/15/16 1:00,2/15/16 1:00,Y,Greece,Ethiopia,unknown,ad,adult,54,N,Y,643,40.62333,6.76017,21.51933,42.83233,641.5833333,y,0.010792,1199.343384,1,NA,unknown,tagged after found disorientated due to lead poisoning
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),western europe,Causses_2018_Imm_wild_OR171075_4X,171075,Causses_2018_Imm_wild_OR171075_4X_171075,alive,alive,active,NA,04/05/2018 12:00,5/30/19 3:33,5/30/19 3:33,Y,France,Spain,unknown,2nd yr,immature,22,N,Y,421,44.20375443,36.43340302,3.255665064,-5.97423315,419.6479167,y,0.065524,7281.503398,1.000688657,67.6,still transmitting,"born wild in Gorges de la Dourbie, found weakened in Sept 2017. released in sept 2017, found again. Kept in captivity and rehabilitated the whole winter 2017-2018. released 05/04/2018. recovered again in Dourbie Canyon on 16 May 2018. "
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Chuupa,182258,Chuupa_182258,alive,alive,active,NA,1/20/19 9:16,5/19/19 8:05,5/19/19 8:05,NA,Ethiopia,Ethiopia,unknown,2nd yr,immature,7,N,N,84,8.856550217,10.44137192,39.91941833,41.90215683,118.9508218,y,0.303856,33766.85523,4.684927083,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Cinco,136415,Cinco_136415,confirmed dead,confirmed dead,transmitter recovered,"potentially poisoned, found with 2 black vutlures and 2 chimango caracaras",11/19/14 18:00,4/18/15 11:00,NA,Y,Argentina,Argentina,F,ad,adult,54,N,N,151,-41.18717,-26.34917,-71.14417,-63.75167,149.7083333,y,0.448315,49820.3122,1,NA,transmitter recovered,NA
Neophron percnopterus,ISPRA,italy,Clara_IHC,B05AF11F,Clara_IHC_B05AF11F,confirmed dead,confirmed dead,carcass found,NA,8/16/18 9:30,09/08/2018 06:00,09/08/2018 06:00,NA,Italy,Tunisia,F,juv,juvenile,2,Y,N,24,40.64519,37.7127983,16.6618667,12.6724333,22.85444444,y,0.679749,75539.18532,0.999971065,NA,retrieved transmitter and carcass,X rays revealed many gunshot in the carcass
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Coy,174648,Coy_174648,alive,alive,active,NA,06/01/2018 23:00,5/30/19 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,364,47.00033,47.28,-123.94783,-123.37617,362.0416667,y,0.11873,13194.26767,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,David,127778,David_127778,alive,alive,active,NA,08/10/2013 01:00,5/17/19 0:00,NA,Y,Canada,Canada,unknown,juv,juvenile,2,N,N,1650,53.00467,52.217,-106.313,-103.38083,2105.958333,y,1.196733,132990.5579,3.383333333,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Desert_Rat,127772,Desert_Rat_127772,likely dead,likely dead,inferred from transmissions,unknown,5/24/13 13:00,11/15/16 0:00,NA,Y,United States,Mexico,F,ad,adult,54,N,N,1262,32.88683,14.82033,-112.03733,-92.22867,1270.458333,y,0.009496,1055.261486,1,NA,transmission from same location over 3 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - eastern,Disney,52069,Disney_52069,unknown,unknown,unknown,NA,9/19/04 21:00,10/17/11 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,2487,40.3605,38.64267,-75.71683,-79.349,2583.125,y,0.02358,2620.414354,1,NA,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Dobromir,118150,Dobromir_118150,unknown,unknown,unknown,shot,8/16/12 18:00,9/24/16 2:00,9/24/16 2:00,Y,Bulgaria,Sudan,unknown,juv,juvenile,2,N,N,1492,43.14567,14.50783,27.63883,30.302,1499.333333,y,0.583418,64834.06861,1,NA,unknown,probably killed but no evidence could be obtained. Last locations from inside a village
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Domingo,84797,Domingo_84797,likely dead,likely dead,inferred from transmissions,unknown,02/05/2011 14:20,5/29/12 0:00,NA,Y,Argentina,Bolivia,unknown,ad,adult,54,N,N,462,-36.8453,-13.5841,-64.2324,-63.6679,478.4027778,y,0.005742,638.124647,0.987847222,NA,transmission from same location over 5 days before ceasing,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - central ,Duck Lake,57953,Duck Lake_57953,confirmed dead,confirmed dead,transmitter recovered,collsion with powerline,6/21/06 20:00,10/27/06 0:00,NA,Y,Canada,Canada,unknown,ad,adult,54,N,N,129,52.69516667,49.7325,-106.1388333,-100.3618333,127.1666667,y,0.111163,12353.31542,1.054166667,NA,transmitter recovered,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Early_Bird,144305,Early_Bird_144305,alive,alive,active,NA,5/20/16 15:13,5/30/19 1:15,NA,Y,United States,United States,M,ad,adult,54,N,N,1097,33.4276,33.0984,-112.697,-112.9884,1104.418218,y,0.01499,1665.775715,0.993716435,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Edgar,175727,Edgar_175727,alive,alive,active,NA,9/15/18 23:00,5/30/19 0:00,NA,Y,United States,United States,unknown,ad,adult,54,N,N,258,33.282,33.3605,-111.14517,-111.13733,256.0416667,y,0.051051,5673.187305,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Edward Abbey,127774,Edward Abbey_127774,likely dead,likely dead,inferred from transmissions,unknown,5/26/13 17:00,11/10/2018 00:00,NA,Y,United States,El Salvador,F,ad,adult,54,N,N,1982,32.873,13.25933,-112.057,-88.26117,1993.291667,y,0.035425,3936.753296,1,NA,transmission from same location over 3 days before ceasing,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Elodie,135956,Elodie_135956,confirmed dead,confirmed dead,transmitter recovered,shot,8/28/16 6:44,9/13/17 3:00,9/13/17 3:00,Y,Bulgaria,Niger,F,juv,juvenile,2,Y,N,379,43.1555,15.01317,26.27962,7.67117,380.8441204,y,0.011898,1322.255508,1.114600694,NA,retrieved transmitter and asked locals,NA
Cathartes aura,Vulture Movements,north america - eastern,ELV_TV,121787,ELV_TV_121787,confirmed dead,confirmed dead,terminated over water,unknown,1/31/13 15:00,05/01/2013 00:00,NA,N,United States,NA,F,ad,adult,54,N,N,91,24.573,24.52483,-81.67367,-82.02133,89.375,y,0.119573,13287.89234,1,NA,last location at water surface off FL Keys,"likely a condition known as ""fall out"", trying to head somewhere over water and becoming exhausted by head winds and dropping to water between Barracouta and Marquesas Keys"
Cathartes aura,Vulture Movements,north america - eastern,EMH_TV,121788,EMH_TV_121788,confirmed dead,confirmed dead,carcass found,unknown,02/01/2013 16:00,11/30/16 0:00,NA,Y,United States,United States,M,ad,adult,54,N,N,759,24.57317,29.653,-81.67367,-82.28767,1397.333333,y,0.000722,80.206412,1,NA,transmitter recovered from dead bird,"transmitted statically, PA WS directed to last location to recover transmitter."
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ertale,182252,Ertale_182252,alive,alive,active,NA,1/26/19 9:05,5/30/19 0:32,5/30/19 0:32,Y,Ethiopia,Turkey,unknown,ad,adult,54,N,N,125,11.54074192,39.50958633,40.81601715,32.15328979,123.6433333,y,0.321795,35760.4721,0.999230324,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,EV10,17113,EV10_17113,confirmed transmitter failure,confirmed transmitter failure,resighted / recaptured,NA,7/15/17 0:05,8/22/17 0:07,8/22/17 0:07,Y,Israel,Sudan,unknown,224,juv,8,Y,N,39,32.4717865,18.05933762,34.98392487,31.1617775,38.00115741,y,1.746055,194035.6469,1.000130787,96.1,bird resighted,"Age units are days, transmitter stopped working, bird seen alive summer 2019"
Cathartes aura,Turkey Vulture Acopian Center USA GPS,south america,Fenix,136416,Fenix_136416,confirmed dead,confirmed dead,transmitter recovered,killed by a fox,2/28/15 0:00,10/21/17 23:00,NA,Y,Argentina,Argentina,unknown,ad,adult,54,N,N,959,-41.12783,-41.14033,-71.24967,-71.24533,966.9583333,y,0.032914,3657.655435,1,NA,transmitter recovered,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Fentale,182251,Fentale_182251,unknown,unknown,unknown,NA,1/22/19 9:02,05/03/2019 01:42,05/03/2019 01:42,N,Ethiopia,Ethiopia,unknown,3rd yr,immature,19,N,N,102,9.062495232,11.77626705,39.91034317,40.90812683,100.694375,y,0.325844,36210.40681,0.999403935,100,unknown,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Fer,182253,Fer_182253,alive,alive,active,NA,5/15/19 1:04,5/30/19 0:00,5/30/19 0:00,NA,Bulgaria,Bulgaria,unknown,2nd yr,immature,11,Y,N,16,41.59442902,41.5982132,25.64137077,25.63885498,14.9552662,y,0.000589,65.478951,0.999997685,92.4,"still transmitting, very few locations",NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 H36 Green,180319,Gamla 2018 H36 Green_180319,unknown,unknown,unknown,NA,07/11/2018 13:14,11/08/2018 05:44,11/08/2018 05:44,Y,Syrian Arab Republic,Sudan,unknown,juv,juvenile,1,N,N,73,32.89871979,10.14315987,35.76559448,29.12295341,119.6876968,y,0.887648,98642.49338,1.008082176,98.2,transmission ceased in a no-GSM wintering area,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 J4107,180322,Gamla 2018 J4107_180322,alive,alive,active,NA,07/11/2018 12:04,5/29/19 5:08,5/29/19 5:08,Y,Syrian Arab Republic,Chad,unknown,juv,juvenile,1,N,N,302,32.89861298,15.66723537,35.76422882,23.67345619,321.7116551,y,1.511098,167925.2674,1.793453704,85.3,still transmitting,Tagged in the nest
Neophron percnopterus,Egyptian vulture Kobierzycki Gardon ,western europe,Gardon_2016_Ad_wild_MW707 ,707,Gardon_2016_Ad_wild_MW707 _707,alive,alive,active,NA,3/29/16 6:46,5/30/19 1:16,5/30/19 1:16,Y,France,France,M,ad,adult,54,N,N,925,44.2314,44.37482,4.41436,4.43738,1156.770405,y,0.002469,274.337693,1.096199074,NA,still transmitting,adult captured at breeding site in Gardon. born in 2009 in Herault and ringed in 2009.
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Gash,157420,Gash_157420,alive,alive,active,NA,5/18/16 18:00,5/30/19 0:00,NA,Y,United States,United States,M,ad,adult,54,N,N,1097,33.428,32.78683,-112.69567,-113.41967,1106.25,y,0.502688,55862.74974,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Grayland,174649,Grayland_174649,alive,alive,active,NA,06/02/2018 17:00,5/30/19 0:00,NA,Y,United States,Canada,unknown,ad,adult,54,N,N,363,46.8325,49.78783,-124.1075,-123.1745,361.2916667,y,0.114048,12673.88747,1,NA,still transmitting,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 01-Zuri-5533,5533,Guipuzcoa 01-Zuri-5533_5533,confirmed dead,confirmed dead,transmitter recovered,unknown,7/17/17 8:15,11/27/17 4:00,11/27/17 4:00,Y,Spain,Mauritania,F,juv,juvenile,1,N,N,134,43.16938,16.30394,-2.123876,-13.21682,132.8231019,y,0.630630037,,1,NA,"11-28-2017 it begins to appear apparently static 2 km north of Djivol in Mauritania. 12-12-2017 remains of the bird and trasnmiter are found by a local head of the area, notified by Mané. We recovered the device. Cause of death unknown",NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 02-Endoia-5534,5534,Guipuzcoa 02-Endoia-5534_5534,likely transmitter failure,likely transmitter failure,inferred from transmissions,NA,7/17/17 13:25,09/07/2017 04:00,09/07/2017 04:00,Y,Spain,Spain,M,juv,juvenile,1,N,N,53,43.19792,36.33941,-2.277571,-5.968527,51.60783565,y,1.770895613,,1.331549769,NA,long time between last fixesm during which bird moved significant distance,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 03 - Ekhi - 5533,5533,Guipuzcoa 03 - Ekhi - 5533_5533,alive,alive,active,NA,7/19/18 16:04,5/30/19 4:00,5/30/19 4:00,Y,Spain,Mauritania,unknown,juv,juvenile,1,N,N,311,42.96061,16.89298,-2.360367,-12.39253,314.4972222,y,0.335790011,,0.998859954,NA,still transmitting,NA
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Gurman,114,Gurman_114,likely transmitter failure,likely transmitter failure,inferred from transmissions,NA,7/24/17 12:12,11/04/2018 03:27,11/04/2018 03:27,Y,Russia,Yemen,unknown,juv,juvenile,1,N,N,449,43.00113,13.88479,47.20156,43.77549,467.6354167,y,0.28799,32003.7845,0.998055556,NA,1 sensor failed while another continued to transmit data.,Tagged in the nest
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Blue,180323,H42 Blue_180323,likely dead,likely dead,inferred from transmissions,NA,12/13/18 15:05,1/13/19 3:55,1/13/19 3:55,NA,Israel,Saudi Arabia,unknown,171,juv,6,Y,N,32,32.75046158,30.20084763,35.01750183,38.76715088,30.53461806,y,0.510123,56688.94241,0.998751157,36.9,"Same location for a long period, was searched for 4 months after disapearnace with nothing found",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Green,171086,H42 Green_171086,alive,alive,active,NA,12/13/17 4:06,5/30/19 2:08,5/30/19 2:08,Y,Israel,Palestine,unknown,570,immature,20,Y,N,427,32.75216293,31.48824501,35.01342392,35.31668472,532.9183218,y,1.172745,130324.7974,1.00050463,82.3,still transmitting,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H50 Green,171084,H50 Green_171084,confirmed dead,confirmed dead,transmitter recovered,"Found in a drinking pool, possibly drowned after exhaustion",12/13/17 4:06,08/08/2018 02:43,08/08/2018 02:43,NA,Israel,Egypt,unknown,207,juv,7,Y,N,239,32.75217056,28.13488197,35.01344299,34.36839676,237.9425,y,1.065837,118444.3287,1.001391204,99.4,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H54 Green,180324,H54 Green_180324,unknown,unknown,unknown,NA,12/22/18 4:09,5/20/19 5:29,5/20/19 5:29,NA,Israel,Syrian Arab Republic,unknown,551,immature,20,Y,N,147,32.75208282,36.32237244,35.01375961,40.25368881,149.0554282,y,1.137203,126375.149,1.000888889,100,"Last location hostile but with very poor GSM cover, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H57 Green,180325,H57 Green_180325,confirmed dead,confirmed dead,transmitter recovered,Electrocuted,12/23/18 4:10,04/04/2019 06:17,04/04/2019 06:17,Y,Israel,Turkey,unknown,549,immature,19,Y,N,98,32.75209427,37.7419548,35.01347733,36.8273735,102.0884838,y,0.6488,72099.80917,1.010130787,79.4,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H60 Blue,16124,H60 Blue_16124,alive,alive,active,NA,12/13/17 5:22,5/30/19 1:33,5/30/19 1:33,Y,Israel,Syrian Arab Republic,unknown,550,immature,19,Y,N,360,32.75217819,33.0796051,35.01341629,35.67793655,532.8411921,y,0.003782,420.332436,0.999958333,87.4,still transmitting,Age units are days
