Population,Ageclass,Origin,med.surv,lcl.surv,ucl.surv
Balkans/Italy,adult,wild,0.969320713907029,0.937755316411697,0.986698153083114
Balkans/Italy,juvenile,captive,0.0906981854511323,0.0146916207918045,0.28304028359155
Balkans/Italy,juvenile,wild,0.139422605294667,0.0296077578616446,0.347409953200768
Caucasus/Middle East,adult,wild,0.969320713907029,0.937755316411697,0.986698153083114
Caucasus/Middle East,juvenile,captive,0.225148421119202,0.112771405688784,0.399652021567968
Caucasus/Middle East,juvenile,wild,0.303044289436853,0.15929939830872,0.471634326284269
western Europe,adult,wild,0.996638893620607,0.989318249647919,0.998835985687829
western Europe,juvenile,wild,0.871232817255863,0.70927915160026,0.938447035743607
