species,study.name,population,id,tag,id.tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,comments
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ilin,130675,Ilin_130675,2013-08-20,2013-10-26,2013-10-27,41.76817,21.72317,41.99067,21.45017,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,67.33333333,confirmed dead,2,unknown,Y,N,N,carcass found,predation,Microwave satellite,backpack,45,0.038390026,6.041666667,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,18,N,2,4,juvenile,Balkans & Italy,dead,"Found dead near the nest, killed by predator"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ilina,130674,Ilina_130674,2013-08-05,2013-09-24,2013-09-25,41.769,21.72467,36.32067,30.084,The former Yugoslav Republic of Macedonia,NA,56.875,confirmed dead,2,unknown,Y,N,N,carcass found,predation,Microwave satellite,backpack,45,1.275858453,0.995833333,The former Yugoslav Republic of Macedonia,Turkey,40,N,1,3,juvenile,Balkans & Italy,dead,Most probably killed by Bonneli's eagle
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Iste,132086,Iste_132086,2014-06-10,2020-06-19,2020-06-22,40.0831,43.6674,39.7931,42.5251,Turkey,Turkey,2201.225035,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Northstar 30g Argos/GPS Solar PTTs,backpack,30,0.029909796,5.058267361,Turkey,Turkey,2087,N,72,126,adult,Middle East,tx failure,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Izi,171354,Izi_171354,2020-05-22,2020-10-30,2020-10-31,41.59438,25.64132,32.61349487,35.01388168,Bulgaria,NA,160.9961227,alive,11,unknown,Y,Y,N,active,NA,Ornitela,legloop,30,1.390413065,0.999105324,Bulgaria,Israel,162,Y,5,16,juvenile,Balkans & Italy,alive,
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Jane,190556,Jane_190556,2019-07-29,2020-10-20,2020-10-21,40.6451,16.66189,16.29704094,-7.23767519,Italy,Mauritania,458.0821528,alive,13,F,y,y,N,active,NA,Ornitela OT25,backpack,25,0.179013672,1.000208333,Italy,Mauritania,437,Y,14,27,adult,Balkans & Italy,alive,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Jenny,149507,Jenny_149507,2015-07-30,2019-05-28,2019-05-28,41.58367,25.65033,41.59167,25.44517,Bulgaria,Bulgaria,1918.708333,alive,54,F,Y,N,N,active,NA,Microwave satellite,backpack,45,0.018658919,1,Bulgaria,Bulgaria,1388,N,45,99,adult,Balkans & Italy,alive,NA
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,JuvSendim,16094,JuvSendim_16094,2019-08-10,2019-08-26,2019-08-26,41.38648,-6.390967,41.38894653,-6.385813236,Portugal,Portugal,21.94640046,confirmed dead,1,unknown,Y,N,N,carcass found,unknown,Ornitela_2G,backpack,25,0.003168822,0.998667824,Spain,Spain,17,N,0,1,juvenile,Western Europe,dead,Chick marked in the nest on the 01.08.2019. Found dead 02.09.2019 awaiting necropsy results
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Kapchug,115,Kapchug_115,2017-07-23,2017-09-25,2017-09-25,42.98421,47.18025,38.96566,48.78752,Russia,Azerbaijan,63.68194444,unknown,1,unknown,Y,N,N,unknown,NA,NA,NA,NA,0.559050955,1.005763889,Russia,Azerbaijan,31,N,2,3,juvenile,Middle East,unknown,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Karbolet_L I22 Red,200651,Karbolet_L I22 Red_200651,2020-07-25,2020-08-22,2020-10-31,30.61354256,34.9823761,28.83003426,34.09251785,Israel,"Egypt according to GPS, Yemen accoeding to capturer",27.88020833,likely dead,2,unknown,Y,N,N,inferred from transmissions,probably human,Ornitela OT-30,legloop,30,0.284496166,0.988179398,Israel,Egypt,29,N,0,2,juvenile,Middle East,dead,"A juvenile bird with a transmitter was caught and injured in Yemen. Although the rings and GPS were never recovered, this is the only bird that fits the description and was in yemen at the time."
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Karbolet_S I21 Red,200650,Karbolet_S I21 Red_200650,2020-08-07,2020-10-30,2020-10-31,30.61026764,34.98283005,4.267290115,42.37703705,Israel,Saudi Arabia,83.62040509,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,1.035754133,0.999862269,Israel,Ethiopia,78,N,2,4,juvenile,Middle East,alive,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Karel,119158,Karel_119158,2015-09-10,2015-10-19,2015-10-20,39.1015,16.88783,36.75033,15.0645,Italy,Italy,38.70833333,likely transmitter failure,3,M,Y,Y,N,inferred from transmissions,unknown,Microwave Solar Argos/GPS PTT,backpack,NA,0.572826814,0.995833333,Italy,Italy,40,Y,1,4,juvenile,Balkans & Italy,tx failure,NA
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Kate,190557,Kate_190557,2019-07-29,2019-12-26,2019-12-27,40.64519,16.66182,37.1895752,13.96675873,Italy,Italy,150.2581019,confirmed dead,13,F,y,y,N,carcass found,unknown,Ornitela OT25,backpack,25,0.14310889,1.700236111,Italy,Italy,143,Y,4,17,juvenile,Balkans & Italy,dead,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Katerina,130671,Katerina_130671,2013-08-24,2013-09-21,2013-10-01,41.14467,26.18267,32.53917,27.41,Greece,Egypt,371.9583333,likely dead,2,unknown,Y,N,N,inferred from transmissions,drowned,Microwave satellite,backpack,45,1.152766057,2.633333333,Greece,NA,22,N,0,2,juvenile,Balkans & Italy,dead,Bird drowned on the 18/9/2013 although carcass likely washed up on beach in Egypt on the 10/10/2013. Contacted locals to try to find it. Claimed they never did but a year later there were some fixes from Alexandria!!
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 01-Brieva-4404,4404,La Rioja 01-Brieva-4404_4404,2016-07-20,2017-03-31,2017-04-01,42.16987,-2.769862,16.9650155,-11.0388268,Spain,Mauritania,254.1249653,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,0.216192661,2.641667824,Spain,Mauritania,201,N,8,9,juvenile,Western Europe,unknown,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 02-Quel-4405,4405,La Rioja 02-Quel-4405_4405,2016-07-20,2017-10-11,2018-01-02,42.16989,-2.769875,17.1673857,-14.9239831,Spain,Mauritania,448.1364468,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,0.184406992,28.22711111,Spain,Mauritania,42,N,14,15,juvenile,Western Europe,unknown,
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 03 - Lidia -REKI38,48797732417,La Rioja 03 - Lidia -REKI38_48797732417,2018-07-20,2020-01-23,2020-01-24,42.88157,-2.632999,15.864083,-15.681899,Spain,Senegal,552,unknown,1,M,Y,N,N,unknown,NA,"SAKER-M, GPS-GSM Ecotone",backpack,21,0.000432425,1,Spain,Senegal,541,N,18,19,adult,Western Europe,unknown,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Langullo-9FC,5782,Langullo-9FC_5782,2017-07-20,2017-09-14,2017-09-15,40.48221,-4.167468,34.5203176,-4.9353954,Spain,Morocco,56.99965278,unknown,2,F,Y,N,N,unknown,NA,e-obs Bird GSM solar,backpack,48,1.009760732,1.099972222,Spain,Morocco,24,N,1,3,juvenile,Western Europe,unknown,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Larouco-2HP,48500703772,Larouco-2HP_48500703772,2016-07-25,2019-08-06,2019-08-14,40.95475,-4.100033,41.338783,-5.983533,Spain,Spain,1106.786806,unknown,2,M,Y,N,N,unknown,NA,Ecotone SAKER-M,backpack,21,0.703890605,7.824930556,Spain,Spain,206,N,36,38,adult,Western Europe,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lazaros,108050,Lazaros_108050,2012-06-23,2013-03-31,2013-03-31,39.789,21.7325,41.05583,24.14917,Greece,Greece,280.5,confirmed dead,54,F,Y,N,Y,carcass found,poisoning,Microwave satellite,backpack,45,2.33985216,1.016666667,Greece,Greece,282,N,9,63,adult,Balkans & Italy,dead,Tagged after being found poisoned in Meteora; poisoned again one year later
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lenka,171345,Lenka_171345,2019-08-26,2019-11-15,2019-11-17,41.64299,25.87877,35.02528763,26.07086754,Bulgaria,Greece,81.0878588,confirmed dead,2,F,Y,Y,N,carcass found,Unknown,Ornitela,backpack,30,0.014721342,1.000652778,Bulgaria,NA,82,Y,2,4,juvenile,Balkans & Italy,dead,
Neophron percnopterus,ISPRA,italy,Leonardo,B15AF11F,Leonardo_B15AF11F,2018-08-10,2019-09-03,2019-09-14,40.6769,16.5959,37.8534,15.1608,Italy,Mali,388.4944213,unknown,2,M,y,y,N,unknown,NA,Milsar GsmRadio Tag-M9,backpack,16,0.544588552,0.995826389,Italy,Italy,31,Y,12,14,juvenile,Balkans & Italy,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Levkipos,118146,Levkipos_118146,2012-08-07,2015-01-31,2015-02-01,41.089,26.13933,10.86567,26.57283,Greece,Sudan,1044.416667,likely transmitter failure,2,unknown,Y,N,N,inferred from transmissions,unknown,Microwave satellite,backpack,45,0.077693403,1,Greece,Sudan,897,N,29,31,adult,Balkans & Italy,tx failure,The bird died on 26.01.2015. Since then transmitter was sending signal from the same location
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Logiya,118174,Logiya_118174,2013-12-01,2020-10-19,2020-10-19,11.71533,40.974,11.00967,41.21317,Ethiopia,Ethiopia,2524.833333,alive,30,unknown,Y,N,N,active,NA,Microwave 45g Argos/GPS Solar PTTs,backpack,45,0.000863889,1.1,Ethiopia,Ethiopia,2231,N,82,112,adult,Middle East,alive,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Loma,182260,Loma_182260,2019-12-16,2020-04-15,2020-04-16,11.713746,40.9760387,36.40784073,44.77937317,Ethiopia,Iraq,120.875544,confirmed dead,54,,Y,N,N,carcass found,shot,Ornitela,legloop,30,0.142726709,1.014740741,Ethiopia,Iraq,122,N,3,57,adult,Middle East,dead,"cause of death officially unknown, but circumstances indicate it was shot (picked up within minutes of dying!)"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lomets,118149,Lomets_118149,2016-08-26,2016-09-14,2016-09-14,43.648,26.05967,34.9825,32.51567,Bulgaria,Cyprus,18.58333333,confirmed dead,2,M,Y,Y,N,terminated over water,drowned,Microwave satellite,backpack,45,1.54377053,1,Bulgaria,Cyprus,20,Y,0,2,juvenile,Balkans & Italy,dead,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Lucky,193632,Lucky_193632,2020-06-24,2020-10-28,2020-10-31,41.59387,25.64417,11.52976131,29.79725075,Bulgaria,NA,125.7726505,alive,25,unknown,Y,N,N,active,NA,Ornitela,legloop,30,1.105790026,0.997793981,Bulgaria,Sudan,127,N,4,29,adult,Balkans & Italy,alive,
Neophron percnopterus,ISPRA,italy,Lucrezia,B05AF11F,Lucrezia_B05AF11F,2019-08-15,2020-06-15,2020-06-16,40.6451,16.6619,40.605,16.807,Italy,Italy,373.1806944,confirmed dead,26,F,y,y,N,carcass found,probably elettrocuted,Milsar GsmRadio Tag-M9,backpack,16,0.24822912,0.97140162,Italy,Italy,306,Y,10,36,adult,Balkans & Italy,dead,"The carcass was found at the foot of an electric pole, with burned grass"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Macedonia,61952,Macedonia_61952,2011-08-10,2011-09-16,2011-09-17,41.18317,21.717,40.5305,23.20483,The former Yugoslav Republic of Macedonia,NA,39,confirmed dead,2,unknown,Y,N,N,terminated over water,drowned,Microwave satellite,backpack,45,0.771181247,1.004166667,The former Yugoslav Republic of Macedonia,Greece,34,N,1,3,juvenile,Balkans & Italy,dead,track ends in sea
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Malysh,116,Malysh_116,2017-07-23,2017-10-14,2017-10-15,42.98465,47.18038,21.25267,40.69912,Russia,Saudi Arabia,91.06944444,confirmed dead,1,unknown,Y,N,N,resighted / recaptured,Collision with wires on power line and delivered to a rehabilitation center,NA,NA,NA,1.044099857,1.339652778,Russia,Saudi Arabia,62,N,2,3,juvenile,Middle East,dead,Tagged in the nest
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Manzaneda-95P,6471,Manzaneda-95P_6471,2018-08-06,2020-09-05,2020-09-09,41.20507,-4.827073,14.485795,-12.4621498,Spain,Senegal,760.9999306,likely dead,3,M,Y,N,N,inferred from transmissions,NA,e-obs Bird GSM solar,backpack,48,2.04E-05,1.4,Spain,Senegal,686,N,24,27,adult,Western Europe,dead,"suspected mortality, same location for a long time"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Maok I37 Red,200647,Maok I37 Red_200647,2020-07-12,2020-09-13,2020-10-31,30.61847115,35.03292847,26.93886375,32.44490814,Israel,Egypt,62.73851852,unknown,2,unknown,Y,N,N,,,Ornitela OT-30,legloop,30,0.864991278,1.000291667,Israel,Egypt,51,N,2,4,juvenile,Middle East,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Maria,149504,Maria_149504,2016-08-14,2016-10-07,2016-10-08,41.61867,25.65083,31.117,36.889,Bulgaria,Saudi Arabia,65,likely dead,2,unknown,Y,N,N,inferred from transmissions,unknown,Microwave satellite,backpack,45,1.893074419,1,Bulgaria,Jordan,42,N,1,3,juvenile,Balkans & Italy,dead,The bird died on 10.10.2016. Since then transmitter was sending signal from the same location
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Masada I32 Red,200642,Masada I32 Red_200642,2020-07-06,2020-10-22,2020-10-31,31.30982971,35.35600662,13.43129158,28.33165359,Israel,Sudan,107.826794,alive,1,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.245140009,2.907231481,Israel,Sudan,79,N,3,4,juvenile,Middle East,alive,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Mata-181686,181686,Mata-181686_181686,2019-07-25,2020-01-10,2020-01-11,42.32494,-7.185443,17.12988472,-11.85478973,Spain,Mauritania,168.6420023,unknown,2,M,Y,N,N,unknown,NA,Ornitela OT-30 2G,backpack,30,0.022944135,1.006006944,Spain,Mauritania,146,N,5,7,juvenile,Western Europe,unknown,NA
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Molina 80419,80419,Molina 80419_80419,2008-08-14,2011-04-10,2011-04-10,40.8165,-1.838,40.88983,-1.76333,Spain,Spain,969.3333333,likely dead,54,F,Y,N,N,inferred from transmissions,NA,solar-powered GPS Microwave telemetry ,backpack,45,1.798588307,4.666666667,Spain,Spain,842,N,31,85,adult,Western Europe,dead,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Montejo-95N,181641,Montejo-95N_181641,2018-08-02,2019-05-29,2019-05-30,41.53552,-3.589222,41.47944641,-3.582363367,Spain,Spain,819.8722222,alive,54,M,Y,N,N,active,NA,Ornitela OT-30 2G,backpack,30,0.000877454,0.999064815,Spain,Spain,301,N,9,63,adult,Western Europe,alive,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Neli,200641,Neli_200641,2020-08-06,2020-10-10,2020-10-31,41.61696,25.65046,36.39122391,28.190979,Bulgaria,NA,64.6662037,unknown,2,,Y,Y,N,NA,NA,Ornitela,legloop,30,0.336881491,1.001130787,Bulgaria,NA,33,Y,2,4,juvenile,Balkans & Italy,unknown,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Nikola-Spasimir,182267,Nikola-Spasimir_182267,2019-08-02,2019-09-07,2019-09-08,41.64357,25.87223,38.04098892,21.83072662,Bulgaria,Mediterranean sea,35.86762731,confirmed dead,2,F,Y,Y,N,inferred from transmissions,Natural barrier,Ornitela,backpack,30,1.014166206,1.002289352,Bulgaria,Greece,21,Y,1,3,juvenile,Balkans & Italy,dead,
Neophron percnopterus,ISPRA,italy,Noe,AC5AF11F,Noe_AC5AF11F,2019-08-10,2019-10-03,2019-10-04,40.677,16.5961,36.7934,15.0629,Italy,Libya,53.88826389,confirmed dead,2,M,y,y,N,terminated over water,drop in the sea,Milsar GsmRadio Tag-M9,backpack,16,0.116538907,1.000024306,Italy,Italy,55,Y,1,3,juvenile,Balkans & Italy,dead,Looks to have died at see and then floated long after; indecipoherable lat long in data provided
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Odiseas,118149,Odiseas_118149,2012-09-11,2012-09-16,2012-09-16,41.10467,26.24133,41.09317,26.24183,Greece,Greece,4.833333333,confirmed dead,3,unknown,Y,N,Y,carcass found,exhaustion,Microwave satellite,backpack,45,0.002699974,0.972222222,Greece,Greece,6,N,0,3,juvenile,Balkans & Italy,dead,Found dead near Dadia; This individual was rescued before tagging; Probable reason of death - bad physical condition
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Orada,48500703778,Orada_48500703778,2015-07-21,2017-02-10,2017-02-10,39.511333,46.398683,9.370999,40.442116,Armenia,Ethiopia,569.4944444,unknown,13,unknown,Y,N,N,unknown,NA,Ecotone Saker-M 19g Solar GSM,backpack,19,0.086909171,1.000069444,Armenia,Ethiopia,571,N,18,31,adult,Middle East,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Oriana,182256,Oriana_182256,2019-08-02,2020-10-30,2020-10-31,41.62311,25.89028,13.7896347,16.92136574,Bulgaria,NA,454.7043056,alive,2,F,Y,Y,N,active,NA,Ornitela,backpack,30,0.592214902,1.0008125,Bulgaria,Chad,442,Y,14,16,juvenile,Balkans & Italy,alive,
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Ossau_2018_Ad_wild_OR17996_PC0,17996,Ossau_2018_Ad_wild_OR17996_PC0_17996,2018-04-21,2019-09-22,2019-09-25,43.06973267,-0.415683329,17.14729881,-10.93489647,France,Senegal,519.2981829,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Ornitela OT-30-3GC,legloop,30,2.328742716,2.066313657,France,Mauritania,412,N,17,71,adult,Western Europe,tx failure,"Adult caught in Ossau (Castet) 21/04/2018. age unknown; tag failure in 25 sept 2019, resighted alive in Ossau in spring 2020."
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Panteley,171360,Panteley_171360,2018-05-16,2019-05-29,2019-05-30,41.59446,25.64143,41.59856415,23.84306908,Bulgaria,Bulgaria,898.1695602,alive,11,M,Y,Y,N,active,NA,Ornitela,backpack,30,0.849839835,0.997680556,Bulgaria,Bulgaria,378,Y,12,23,adult,Balkans & Italy,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Parzuf_L I35 Red,200645,Parzuf_L I35 Red_200645,2020-07-06,2020-10-29,2020-10-31,30.83784866,34.79663849,12.02084351,25.85192299,Israel,Sudan,115.2476042,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.404709522,1.020907407,Israel,Sudan,102,N,3,5,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Parzuf_S I34 Red,200644,Parzuf_S I34 Red_200644,2020-07-07,2020-10-24,2020-10-31,30.84306145,34.79332352,14.1412735,26.02153969,Israel,Sudan,108.9232176,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.562750316,1.000105324,Israel,Sudan,77,N,3,5,juvenile,Middle East,alive,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Paschalis,130670,Paschalis_130670,2013-08-14,2014-02-14,2014-02-15,41.14533,26.18267,14.44867,10.169,Greece,Niger,199.4583333,confirmed dead,2,unknown,Y,N,N,transmitter recovered,hunting,Microwave satellite,backpack,45,0.201386142,1,Greece,Niger,175,N,6,8,juvenile,Balkans & Italy,dead,Killed by Nigerian hunter on 27.2.2014; exported to be sold in Nigeria
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Poiares,48797733001,Poiares_48797733001,2017-06-01,2017-11-18,2018-04-05,40.8981,-6.9674,14.0555,-11.874966,Portugal,Portugal,169.7673611,likely transmitter failure,54,F,Y,N,Y,inferred from transmissions,NA,Ecotone SKUA H GRIFFON LF,backpack,35,2.887945741,14.685625,Portugal,Mali,171,N,5,59,adult,Western Europe,tx failure,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. 
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Polya,171356,Polya_171356,2018-05-16,2020-05-07,2020-05-08,41.59454,25.64137,37.31412888,30.38421822,Bulgaria,Turkey,898.1585648,confirmed dead,11,F,Y,Y,N,carcass found,Electrocuted,Ornitela,backpack,30,1.407380158,1.000891204,Bulgaria,Turkey,723,Y,23,34,adult,Balkans & Italy,dead,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Vaucluse ID_PROG 457,western europe,Provence_2016_Ad_wild_EO5018_Salome_8P,5018,Provence_2016_Ad_wild_EO5018_Salome_8P_5018,2016-10-01,2020-09-20,2020-09-24,43.9509471,5.122738,16.9210889,-9.9503462,France,Mauritania,1477.405579,alive,54,F,Y,N,Y,active,NA,e-obs Bird solar panel,backpack,25,0.581645249,24.09998032,France,Mauritania,534,N,47,101,adult,Western Europe,alive,errant last point? has a straight shot from Africa back to France
Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Pyrenees_2015_Imm_wild_EC48601087785,48601087785,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,2015-06-29,2016-10-28,2016-10-28,43.408666,-1.508783,15.982617,-15.830933,France,Senegal,487.0006944,likely dead,21,unknown,Y,N,Y,inferred from transmissions,NA,Ecotone Duck-4,legloop,24,0.546455328,1,France,Senegal,404,N,15,36,adult,Western Europe,dead,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R0,16013,R0_16013,2016-04-05,2016-09-30,2016-10-01,32.55884,34.93922,29.51556206,33.27858734,Israel,Egypt,179.0618403,likely dead,10,unknown,Y,Y,N,inferred from transmissions,NA,Ornitela OT-30,legloop,30,0.115793002,1.100329861,Israel,Egypt,178,Y,5,15,juvenile,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R1,16012,R1_16012,2016-04-05,2018-05-03,2018-05-04,32.55898,34.93922,14.23022842,24.59185982,Israel,Sudan,759.1668981,unknown,11,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,0.907822826,1.196701389,Israel,Sudan,638,Y,24,35,adult,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R2,16015,R2_16015,2016-04-05,2017-12-06,2017-12-06,32.55887,34.9393,11.29977036,26.69971466,Israel,Sudan,1668.003438,alive,11,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,0.238855855,1.000402778,Israel,Sudan,611,Y,20,31,adult,Middle East,alive,"Transmitter fell, seen alive June 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R3,16011,R3_16011,2016-04-05,2016-04-13,2016-04-14,32.56094,34.93896,32.65054321,34.98467255,Israel,Israel,9.005555556,confirmed dead,10,unknown,Y,Y,N,transmitter recovered,Probably snake bite,Ornitela OT-30,legloop,30,0.029587495,1.000617284,Israel,Israel,9,Y,0,10,juvenile,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R4,16014,R4_16014,2016-04-05,2016-05-24,2016-05-25,32.55525,34.93398,36.19831085,36.58387756,Israel,Turkey,49.96659722,unknown,10,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,0.172754456,0.999125,Israel,Turkey,50,Y,1,11,juvenile,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Rahaf I02 Red,190590,Rahaf I02 Red_190590,2019-07-22,2020-10-16,2020-10-31,31.2869072,35.36289215,14.85379696,30.26328278,Israel,Sudan,451.5930903,alive,3,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.082686206,1.689003472,Israel,Sudan,394,N,14,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Rahaf I36 Red,200646,Rahaf I36 Red_200646,2020-08-07,2020-10-29,2020-10-31,31.28735733,35.36172485,14.29645824,19.50971603,Israel,Chad,82.85403935,alive,3,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.428859228,2.393604167,Israel,Chad,65,N,2,5,juvenile,Middle East,alive,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Red Cliff,130673,Red Cliff_130673,2013-08-28,2013-09-21,2013-09-21,40.10867,20.08083,36.49417,22.364,Albania,NA,23.45833333,confirmed dead,2,unknown,Y,N,N,terminated over water,drowned,Microwave satellite,backpack,45,0.876272453,1,Albania,NA,22,N,0,2,juvenile,Balkans & Italy,dead,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Regina,149506,Regina_149506,2016-08-27,2016-09-08,2016-09-08,43.64817,26.0595,36.2745,30.43483,Bulgaria,NA,11.91666667,likely dead,2,F,Y,Y,N,inferred from transmissions,drowned,Microwave satellite,backpack,45,1.198748949,1,Bulgaria,NA,13,Y,0,2,juvenile,Balkans & Italy,dead,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Romana,171345,Romana_171345,2019-08-02,2019-08-23,2019-08-24,41.63573,25.85603,41.64749146,25.87500954,Bulgaria,Bulgaria,21.20766204,confirmed dead,2,F,Y,Y,N,carcass found,Collision with powerline,Ornitela,backpack,30,0.001909662,1.53771412,Bulgaria,Bulgaria,15,Y,0,2,juvenile,Balkans & Italy,dead,
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Rupis,48511694900,Rupis_48511694900,2016-07-15,2020-10-20,2020-10-20,41.47712,-6.270032,14.91315,-8.250733,Spain,Mali,1559.040972,alive,25,unknown,Y,N,N,active,NA,Ecotone Skua-H,backpack,35,0.208495,1,Spain,Mali,1201,N,51,76,adult,Western Europe,alive,Data received from Mali on Oct 12th after 11 months of no data due to faulty transmitter https://www.4vultures.org/surprise-gps-data-received-from-egyptian-vulture-rupis/
