species,study.name,population,id,tag,id.tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,comments
Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Cirila 89730,89730,Cirila 89730_89730,2009-07-30,2013-05-14,2013-05-14,40.7375,-2.4555,40.7455,-2.448,Spain,Spain,1384,likely dead,54,F,Y,N,N,unknown,NA,solar-powered GPS Microwave telemetry ,backpack,45,0.023614111,3,Spain,Spain,898,N,45,99,adult,Western Europe,dead,NA
Neophron percnopterus,ISPRA,italy,Clara_IHC,B05AF11F,Clara_IHC_B05AF11F,2018-08-16,2018-09-07,2018-09-08,40.64519,16.6618667,37.5633167,13.1529,Italy,Tunisia,22.85444444,confirmed dead,2,F,Y,Y,N,carcass found,poisoning,Milsar GsmRadio Tag-M9,backpack,16,0.638680971,1.004190972,Italy,Italy,23,Y,0,2,juvenile,Balkans & Italy,dead,"Probably poisoned. The carcass showed clear signs of convulsions (fethers abraded, turned nek and open beak)"
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Clint,190554,Clint_190554,2020-08-08,2020-10-11,2020-10-12,42.72044,11.51777,20.27434158,0.804103315,Italy,Mali,63.94658565,alive,2,M,y,y,N,active,NA,Ornitela OT25,backpack,25,0.174194995,2.279277778,Italy,Mali,49,Y,2,4,juvenile,Balkans & Italy,alive,
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Covas-95R,5019,Covas-95R_5019,2016-07-26,2017-07-31,2017-08-01,42.33044,-7.284108,15.220856,-4.696387,Spain,Mauritania,536.4996065,likely dead,2,M,Y,N,N,inferred from transmissions,NA,e-obs Bird GSM solar,backpack,48,0.012273822,1,Spain,Mali,342,N,12,14,juvenile,Western Europe,dead,"suspected mortality, same location for a long time"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Dalol,182250,Dalol_182250,2019-12-15,2020-10-30,2020-10-31,11.713746,40.9760387,11.65166187,40.93007278,Ethiopia,NA,319.8584722,alive,6,,Y,N,N,still transmitting,NA,Ornitela,legloop,30,0.015117768,1.000055556,Ethiopia,Ethiopia,321,N,10,16,juvenile,Unknown,alive,"migrated around Red Sea - young bird, so hard to know its population!"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,David I03 Red,190591,David I03 Red_190591,2019-08-04,2020-01-04,2020-01-05,31.47242165,35.37385941,13.1573,16.53957939,Israel,Chad,152.8965972,confirmed dead,3,unknown,Y,N,N,transmitter recovered,Probably natural,Ornitela OT-30,legloop,30,0.383045249,1.000722222,Israel,Chad,153,N,5,8,juvenile,Middle East,dead,Found dead in a dried-out natural drinking pool. No sighns of human cause of death
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Deni,200636,Deni_200636,2020-08-03,2020-10-30,2020-10-31,41.59466,25.64153,14.29486656,19.50807953,Bulgaria,NA,87.95199074,alive,2,,Y,Y,N,active,NA,Ornitela,legloop,30,0.095260928,1.000163194,Bulgaria,Chad,89,Y,2,4,juvenile,Balkans & Italy,alive,
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Diego,190555,Diego_190555,2019-07-29,2020-10-21,2020-10-22,40.64505,16.66178,37.80004883,12.68537521,Italy,Italy,459.2289931,alive,13,M,y,y,N,active,NA,Ornitela OT25,backpack,25,0.548941983,1.000917824,Italy,Italy,447,Y,14,27,adult,Balkans & Italy,alive,
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Divshon_L I14 Red,190599,Divshon_L I14 Red_190599,2019-07-21,2020-10-30,2020-10-31,30.83724403,34.79572678,12.86786461,16.07866096,Israel,Chad,467.0017593,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.324296127,1.000604167,Israel,Chad,467,N,15,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Divshon_S I15 Red,190600,Divshon_S I15 Red_190600,2019-07-21,2020-10-27,2020-10-31,30.83708763,34.79575348,15.33649635,18.4847374,Israel,Chad,463.3829282,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,1.030415372,4.40112963,Israel,Chad,274,N,15,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Dobromir,118150,Dobromir_118150,2012-08-16,2016-09-24,2016-09-24,43.14567,27.63883,14.50783,30.302,Bulgaria,Sudan,1499.333333,unknown,2,unknown,Y,N,N,unknown,shot,Microwave satellite,backpack,45,0.583417938,1,Bulgaria,Sudan,1490,N,49,51,adult,Balkans & Italy,unknown,probably killed but no evidence could be obtained. Last locations from inside a village
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Douro,48797733050,Douro_48797733050,2017-06-13,2019-05-03,2019-05-07,40.9598,-6.833833,40.925666,-6.693199,Spain,Spain,689,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Ecotone SKUA H LF,backpack,35,0.063626412,1,Spain,Spain,683,N,22,76,adult,Western Europe,tx failure,Transmitter confirmed detached on 7th May 2019_Bird resighted a couple of days later incubating alive and well https://www.4vultures.org/2019/05/28/the-mystery-of-egyptian-vulture-douro-s-lost-gps-transmitter/
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Ein-Ovdat1 I09 Red,190596,Ein-Ovdat1 I09 Red_190596,2019-07-17,2020-09-07,2020-10-31,30.82795715,34.76644516,15.10569668,18.93833923,Israel,Chad,418.5150463,unknown,2,unknown,Y,N,N,,,Ornitela OT-30,legloop,30,0.526859513,7.53500463,Israel,Chad,358,N,13,15,juvenile,Middle East,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Elodie,135956,Elodie_135956,2016-09-01,2017-09-12,2017-09-13,43.64833,26.0605,15.01317,7.67117,Bulgaria,Niger,375.7083333,confirmed dead,2,F,Y,Y,N,transmitter recovered,shot,Microwave satellite,backpack,45,0.011753653,1,Bulgaria,Niger,376,Y,12,14,juvenile,Balkans & Italy,dead,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Encina-9FJ,5783,Encina-9FJ_5783,2017-07-21,2018-01-25,2018-01-26,42.3284,-7.284745,15.3682371,-4.4597065,Spain,Mali,189,unknown,2,F,Y,N,N,unknown,NA,e-obs Bird GSM solar,backpack,48,0.191580168,0.999982639,Spain,Mali,174,N,6,8,juvenile,Western Europe,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ertale,182252,Ertale_182252,2019-01-26,2019-05-29,2019-05-30,11.54074,40.81602,39.22864532,31.83260536,Ethiopia,Turkey,642.766331,alive,54,unknown,Y,N,N,active,NA,Ornitela,backpack,30,0.327126476,0.999222222,Ethiopia,Turkey,124,N,4,58,adult,Balkans & Italy,alive,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,EV10,17113,EV10_17113,2017-07-15,2017-08-21,2017-08-22,32.47179,34.98392,21.93007088,32.24761963,Israel,Sudan,38.00115741,confirmed transmitter failure,8,unknown,Y,Y,N,resighted / recaptured,NA,Ornitela OT-30,legloop,30,1.73988851,1.000070602,Israel,Sudan,38,Y,1,9,juvenile,Middle East,tx failure,"Transmitter stopped working, bird seen alive summer 2019"
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Fabio,190557,Fabio_190557,2020-08-05,2020-10-09,2020-10-09,42.72046,11.51778,36.83752823,14.68613625,Italy,Italy,82.1174537,Confirmed dead,26,M,y,y,N,terminated over water,drop in the sea,Ornitela OT25,backpack,25,0.558090863,1.001378472,Italy,Italy,51,Y,2,28,adult,Balkans & Italy,dead,Looks to have died at see and then floated long after
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Faia,48505476460,Faia_48505476460,2017-06-13,2020-08-25,2020-08-26,40.92637,-6.943999,29.765183,-7.176166,Portugal,Morocco,1168.916667,unknown,54,F,Y,N,N,NA,NA,Ecotone SAKER H LF,backpack,35,1.616179016,1,Portugal,Morocco,1165,N,38,92,adult,Western Europe,unknown,alive_last location during fall migration 2020 likely out of transmission signal
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Fangueiro,16094,Fangueiro_16094,2020-07-14,2020-10-30,2020-10-31,41.15391,-6.72716,32.79190826,-5.032318115,Spain,NA,107.9939815,alive,14,M,Y,N,Y,active,NA,NA,NA,NA,0.599894002,1.000209491,Spain,Morocco,109,N,3,17,juvenile,Western Europe,alive,"extensive treatment, held captive >1 year, feather implants, etc. "
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Fer,182253,Fer_182253,2019-05-15,2019-12-16,2019-12-17,41.59443,25.64137,36.71948624,28.72986412,Bulgaria,Turkey,534.1948843,confirmed dead,11,M,Y,Y,N,carcass found,Unknown,Ornitela,backpack,30,0.023567356,1.000398148,Bulgaria,Turkey,216,Y,7,18,adult,Balkans & Italy,dead,"mortality date in 2019, but still transmitting as of Oct 2020?"
Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Francesca,190554,Francesca_190554,2019-07-29,2019-08-22,2019-08-25,40.64525,16.66168,40.21984482,18.18204498,Italy,Italy,24.1683912,returned to captivity,25,F,y,y,N,recaptured,human imprinting,Ornitela OT25,backpack,25,0.232116769,0.998167824,Italy,Italy,25,Y,0,25,adult,Balkans & Italy,dead,"Too tame with humans, recaptured and returned to captivity"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 H36 Green,180319,Gamla 2018 H36 Green_180319,2018-07-11,2018-11-07,2018-11-08,32.89871979,35.76559448,10.87574863,28.50704575,Israel,Sudan,119.6876968,unknown,1,unknown,Y,N,N,unknown,NA,Ornitela OT-30,legloop,30,0.838527303,0.980086806,Syrian Arab Republic,Sudan,72,N,3,4,juvenile,Middle East,unknown,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 J4107,180322,Gamla 2018 J4107_180322,2018-07-11,2019-05-29,2019-05-29,32.89861298,35.76422882,15.65018368,23.72170639,Israel,Chad,802.6543866,unknown,1,unknown,Y,N,N,NA,NA,Ornitela OT-30,legloop,30,0.703399022,0.999827546,Syrian Arab Republic,Sudan,309,N,10,11,juvenile,Middle East,unknown,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Quarry I07 Red,190594,Gamla Quarry I07 Red_190594,2019-07-14,2020-10-28,2020-10-31,32.90808487,35.74564743,14.08787155,26.96059418,Israel,Sudan,471.9041319,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.796206638,1.550101852,Syrian Arab Republic,Sudan,453,N,15,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Schuna I20 Red,200649,Gamla Schuna I20 Red_200649,2020-07-25,2020-10-30,2020-10-31,32.90698242,35.73742676,12.99069691,16.44908714,Israel,Chad,96.44811343,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.343662071,1.000380787,Syrian Arab Republic,Chad,97,N,3,5,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Schuna_L I05 Red,190593,Gamla Schuna_L I05 Red_190593,2019-07-14,2020-10-29,2020-10-31,32.90719223,35.7373848,17.95921898,31.14208603,Israel,Sudan,473.1676389,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.147265734,1.032907407,Syrian Arab Republic,Sudan,469,N,15,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla Schuna_S I04 Red,190592,Gamla Schuna_S I04 Red_190592,2019-07-14,2020-10-30,2020-10-31,32.90719986,35.73735046,13.33763027,17.91630745,Israel,Sudan,473.9947917,alive,2,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,0.135614413,1.000125,Syrian Arab Republic,Chad,445,N,15,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian vulture Kobierzycki Gardon  ID_PROG 457,western europe,Gardon_2016_Ad_wild_MW707 ,707,Gardon_2016_Ad_wild_MW707 _707,2016-03-29,2020-03-20,2020-03-21,44.2314,4.41436,42.1598,0.80898,France,France,1451.73125,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Microwave 45g GPS-GSM,backpack,45,1.651081473,1.030979167,France,Spain,1451,N,47,101,adult,Western Europe,tx failure,adult captured at breeding site in Gardon. born in 2009 in Herault and ringed in 2009. tag lost at nest on 21/03/2020
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gazam I01 Red,190589,Gazam I01 Red_190589,2019-06-19,2019-09-29,2020-10-31,30.54386711,34.96349335,11.63648987,40.44796371,Israel,Ethiopia,101.8286343,unknown,2,unknown,Y,N,N,,,Ornitela OT-30,legloop,30,0.137896763,0.967351852,Israel,Ethiopia,89,N,3,5,juvenile,Middle East,unknown,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 01-Zuri-5533,5533,Guipuzcoa 01-Zuri-5533_5533,2017-07-17,2017-11-26,2017-11-27,43.16938,-2.123876,16.316701,-12.3172676,Spain,Mauritania,132.8231019,confirmed dead,1,F,Y,N,N,transmitter recovered,unknown,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,0.649675267,1,Spain,Mauritania,126,N,4,5,juvenile,Western Europe,dead,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 02-Endoia-5534,5534,Guipuzcoa 02-Endoia-5534_5534,2017-07-17,2017-09-07,2017-09-11,43.19792,-2.277571,36.3394133,-5.9685273,Spain,Argeria,51.60783565,likely transmitter failure,1,M,Y,N,N,inferred from transmissions,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,1.762002723,1.531577546,Spain,Spain,23,N,1,2,juvenile,Western Europe,tx failure,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 03-Ekhi-5533,5533,Guipuzcoa 03-Ekhi-5533_5533,2018-07-19,2019-07-28,2019-08-05,42.96061,-2.360367,16.5728341,-11.3847905,Spain,Mauritania,373.747037,unknown,1,M,Y,N,N,unknown,NA,"Bird Solar GPRS 48 g, data logger GPS-GSM E-Obs",backpack,48,0.258421744,4.848871528,Spain,Mauritania,285,N,12,13,juvenile,Western Europe,unknown,NA
Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Gurman,114,Gurman_114,2017-07-24,2018-11-04,2018-11-04,43.00113,47.20156,13.88479,43.77549,Russia,Yemen,467.6354167,likely transmitter failure,1,unknown,Y,N,N,inferred from transmissions,NA,NA,NA,NA,0.287990286,0.998055556,Russia,Yemen,449,N,15,16,juvenile,Middle East,tx failure,Tagged in the nest
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Blue,180323,H42 Blue_180323,2018-12-13,2019-01-12,2019-01-13,32.75046,35.0175,30.19906807,38.70304489,Israel,Saudi Arabia,30.53461806,likely dead,6,unknown,Y,Y,N,inferred from transmissions,NA,Ornitela OT-30,legloop,30,0.502656983,0.998774306,Israel,Saudi Arabia,31,Y,0,6,juvenile,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Green,171086,H42 Green_171086,2017-12-13,2019-05-29,2019-05-30,32.75216,35.01342,33.29405594,36.83083344,Israel,Sudan,1051.94456,alive,20,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,1.122362588,0.999715278,Israel,Syrian Arab Republic,426,Y,17,37,adult,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H50 Green,171084,H50 Green_171084,2017-12-13,2018-08-07,2018-08-08,32.75217,35.01344,28.69042587,33.55215454,Israel,Egypt,237.9425,confirmed dead,7,unknown,Y,Y,N,transmitter recovered,"Found in a drinking pool, possibly drowned after exhaustion",Ornitela OT-30,legloop,30,1.049431211,1.001331019,Israel,Egypt,238,Y,7,14,juvenile,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H54 Green,180324,H54 Green_180324,2018-12-22,2019-05-20,2019-05-20,32.75208,35.01376,36.30633163,40.22610474,Israel,Egypt,630.9288542,unknown,20,unknown,Y,Y,N,NA,NA,Ornitela OT-30,legloop,30,1.121228158,0.99880787,Israel,Syrian Arab Republic,147,Y,4,24,adult,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H57 Green,180325,H57 Green_180325,2018-12-23,2019-04-03,2019-04-04,32.75209,35.01348,37.44421768,36.87461853,Israel,Turkey,102.0884838,confirmed dead,19,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,0.581935966,1.012849537,Israel,Turkey,97,Y,3,22,adult,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H60 Blue,16124,H60 Blue_16124,2017-12-13,2019-05-29,2019-05-30,32.75218,35.01342,33.07961273,35.67799377,Israel,Saudi Arabia,645.9107755,confirmed transmitter failure,19,unknown,Y,Y,N,resighted / recaptured,NA,Ornitela OT-30,legloop,30,0.003769171,0.999778935,Israel,Syrian Arab Republic,360,Y,17,36,adult,Middle East,tx failure,"Transmitter stopped working, bird seen alive May 2020"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H70 Green,180326,H70 Green_180326,2018-12-22,2019-05-29,2019-05-30,32.75211,35.01352,39.79146957,40.38647461,Israel,Sudan,677.9448264,alive,19,unknown,Y,Y,N,active,NA,Ornitela OT-30,legloop,30,0.956699451,0.982671296,Israel,Turkey,155,Y,5,24,adult,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H73 Blue,180327,H73 Blue_180327,2018-12-24,2019-03-28,2019-03-29,32.75222,35.01353,36.82848358,35.58696747,Israel,Turkey,94.95304398,confirmed dead,20,unknown,Y,Y,N,transmitter recovered,"Unknown, awaiting details from Turkish authorities",Ornitela OT-30,legloop,30,0.539186019,0.998715278,Israel,Turkey,95,Y,3,23,adult,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H81 Green,171081,H81 Green_171081,2017-10-25,2019-05-29,2019-05-30,32.75348,35.014,37.14785385,34.91914749,Israel,Jordan,608.7034375,unknown,6,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,2.111052918,0.996859954,Israel,Turkey,510,Y,19,25,adult,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H92 Green,180320,H92 Green_180320,2018-12-23,2019-03-17,2019-03-18,32.75223,35.01348,32.75438309,35.00495148,Israel,Israel,84.96701389,confirmed transmitter failure,8,unknown,Y,Y,N,resighted / recaptured,NA,Ornitela OT-30,legloop,30,0.001820578,0.999138889,Israel,Israel,72,Y,2,10,juvenile,Middle East,tx failure,"Transmitter fell, seen alive March 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H94 Blue,171085,H94 Blue_171085,2017-12-13,2019-05-16,2019-05-17,32.75212,35.01344,36.9154892,31.88492584,Israel,Turkey,519.9177315,confirmed dead,19,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,1.327535538,1.000210648,Israel,Turkey,520,Y,17,36,adult,Middle East,dead,NA
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Haydi,132084,Haydi_132084,2014-06-09,2016-04-14,2016-04-15,40.0813,43.6665,1.6534,37.8023,Turkey,Kenya,674.9681944,likely dead,24,unknown,Y,N,N,inferred from transmissions,NA,Northstar 30g Argos/GPS Solar PTTs,backpack,30,0,1.033333333,Turkey,Kenya,668,N,22,46,adult,Middle East,dead,"tried to get Kenyan colleagues to track down tag, but were unable"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,HBC IB5 Red,190587,HBC IB5 Red_190587,2020-08-28,2020-10-30,2020-10-31,32.75244141,35.00444412,17.95186234,31.26040268,Israel,Egypt,62.68739583,alive,37,unknown,Y,N,N,active,,Ornitela OT-30,legloop,30,1.242898832,1.000591435,Israel,Sudan,64,N,2,39,adult,Middle East,alive,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Hedjet,171349,Hedjet_171349,2019-08-02,2020-10-03,2020-10-31,41.63582,25.85594,15.16983032,18.83414841,Bulgaria,NA,428.1618287,unknown,2,unknown,Y,N,N,active,NA,Ornitela,backpack,30,0.863481594,7.948943287,Bulgaria,Chad,365,N,14,16,juvenile,Balkans & Italy,unknown,
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Heracles,130676,Heracles_130676,2013-08-22,2013-09-09,2013-09-10,39.79217,21.55817,36.90367,21.88883,Greece,NA,21.83333333,confirmed dead,2,unknown,Y,N,N,terminated over water,drowned,Microwave satellite,backpack,45,0.457226159,1,Greece,Greece,19,N,0,2,juvenile,Balkans & Italy,dead,track ends in sea
Neophron percnopterus,Egyptian vulture (Neophron percnopterus) in Arribes del Duero (Salamanca) - SALORO,western europe,Huebra,17021,Huebra_17021,2017-06-15,2019-04-15,2019-04-16,41.05710983,-6.660486698,41.02536392,-6.676614761,Spain,Spain,668.5743981,confirmed transmitter failure,24,M,Y,N,N,resighted / recaptured,NA,"Ornitela ""OrniTrack‚Äê30 solar GPS‚ÄêGSM""",backpack,30,0.016094298,1.401596065,Spain,Spain,654,N,22,46,adult,Western Europe,tx failure,The animal is alive and continues to wear the transmitter
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Huesca 01-REKI13,48511907154,Huesca 01-REKI13_48511907154,2019-07-13,2020-10-30,2020-10-31,42.14162,-0.211616,15.663716,-10.469582,Spain,Mauritania,474.5805556,alive,1,F,Y,N,N,active,,"SAKER-L, GPS-GSM Ecotone",backpack,21,0.12890427,1,Spain,Mauritania,465,N,15,16,juvenile,Western Europe,alive,
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Huesca 02-REKI28,48500498481,Huesca 02-REKI28_48500498481,2019-07-13,2019-11-15,2019-11-16,42.14172,-0.211816,14.588333,-7.398149,Spain,Mali,134.6243056,confirmed dead,1,M,Y,N,N,inferred from transmissions,unnatural causes,"SAKER-H, GPS-GSM Ecotone",backpack,23,0.187015698,1,Spain,Mali,120,N,4,5,juvenile,Western Europe,dead,"Last locationes in a village, possible unnatural death"
Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Iberia,171076,Iberia_171076,2019-10-31,2019-11-20,2020-10-31,40.61681,-7.742865,30.14985085,9.32810688,Spain,Algeria,19.87606481,confirmed dead,5,NA,Y,N,Y,resighted / recaptured,NA,NA,NA,NA,0.743136689,0.998792824,Portugal,Algeria,21,N,0,5,juvenile,Western Europe,dead,"This bird was transferred from rehab centre in Portugal for release in Extremadura late last autumn - not ideal, but there were no facilities in the rehab centre to keep the bird and it was considered better at the time to release the bird rather than keep it in captivity. It migrated much further east, achieved a successful sea crossing but ended up recaptured in east Algeria. "
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ibrahim,131248,Ibrahim_131248,2013-08-02,2013-09-24,2013-09-25,41.618,25.6495,34.981,25.241,Bulgaria,NA,52.5,likely transmitter failure,2,unknown,Y,N,N,inferred from transmissions,unknown,Microwave satellite,backpack,45,0.244064967,1.008333333,Bulgaria,NA,38,N,1,3,juvenile,Balkans & Italy,tx failure,Not clear if the bird really died or the transmitter failed. 
Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Igdir,118175,Igdir_118175,2012-08-22,2015-02-10,2015-02-11,40.12167,43.5835,4.7795,42.7135,Turkey,Ethiopia,901.875,confirmed dead,54,unknown,Y,N,N,transmitter recovered,poisoning,Microwave 45g Argos/GPS Solar PTTs,backpack,45,0.217724868,1,Turkey,Ethiopia,854,N,29,83,adult,Middle East,dead,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH0 Red,190613,IH0 Red_190613,2019-12-15,2020-10-30,2020-10-31,32.7521,35.01347,15.75489712,22.66235352,Israel,Egypt,320.0013889,alive,7,unknown,Y,Y,N,active,,Ornitela OT-30,legloop,30,0.582227793,1.001168981,Israel,Chad,321,Y,10,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH1 Red,190615,IH1 Red_190615,2019-12-16,2020-02-05,2020-02-06,32.75208,35.01346,26.45897484,38.57135391,Israel,Saudi Arabia,50.98680556,confirmed dead,6,unknown,Y,Y,N,carcass found,Probably shot,Ornitela OT-30,legloop,30,0.661509906,0.996390046,Israel,Saudi Arabia,52,Y,1,7,juvenile,Middle East,dead,"Confirmed dead and almost certainly shot by local collaborators, but the transmitter was never returned"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH3 Red,190610,IH3 Red_190610,2019-12-15,2020-10-26,2020-10-31,32.75211,35.01348,14.06319332,18.36313438,Israel,Chad,316.4205324,alive,7,unknown,Y,Y,N,active,,Ornitela OT-30,legloop,30,0.750580038,1.696684028,Israel,Chad,298,Y,10,17,juvenile,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH4 Red,190614,IH4 Red_190614,2019-12-16,2020-09-29,2020-10-31,32.75203,35.01339,24.08795929,38.48305511,Israel,Saudi Arabia,287.9526389,unknown,6,unknown,Y,Y,N,,,Ornitela OT-30,legloop,30,1.552535436,0.999994213,Israel,Saudi Arabia,289,Y,9,15,juvenile,Middle East,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH7 Red,190612,IH7 Red_190612,2019-12-16,2020-10-27,2020-10-31,32.75203,35.01358,30.72224617,34.77410507,Israel,Israel,315.9736111,alive,19,unknown,Y,Y,N,active,,Ornitela OT-30,legloop,30,0.658505581,1.000092593,Israel,Israel,316,Y,10,29,adult,Middle East,alive,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,IH9 Red,190611,IH9 Red_190611,2019-12-16,2020-09-19,2020-10-31,32.7521,35.01356,28.62305641,31.45816994,Israel,Egypt,277.9675231,unknown,18,unknown,Y,Y,N,,,Ornitela OT-30,legloop,30,0.851775943,1.003784722,Israel,Egypt,279,Y,9,27,adult,Middle East,unknown,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ikaros,118145,Ikaros_118145,2012-08-12,2012-09-06,2012-09-07,39.80383,21.68783,35.2265,26.26983,Greece,NA,29.45833333,confirmed dead,2,unknown,Y,N,N,terminated over water,drowned,Microwave satellite,backpack,45,0.883964325,0.9875,Greece,NA,21,N,0,2,juvenile,Balkans & Italy,dead,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Iliaz,118153,Iliaz_118153,2012-08-30,2019-05-30,2019-05-30,41.44,25.56833,41.2745,25.19317,Bulgaria,Bulgaria,2982.875,alive,2,unknown,Y,N,N,active,NA,Microwave satellite,backpack,45,0.045374206,1.108333333,Bulgaria,Bulgaria,2444,N,81,83,adult,Balkans & Italy,alive,NA
