species,study.name,population,id,tag,id.tag,migrant,start.country,end.country,sex,age.at.deployment,age.at.deployment.clean,age.at.deployment.month,captive.raised,rehabilitated,fate,how.fate.determined.clean,cause.of.death,n.locs,start.date,end.date,start.lat,end.lat,start.long,end.long,deployment.duration,data.owner.proofed,mean.GPS.dist.last10fixes.degrees,mean.GPS.dist.last10fixes.meters,mean.GPS.fixrate.last10fixes.days,mean.battery.charge.percent.last10fixes,how.fate.determined,comments
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Artful_Dodger,163485,Artful_Dodger_163485,Y,United States,United States,unknown,ad,adult,54,N,N,alive,active,NA,358,6/7/18 2:00,5/30/19 0:00,47.0105,46.96967,-124.147,-123.89633,356.9166667,y,0.048978,5442.872080,1,NA,still transmitting,NA
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 J4107,180322,Gamla 2018 J4107_180322,Y,Syrian Arab Republic,Chad,unknown,juv,juvenile,1,N,N,alive,active,NA,302,7/11/18 12:04,5/29/19 5:08,32.89861298,15.66723537,35.76422882,23.67345619,321.7116551,y,1.511098,167925.267428,1.793453704,85.3,still transmitting,Tagged in the nest
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Gamla 2018 H36 Green,180319,Gamla 2018 H36 Green_180319,Y,Syrian Arab Republic,Sudan,unknown,juv,juvenile,1,N,N,unknown,unknown,NA,73,7/11/18 13:14,11/8/18 5:44,32.89871979,10.14315987,35.76559448,29.12295341,119.6876968,y,0.887648,98642.493380,1.008082176,98.2,transmission ceased in a no-GSM wintering area,Tagged in the nest
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,Guipuzcoa 03 - Ekhi - 5533,5533,Guipuzcoa 03 - Ekhi - 5533_5533,Y,Spain,Mauritania,unknown,juv,juvenile,1,N,N,alive,active,NA,311,7/19/18 16:04,5/30/19 4:00,42.96061,16.89298,-2.360367,-12.39253,314.4972222,y,0.335790011,,0.998859954,NA,still transmitting,NA
Neophron percnopterus,_Egyptian Vulture in Spain - Migra Program in Spain,western europe,La Rioja 03 - Lidia -REKI38,48797732417,La Rioja 03 - Lidia -REKI38_48797732417,Y,Spain,Senegal,unknown,juv,juvenile,1,N,N,alive,active,NA,305,7/20/18 6:00,5/30/19 6:00,42.88157,14.99103,-2.632999,-15.7048,314,y,0.004405088,,1,NA,still active,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Blanka,171345,Blanka_171345,Y,Bulgaria,Ethiopia,F,juv,juvenile,2,Y,N,confirmed dead,carcass found,probably injured by people/animals and suffered to death,79,8/2/18 6:02,10/19/18 0:02,41.64996719,11.90906811,25.84464073,41.59094238,77.7497338,y,0.001756,195.163438,1.000011574,100,retrieved transmitter and carcass,The bird died on 21.10 in the morning
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,95N,181641,95N_181641,Y,Spain,Spain,M,ad,adult,54,N,N,alive,active,NA,302,8/2/18 8:50,5/30/19 2:38,41.53552246,41.48222351,-3.589221716,-3.581470013,300.7418056,y,0.000893,99.279866,0.999998843,98.8,still transmitting,NA
Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,95P,6471,95P_6471,Y,Spain,Senegal,M,juv,juvenile,3,N,N,alive,active,NA,294,8/6/18 5:00,5/30/19 5:00,41.2050675,14.9075907,-4.8270731,-16.1349876,296.9997222,y,0.002529,280.992149,0.999979167,NA,still transmitting,NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Belgin,171346,Belgin_171346,Y,Bulgaria,Turkey,unknown,juv,juvenile,2,N,N,likely dead,inferred from transmissions,drowned,41,8/9/18 1:56,9/18/18 0:17,41.63591003,36.2170105,25.85634422,29.85806656,39.93148148,y,0.783055,87019.298145,0.999296296,98.1,ceased near sea,track ends in sea
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Anna,171348,Anna_171348,Y,Bulgaria,Turkey,F,juv,juvenile,2,Y,N,confirmed dead,resighted / recaptured,exhaustion,35,8/10/18 0:53,9/15/18 0:01,41.63582993,37.2335434,25.85588837,34.84251404,35.96383102,y,1.281916,142456.815367,0.999230324,87.3,recaptured,"would have died of exhaustion, but recaptured"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Zikmund,171349,Zikmund_171349,NA,Bulgaria,Greece,F,juv,juvenile,2,Y,N,confirmed dead,resighted / recaptured,human imprinting,27,8/10/18 2:49,9/11/18 0:19,41.63608551,40.96373749,25.85622025,25.64482498,31.89597222,y,0.100827,11204.757420,1.000032407,67.3,recaptured,would have died due to too strong affinity to humans
Neophron percnopterus,ISPRA,italy,Binca_IHB,AF5AF11F,Bianca_IHB_AF5AF11F,Y,Italy,Italy,F,juv,juvenile,2,Y,N,confirmed dead,carcass found,NA,25,8/16/18 8:59,9/12/18 5:00,40.6451833,36.7739717,16.66185,12.0043667,26.83435185,y,1.062956,118124.138140,1,NA,retrieved transmitter and carcass,"Probably poisoned. The carcass showed clear signs of convulsions (fethers abraded, turned nek and open beak)"
Neophron percnopterus,ISPRA,italy,Clara_IHC,B05AF11F,Clara_IHC_B05AF11F,NA,Italy,Tunisia,F,juv,juvenile,2,Y,N,confirmed dead,carcass found,NA,24,8/16/18 9:30,9/8/18 6:00,40.64519,37.7127983,16.6618667,12.6724333,22.85444444,y,0.679749,75539.185322,0.999971065,NA,retrieved transmitter and carcass,X rays revealed many gunshot in the carcass
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Amud H08 Blue,180318,Amud H08 Blue_180318,Y,Israel,Israel,unknown,ad,adult,54,N,Y,alive,active,NA,284,8/20/18 14:46,5/30/19 2:03,32.88889694,32.9209938,35.49689102,35.5478096,282.4706944,y,0.058568,6508.567263,0.983549769,90.4,still transmitting,"Found not flying, treated for a week at the Is Israel Wildlife Hospital and released. Migrated 2018 and returned to the same area in 2019, seen in a nest with two chicks."
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Edgar,175727,Edgar_175727,Y,United States,United States,unknown,ad,adult,54,N,N,alive,active,NA,258,9/15/18 23:00,5/30/19 0:00,33.282,33.3605,-111.14517,-111.13733,256.0416667,y,0.051051,5673.187305,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Superior,171645,Superior_171645,Y,United States,United States,unknown,ad,adult,54,N,N,alive,active,NA,256,9/16/18 21:00,5/30/19 0:00,33.283,33.3295,-111.14467,-111.17533,255.125,y,0.034996,3889.019263,1,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Malcom,163489,Malcom_163489,Y,United States,United States,unknown,ad,adult,54,N,N,alive,active,NA,246,9/16/18 22:00,5/25/19 0:00,33.28283,33.20033,-111.1025,-111.12083,250.0833333,y,0.010383,1153.894921,1.1875,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Picket Post,171646,Picket Post_171646,Y,United States,United States,unknown,ad,adult,54,N,N,alive,active,NA,247,9/17/18 0:00,5/30/19 3:00,33.28333,33.3095,-111.1445,-111.06483,255.125,y,0.014257,1584.357119,1.429166667,NA,still transmitting,NA
Cathartes aura,Turkey Vulture Acopian Center USA GPS,north america - western,Queen Creek,175728,Queen Creek_175728,Y,United States,Mexico,unknown,ad,adult,54,N,N,unknown,unknown,NA,73,9/18/18 0:00,11/30/18 0:00,33.29217,19.46017,-111.07217,-102.5695,73,y,0.060856,6762.807568,1.1,NA,unknown,NA
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H42 Blue,180323,H42 Blue_180323,NA,Israel,Saudi Arabia,unknown,171,juv,6,Y,N,likely dead,static transmission,NA,32,12/13/18 15:05,1/13/19 3:55,32.75046158,30.20084763,35.01750183,38.76715088,30.53461806,y,0.510123,56688.942410,0.998751157,36.9,"Same location for a long period, was searched for 4 months after disapearnace with nothing found",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H54 Green,180324,H54 Green_180324,NA,Israel,Syrian Arab Republic,unknown,551,immature,20,Y,N,unknown,unknown,NA,147,12/22/18 4:09,5/20/19 5:29,32.75208282,36.32237244,35.01375961,40.25368881,149.0554282,y,1.137203,126375.148992,1.000888889,100,"Last location hostile but with very poor GSM cover, no data for a long period",Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H70 Green,180326,H70 Green_180326,Y,Israel,Turkey,unknown,543,immature,19,Y,N,alive,active,NA,156,12/22/18 4:10,5/30/19 1:19,32.75210953,39.93067551,35.0135231,40.65314484,158.8810069,y,0.860195,95591.779076,0.99847338,97.9,still transmitting,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H57 Green,180325,H57 Green_180325,Y,Israel,Turkey,unknown,549,immature,19,Y,N,confirmed dead,transmitter recovered,Electrocuted,98,12/23/18 4:10,4/4/19 6:17,32.75209427,37.7419548,35.01347733,36.8273735,102.0884838,y,0.648800,72099.809172,1.010130787,79.4,Found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H92 Green,180320,H92 Green_180320,NA,Israel,Israel,unknown,223,juv,8,Y,N,confirmed transmitter failure,resighted / recaptured,NA,73,12/23/18 4:10,3/18/19 3:22,32.7522316,32.75212097,35.01348495,35.01334763,84.96701389,y,0.001807,200.799628,0.999152778,42.8,"transmission ceased abruptly, bird seen alive later","Age units are days, transmitter fell, seen alive March 2019"
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,H73 Blue,180327,H73 Blue_180327,Y,Israel,Turkey,unknown,577,immature,20,Y,N,confirmed dead,transmitter recovered,"Unknown, awaiting details from Turkish authorities",96,12/24/18 4:10,3/29/19 3:02,32.75222015,37.01908875,35.01353073,35.53696823,94.95304398,y,0.541408,60165.607894,0.998719907,98,found,Age units are days
Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X86 Blue,180321,X86 Blue_180321,NA,Israel,Israel,unknown,219,juv,8,Y,N,confirmed dead,transmitter recovered,Electrocuted,11,12/24/18 4:11,1/3/19 4:14,32.75218201,32.69799423,35.01345825,34.99830246,10.00262731,y,0.031212,3468.552362,1.00027662,23.8,Found,Age units are days
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Chuupa,182258,Chuupa_182258,NA,Ethiopia,Ethiopia,unknown,2nd yr,immature,7,N,N,alive,active,NA,84,1/20/19 9:16,5/19/19 8:05,8.856550217,10.44137192,39.91941833,41.90215683,118.9508218,y,0.303856,33766.855226,4.684927083,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Fentale,182251,Fentale_182251,N,Ethiopia,Ethiopia,unknown,3rd yr,immature,19,N,N,unknown,unknown,NA,102,1/22/19 9:02,5/3/19 1:42,9.062495232,11.77626705,39.91034317,40.90812683,100.694375,y,0.325844,36210.406812,0.999403935,100,unknown,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Qero,182266,Qero_182266,NA,Ethiopia,Ethiopia,M,2nd yr,immature,7,N,N,alive,active,NA,129,1/22/19 12:00,5/30/19 1:37,8.905138016,10.7673769,39.77139664,40.65172958,127.5673148,y,0.011428,1270.002122,0.999905093,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Lucy,182263,Lucy_182263,NA,Ethiopia,Ethiopia,unknown,4th yr,immature,31,N,N,alive,active,NA,127,1/24/19 8:32,5/30/19 1:31,11.87216854,12.84275627,40.87143326,40.98961258,125.7076505,y,0.177621,19738.611369,1.002706019,99.8,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,unknown,Ardi,182265,Ardi_182265,Y,Ethiopia,Saudi Arabia,unknown,ad,adult,54,N,N,likely dead,static transmission,NA,127,1/24/19 14:29,5/30/19 1:13,11.79798126,20.23863792,41.05654526,43.19859695,125.4472569,y,0.000379,42.165297,0.999767361,100,static transmissions for 1 month,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,horn of africa,Alimerah,182254,Alimerah_182254,N,Ethiopia,Ethiopia,unknown,2nd yr,immature,7,N,N,alive,active,NA,126,1/25/19 7:55,5/30/19 1:33,11.67359829,11.78143692,40.97370148,41.03799057,124.7345833,y,0.052353,5817.843733,0.999767361,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Ertale,182252,Ertale_182252,Y,Ethiopia,Turkey,unknown,ad,adult,54,N,N,alive,active,NA,125,1/26/19 9:05,5/30/19 0:32,11.54074192,39.50958633,40.81601715,32.15328979,123.6433333,y,0.321795,35760.472099,0.999230324,100,still transmitting,"tagged in Horn of Africa. Population determination based on where they migrated to. For birds that did not migrate, left as HoA"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Tlalim C48 Blue,171405,Tlalim C48 Blue_171405,NA,Israel,Israel,unknown,ad,adult,54,N,Y,alive,active,NA,74,3/18/19 11:30,5/30/19 2:11,30.8218708,31.01068306,34.83675003,34.88015747,72.61133102,y,0.000862,95.799337,0.999690972,100,still transmitting,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
Neophron percnopterus,Egyptian vulture in France (grands Causses-Baronnies),western europe,Baronnies_2019_Imm_wild_OR181635_5T,181635,Baronnies_2019_Imm_wild_OR181635_5T_181635,NA,France,France,unknown,2nd yr,immature,22,N,Y,alive,active,collsion with powerline,60,4/1/19 17:25,5/30/19 3:36,44.43438339,43.85716248,5.322945118,5.932906628,58.42417824,y,0.193764,21532.606125,0.997450231,74.2,still transmitting,"born wild, found weakened in Baronnies in autumn 2018. kept in rehabilitation whole winter. released in Baronnies in April 2019"
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Wesal,182264,Wesal_182264,NA,Jordan,Turkey,unknown,ad,adult,54,N,Y,alive,active,NA,46,4/15/19 6:14,5/30/19 0:18,30.69724083,37.00724411,35.57994461,39.23025131,44.75239583,y,0.304601,33849.650143,0.999075231,99.9,still transmitting,"confiscated by RSCN in Jordan, rehabilitated for >1 year, and released"
Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Segev-Shalom 2019 I00,190588,Segev-Shalom 2019 I00_190588,NA,Jordan,Saudi Arabia,unknown,3rd yr,immature,22,N,Y,likely dead,static transmission,NA,9,4/18/19 7:40,4/26/19 3:09,30.7135601,29.00510406,35.41505814,41.50872803,7.811944444,y,1.083355,120391.098221,0.978616255,95.77777778,"Transmitted from same location in SA-Iraq border for a few weeks, after roosting on what seems like a military antena","Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released."
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Andi,182261,Andi_182261,NA,Bulgaria,Bulgaria,M,2nd yr,immature,11,Y,N,alive,active,NA,16,5/15/19 1:04,5/30/19 0:05,41.59440231,41.5983963,25.64131165,25.63884735,14.95892361,y,0.000242,26.852081,1.00002662,81.4,"still transmitting, very few relocations on this tx",NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Fer,182253,Fer_182253,NA,Bulgaria,Bulgaria,unknown,2nd yr,immature,11,Y,N,alive,active,NA,16,5/15/19 1:04,5/30/19 0:00,41.59442902,41.5982132,25.64137077,25.63885498,14.9552662,y,0.000589,65.478951,0.999997685,92.4,"still transmitting, very few locations",NA
Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sharka,182256,Sharka_182256,NA,Bulgaria,Bulgaria,unknown,2nd yr,immature,11,Y,N,confirmed dead,carcass found,killed by predator,2,5/15/19 1:04,5/16/19 1:03,41.59423447,41.59809494,25.64156151,25.6211338,0.999247685,y,0.011522,1280.383144,0.983831019,99,carcass found,Killed by predator 3 days after the release
