id.tag.year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
Provence_2016_Ad_wild_EO5018_Salome_8P_5018_2017,0,0,1,1,1,1,1,2,1,1,1,1
Provence_2016_Ad_wild_EO5018_Salome_8P_5018_2018,1,1,2,2,1,1,2,2,1,1,1,1
Provence_2016_Ad_wild_EO5018_Salome_8P_5018_2019,1,1,2,2,1,1,1,2,2,1,1,1
Provence_2016_Ad_wild_EO5018_Salome_8P_5018_2020,1,1,1,1,1,1,1,1,1,1,0,0
Pyrenees_2015_Imm_wild_EC48601087785_48601087785_2015,0,0,0,0,0,1,1,1,1,1,1,1
Pyrenees_2015_Imm_wild_EC48601087785_48601087785_2016,0,0,1,1,1,1,1,1,2,1,0,0
R0_16013_2016,0,0,0,1,1,1,1,1,2,2,0,0
R1_16012_2016,0,0,0,1,1,1,1,1,2,1,1,1
R1_16012_2017,1,1,1,1,1,1,1,1,1,1,1,1
R1_16012_2018,1,1,1,1,1,0,0,0,0,0,0,0
R2_16015_2016,0,0,0,1,1,1,1,2,2,2,1,1
R2_16015_2017,1,1,1,1,1,1,1,1,1,1,1,1
R2_16015_2018,1,1,1,1,1,1,1,1,1,1,1,1
R2_16015_2019,1,1,1,0,0,0,0,0,2,1,1,1
R2_190604_2019,1,1,1,0,0,0,0,0,2,1,1,1
R2_190604_2020,1,1,1,2,2,1,1,1,2,1,0,0
R3_16011_2016,0,0,0,1,0,0,0,0,0,0,0,0
R4_16014_2016,0,0,0,1,1,0,0,0,0,0,0,0
Rahaf I02 Red_190590_2019,0,0,0,0,0,0,0,2,2,1,1,1
Rahaf I02 Red_190590_2020,1,1,1,1,1,1,1,1,1,1,0,0
Rahaf I36 Red_200646_2020,0,0,0,0,0,0,0,1,2,1,0,0
Red Cliff_130673_2013,0,0,0,0,0,0,0,1,2,0,0,0
Regina_149506_2016,0,0,0,0,0,0,0,1,2,0,0,0
Romana_171345_2019,0,0,0,0,0,0,0,1,0,0,0,0
Rupis_48511694900_2016,0,0,0,0,0,0,1,1,2,1,1,1
Rupis_48511694900_2017,1,1,1,2,1,1,1,1,2,1,1,1
Rupis_48511694900_2018,1,1,2,1,1,1,1,1,2,2,1,1
Rupis_48511694900_2019,1,1,2,1,1,1,1,1,2,1,1,0
Rupis_48511694900_2020,0,0,0,0,0,0,0,0,0,1,0,0
Sanie_131249_2013,0,0,0,0,0,0,0,1,2,2,1,1
Sanie_131249_2014,1,1,1,1,1,1,1,1,1,1,1,1
Sanie_131249_2015,1,1,1,1,2,2,2,2,2,1,1,1
Sanie_131249_2016,1,1,1,2,2,1,1,2,2,1,0,0
Sara_23306_2015,0,0,0,0,0,0,0,1,2,1,1,1
Sara_23306_2016,1,1,1,1,1,1,1,1,1,1,1,1
Sara_23306_2017,1,1,1,1,2,1,1,2,1,1,1,1
Sara_23306_2018,1,1,1,2,2,1,1,2,1,1,1,1
Sara_23306_2019,1,1,2,2,2,1,1,2,2,1,1,1
Sara_23306_2020,1,1,2,2,2,1,1,2,2,1,0,0
Sarygush_117_2017,0,0,0,0,0,0,1,1,2,2,0,0
Sava_200638_2020,0,0,0,0,0,0,0,1,2,2,0,0
Segovia 06-REKI22_48500499243_2019,0,0,0,0,0,0,1,1,2,1,1,1
Segovia 06-REKI22_48500499243_2020,1,1,1,1,1,1,1,1,1,1,0,0
Serhat_10007_2014,0,0,0,0,0,1,1,1,2,2,0,0
Sharka_182256_2019,0,0,0,0,1,0,0,0,0,0,0,0
Simeon_200639_2020,0,0,0,0,0,0,0,0,2,1,0,0
Sofia_171345_2020,0,0,0,0,1,1,0,0,0,0,0,0
Solomon_200637_2020,0,0,0,0,0,0,0,1,2,2,0,0
Spartacus_61952_2010,0,0,0,0,0,0,0,1,2,2,2,1
Spartacus_61952_2011,1,0,0,0,0,0,0,0,0,0,0,0
Svetlina_118152_2012,0,0,0,0,0,0,0,1,2,2,2,1
Svetlina_118152_2013,1,1,1,1,1,1,1,1,1,1,1,1
Svetlina_118152_2014,1,1,1,1,2,2,0,0,0,0,0,0
Tlalim C48 Blue_171405_2019,0,0,1,1,1,1,1,1,1,2,1,1
Tlalim C48 Blue_171405_2020,1,2,1,1,0,0,0,0,0,0,0,0
Tobia_48500501945_2015,0,0,0,0,0,0,0,0,2,2,1,1
Tobia_48500501945_2016,1,1,1,1,1,1,1,1,1,1,1,1
Tobia_48500501945_2017,1,1,1,1,1,1,1,1,1,1,1,1
Tobia_48500501945_2018,1,1,1,1,2,1,1,2,2,1,1,1
Tobia_48500501945_2019,1,1,1,1,2,0,0,0,0,0,0,0
Tuzluca_209_2013,0,0,0,0,0,1,1,2,2,1,1,1
Tuzluca_209_2014,1,1,1,2,1,1,1,1,2,1,1,1
Tuzluca_209_2015,1,1,2,2,1,1,1,1,2,1,1,1
Tuzluca_209_2016,1,1,2,2,1,1,1,1,2,2,0,0
Uge 75658_75658_2009,0,0,0,0,0,0,0,1,2,1,1,1
Uge 75658_75658_2010,1,1,1,1,1,1,1,1,1,1,1,1
Uge 75658_75658_2011,1,1,1,1,1,1,1,1,1,1,1,1
Uge 75658_75658_2012,1,1,0,0,0,0,0,0,0,0,0,0
Volen_118148_2012,0,0,0,0,0,0,0,1,2,1,1,1
Volen_118148_2013,1,1,1,1,1,1,1,1,1,1,1,1
Volen_118148_2014,1,1,1,1,2,2,1,1,2,0,0,0
Wesal_182264_2019,0,0,0,1,1,2,1,1,1,2,2,1
White 06_119245_2013,0,0,1,1,1,1,1,1,2,1,1,1
White 06_119245_2014,1,1,1,1,2,2,1,1,1,1,1,1
White 06_119245_2015,1,1,2,2,2,2,1,2,0,0,0,0
White 08_119246_2013,0,0,1,1,1,1,1,1,0,0,0,0
X34 Blue_16126_2017,0,0,0,1,1,1,1,1,1,2,1,1
X34 Blue_16126_2018,1,1,1,1,2,1,1,2,0,0,0,0
X86 Blue_180321_2018,0,0,0,0,0,0,0,0,0,0,0,1
X86 Blue_180321_2019,1,0,0,0,0,0,0,0,0,0,0,0
Xeos-9FH_370_2017,0,0,0,0,0,0,1,1,1,2,1,1
Xeos-9FH_370_2018,1,0,0,0,0,0,0,0,0,0,0,0
Yellow 04_119246_2013,0,0,0,0,0,0,0,0,0,0,1,1
Yellow 04_119246_2014,1,1,1,1,1,1,1,1,1,1,1,1
Yellow 04_119246_2015,1,1,1,1,1,0,0,0,0,0,0,0
Yeruham IB2 Red_190605_2020,0,0,0,0,0,0,0,0,2,1,0,0
Zagal 80420_80420_2009,0,0,0,0,0,0,1,1,2,1,1,1
Zagal 80420_80420_2010,1,2,2,1,1,1,1,1,2,1,1,1
Zagal 80420_80420_2011,1,2,2,1,1,1,1,1,2,1,1,1
Zagal 80420_80420_2012,1,2,2,1,1,1,1,2,2,1,1,1
Zagal 80420_80420_2013,1,2,2,1,1,1,1,1,0,0,0,0
Zara_171348_2020,0,0,0,0,1,1,1,1,2,2,0,0
Zaror I18 Red_190603_2019,0,0,0,0,0,0,0,1,1,2,1,1
Zaror I18 Red_190603_2020,1,1,2,1,1,1,1,1,1,2,0,0
Zaror I23 Red_190606_2020,0,0,0,0,0,0,1,2,1,1,0,0
Zaror I24 Red_190607_2020,0,0,0,0,0,0,1,2,1,0,0,0
Zaror I25 Red_200652_2020,0,0,0,0,0,0,0,2,1,1,0,0
Zaror I30 Red_200659_2020,0,0,0,0,0,1,1,2,0,0,0,0
Zaror I31 Red_200660_2020,0,0,0,0,0,1,1,2,0,0,0,0
Zavitan I06 Red_190595_2019,0,0,0,0,0,0,1,1,2,1,1,1
Zavitan I06 Red_190595_2020,1,1,1,1,1,2,1,2,1,0,0,0
Zavitan I08 Red_190597_2019,0,0,0,0,0,0,1,1,2,1,1,1
Zavitan I08 Red_190597_2020,1,1,1,1,1,1,1,1,1,1,0,0
Zavitan I38 Red_200648_2020,0,0,0,0,0,0,1,2,1,1,0,0
Zikmund_171349_2018,0,0,0,0,0,0,0,1,2,0,0,0
Zoe_202342_2020,0,0,0,0,0,0,0,1,1,0,0,0
